,original,PM,date,publish_date,activities
23,"
6月21日（首相官邸）
2023/06/22 日本経済新聞　朝刊 4ページ 413文字 
その他の書誌情報を表示

▽10時4分　公邸から官邸。

▽11時45分　中本隆志党広島県連会長代理。

▽12時54分　国会。57分　古屋圭司衆院議員。

▽13時2分　衆院本会議。9分　衆院の細田、海江田正副議長、山口議院運営委員長、与野党各会派にあいさつ回り。松野官房長官、高木、公明党の佐藤茂樹両国対委員長同行。28分　官邸。40分　マイナンバー情報総点検本部。

▽14時59分　国会。

▽15時6分　参院の尾辻、長浜正副議長、石井議院運営委員長、与野党各会派にあいさつ回り。松野、磯崎正副官房長官、野上、公明党の横山信一両参院国対委員長同行。43分　東京・大手町の経団連会館。全国信用金庫大会に出席し、あいさつ。

▽16時6分　官邸。

▽18時　記者会見。

▽19時21分　欧州連合（ＥＵ）のフォンデアライエン欧州委員長と電話。45分　東京・赤坂のＡＮＡインターコンチネンタルホテル東京。宴会場「アリエス」で岸田派の懇親会に出席し、あいさつ。

▽20時57分　公邸。
 ",Fumio_Kishida,6月21日,2023/06/22,▽10時4分　公邸から官邸。▽11時45分　中本隆志党広島県連会長代理。▽12時54分　国会。57分　古屋圭司衆院議員。▽13時2分　衆院本会議。9分　衆院の細田、海江田正副議長、山口議院運営委員長、与野党各会派にあいさつ回り。松野官房長官、高木、公明党の佐藤茂樹両国対委員長同行。28分　官邸。40分　マイナンバー情報総点検本部。▽14時59分　国会。▽15時6分　参院の尾辻、長浜正副議長、石井議院運営委員長、与野党各会派にあいさつ回り。松野、磯崎正副官房長官、野上、公明党の横山信一両参院国対委員長同行。43分　東京・大手町の経団連会館。全国信用金庫大会に出席し、あいさつ。▽16時6分　官邸。▽18時　記者会見。▽19時21分　欧州連合（ＥＵ）のフォンデアライエン欧州委員長と電話。45分　東京・赤坂のＡＮＡインターコンチネンタルホテル東京。宴会場「アリエス」で岸田派の懇親会に出席し、あいさつ。▽20時57分　公邸。 
24,"
6月20日（首相官邸）
2023/06/21 日本経済新聞　朝刊 4ページ 342文字 
その他の書誌情報を表示

▽8時53分　公邸から官邸。54分　後藤経財相。

▽9時3分　閣議。32分　西村経産相、経産省の多田次官、片岡福島復興推進グループ長。

▽11時40分　党「次世代の防衛産業の構築と海外装備移転を抜本的に促進する会」の小野寺会長から提言書受け取り。

▽12時　党新しい資本主義実行本部の甘利スタートアップ政策に関する小委員会委員長と会食。木原官房副長官、上山隆大総合科学技術・イノベーション会議議員、松尾内閣府科学技術・イノベーション推進事務局長同席。

▽15時48分　秋葉国家安全保障局長、岡野官房副長官補。

▽16時18分　日本歯科医師連盟の高橋英登会長、太田謙司次期会長。44分　国家安全保障局長。

▽17時11分　国家安全保障局長、滝沢内閣情報官。23分　内閣情報官。

▽18時25分　公邸。
 ",Fumio_Kishida,6月20日,2023/06/21,▽8時53分　公邸から官邸。54分　後藤経財相。▽9時3分　閣議。32分　西村経産相、経産省の多田次官、片岡福島復興推進グループ長。▽11時40分　党「次世代の防衛産業の構築と海外装備移転を抜本的に促進する会」の小野寺会長から提言書受け取り。▽12時　党新しい資本主義実行本部の甘利スタートアップ政策に関する小委員会委員長と会食。木原官房副長官、上山隆大総合科学技術・イノベーション会議議員、松尾内閣府科学技術・イノベーション推進事務局長同席。▽15時48分　秋葉国家安全保障局長、岡野官房副長官補。▽16時18分　日本歯科医師連盟の高橋英登会長、太田謙司次期会長。44分　国家安全保障局長。▽17時11分　国家安全保障局長、滝沢内閣情報官。23分　内閣情報官。▽18時25分　公邸。 
25,"
6月19日（首相官邸）
2023/06/20 日本経済新聞　朝刊 4ページ 301文字 
その他の書誌情報を表示

▽10時13分　公邸から官邸。

▽11時33分　藤江文科省総合教育政策局長。

▽14時10分　森昌文補佐官、藤井国交次官。35分　森山裕党茶業振興議員連盟会長、上川陽子日本茶業中央会会長、10府県の「茶娘」らによる新茶の贈呈。

▽15時49分　政府広報用などのビデオメッセージ収録。

▽16時40分　党本部。42分　党改革実行本部の茂木本部長、上川座長から女性議員の育成、登用に関する報告書受け取り。

▽17時3分　党役員会。21分　党勢拡大優秀党組織の表彰。30分　遠藤総務会長。42分　官邸。

▽18時31分　東京・西大井の迎賓施設「志高荘」。似鳥昭雄ニトリホールディングス会長らと会食。

▽21時27分　公邸。
 ",Fumio_Kishida,6月19日,2023/06/20,▽10時13分　公邸から官邸。▽11時33分　藤江文科省総合教育政策局長。▽14時10分　森昌文補佐官、藤井国交次官。35分　森山裕党茶業振興議員連盟会長、上川陽子日本茶業中央会会長、10府県の「茶娘」らによる新茶の贈呈。▽15時49分　政府広報用などのビデオメッセージ収録。▽16時40分　党本部。42分　党改革実行本部の茂木本部長、上川座長から女性議員の育成、登用に関する報告書受け取り。▽17時3分　党役員会。21分　党勢拡大優秀党組織の表彰。30分　遠藤総務会長。42分　官邸。▽18時31分　東京・西大井の迎賓施設「志高荘」。似鳥昭雄ニトリホールディングス会長らと会食。▽21時27分　公邸。 
26,"
6月18日（首相官邸）
2023/06/19 日本経済新聞　朝刊 2ページ 343文字 
その他の書誌情報を表示

▽7時1分　公邸発。22分　羽田空港。

▽9時32分　航空自衛隊のＵ4多用途支援機で熊本空港。

▽10時5分　熊本市東区の陸上自衛隊健軍駐屯地。12分　浜田防衛相ら。17分　沖縄県・宮古島付近の陸自ヘリコプター事故で死亡した搭乗者の遺族と面会。30分　搭乗者の葬送式に参列し、弔辞、献花。

▽11時34分　熊本空港。

▽13時19分　空自のＵ4多用途支援機で羽田空港。56分　公邸。

▽14時58分　東京・戸塚町の早稲田大大隈講堂。

▽15時　田中愛治早大総長。30分　早大主催の講演会。

▽16時44分　東京・西早稲田の早大歴史館。視察。裕子夫人同行。

▽17時6分　東京・戸塚町のリーガロイヤルホテル東京。宴会場「サファイア」で森喜朗元首相ら早大出身の政財界人の懇親会に出席。

▽18時38分　公邸。
 ",Fumio_Kishida,6月18日,2023/06/19,▽7時1分　公邸発。22分　羽田空港。▽9時32分　航空自衛隊のＵ4多用途支援機で熊本空港。▽10時5分　熊本市東区の陸上自衛隊健軍駐屯地。12分　浜田防衛相ら。17分　沖縄県・宮古島付近の陸自ヘリコプター事故で死亡した搭乗者の遺族と面会。30分　搭乗者の葬送式に参列し、弔辞、献花。▽11時34分　熊本空港。▽13時19分　空自のＵ4多用途支援機で羽田空港。56分　公邸。▽14時58分　東京・戸塚町の早稲田大大隈講堂。▽15時　田中愛治早大総長。30分　早大主催の講演会。▽16時44分　東京・西早稲田の早大歴史館。視察。裕子夫人同行。▽17時6分　東京・戸塚町のリーガロイヤルホテル東京。宴会場「サファイア」で森喜朗元首相ら早大出身の政財界人の懇親会に出席。▽18時38分　公邸。 
27,"
6月17日（首相官邸）
2023/06/18 日本経済新聞　朝刊 5ページ 83文字 
その他の書誌情報を表示

▽9時52分　公邸発。

▽10時14分　羽田空港。インドネシアを訪問される天皇、皇后両陛下を裕子夫人と共に見送り。

▽11時48分　公邸。

　午後は来客なく、公邸で過ごす。
 ",Fumio_Kishida,6月17日,2023/06/18,▽9時52分　公邸発。▽10時14分　羽田空港。インドネシアを訪問される天皇、皇后両陛下を裕子夫人と共に見送り。▽11時48分　公邸。　午後は来客なく、公邸で過ごす。 
28,"
6月16日（首相官邸）
2023/06/17 日本経済新聞　朝刊 4ページ 433文字 
その他の書誌情報を表示

▽8時41分　公邸から官邸。46分　犯罪対策閣僚会議。

▽9時2分　閣議。

▽10時31分　越智光夫広島大学長。47分　鈴木防衛次官。

▽11時10分　福本拉致問題対策本部事務局長。58分　東京・紀尾井町のホテルニューオータニ。日本料理店「千羽鶴」で麻生副総裁、茂木幹事長、松野官房長官と会食。

▽13時15分　官邸。54分　国会。

▽14時2分　衆院本会議。

▽16時8分　官邸。30分　林外相、外務省の森次官、船越アジア大洋州局長、鯰経済局長。41分　外相、秋葉国家安全保障局長、外務省の次官、アジア大洋州局長、経済局長。

▽17時8分　河野デジタル相。41分　国家安全保障局長、滝沢内閣情報官。51分　内閣情報官。

▽18時1分　経済財政諮問会議・新しい資本主義実現会議の合同会議。49分　報道各社のインタビュー。

▽19時5分　東京・銀座のすし店「贔屓」。井沢吉幸セブン＆アイ・ホールディングス取締役、渥美直紀鹿島相談役、石塚邦雄伊藤忠商事取締役と会食。

▽20時26分　公邸。
 ",Fumio_Kishida,6月16日,2023/06/17,▽8時41分　公邸から官邸。46分　犯罪対策閣僚会議。▽9時2分　閣議。▽10時31分　越智光夫広島大学長。47分　鈴木防衛次官。▽11時10分　福本拉致問題対策本部事務局長。58分　東京・紀尾井町のホテルニューオータニ。日本料理店「千羽鶴」で麻生副総裁、茂木幹事長、松野官房長官と会食。▽13時15分　官邸。54分　国会。▽14時2分　衆院本会議。▽16時8分　官邸。30分　林外相、外務省の森次官、船越アジア大洋州局長、鯰経済局長。41分　外相、秋葉国家安全保障局長、外務省の次官、アジア大洋州局長、経済局長。▽17時8分　河野デジタル相。41分　国家安全保障局長、滝沢内閣情報官。51分　内閣情報官。▽18時1分　経済財政諮問会議・新しい資本主義実現会議の合同会議。49分　報道各社のインタビュー。▽19時5分　東京・銀座のすし店「贔屓」。井沢吉幸セブン＆アイ・ホールディングス取締役、渥美直紀鹿島相談役、石塚邦雄伊藤忠商事取締役と会食。▽20時26分　公邸。 
29,"
6月15日（首相官邸）
2023/06/16 日本経済新聞　朝刊 4ページ 469文字 
その他の書誌情報を表示

▽9時40分　公邸から官邸。

▽10時57分　根本岸田派事務総長。

▽14時15分　宮元陸日台共栄首長連盟会長から要請書受け取り。35分　党「シェルター議員連盟」の古屋圭司、塩谷立両共同代表から提言書受け取り。51分　塩谷安倍派会長代理。55分　後藤経財相、新原新しい資本主義実現本部事務局長代理、内閣府の田和次官、井上内閣府審議官、村瀬、林両政策統括官。

▽16時7分　米国のサリバン大統領補佐官の表敬。31分　韓国の趙太庸国家安保室長の表敬。53分　フィリピンのアニョ国家安保担当顧問の表敬。

▽18時18分　報道各社のインタビュー。30分　東京・麻布台の米沢牛専門店「雅山」。官邸職員の送別会。

▽19時39分　報道各社のインタビュー。44分　官邸。報道各社のインタビュー。

▽20時15分　浜田防衛相、松野、木原、磯崎、栗生正副官房長官、村田内閣危機管理監、岡野、高橋両官房副長官補、滝沢内閣情報官、市川外務省総合外交政策局長、防衛省の増田防衛政策局長、吉田統合幕僚長。30分　国家安全保障会議。45分　報道各社のインタビュー。49分　公邸。
 ",Fumio_Kishida,6月15日,2023/06/16,▽9時40分　公邸から官邸。▽10時57分　根本岸田派事務総長。▽14時15分　宮元陸日台共栄首長連盟会長から要請書受け取り。35分　党「シェルター議員連盟」の古屋圭司、塩谷立両共同代表から提言書受け取り。51分　塩谷安倍派会長代理。55分　後藤経財相、新原新しい資本主義実現本部事務局長代理、内閣府の田和次官、井上内閣府審議官、村瀬、林両政策統括官。▽16時7分　米国のサリバン大統領補佐官の表敬。31分　韓国の趙太庸国家安保室長の表敬。53分　フィリピンのアニョ国家安保担当顧問の表敬。▽18時18分　報道各社のインタビュー。30分　東京・麻布台の米沢牛専門店「雅山」。官邸職員の送別会。▽19時39分　報道各社のインタビュー。44分　官邸。報道各社のインタビュー。▽20時15分　浜田防衛相、松野、木原、磯崎、栗生正副官房長官、村田内閣危機管理監、岡野、高橋両官房副長官補、滝沢内閣情報官、市川外務省総合外交政策局長、防衛省の増田防衛政策局長、吉田統合幕僚長。30分　国家安全保障会議。45分　報道各社のインタビュー。49分　公邸。 
30,"
6月14日（首相官邸）
2023/06/15 日本経済新聞　朝刊 4ページ 414文字 
その他の書誌情報を表示

▽8時39分　公邸から官邸。46分　秋葉国家安全保障局長、滝沢内閣情報官、市川外務省総合外交政策局長、防衛省の増田防衛政策局長、吉田統合幕僚長。

▽9時6分　後藤経財相。30分　若宮党競争政策調査会長からスマートフォン関連市場の規制に関する提言書受け取り。54分　国会。

▽10時1分　参院本会議。

▽11時1分　ＡＴＭを利用。8分　官邸。47分　木幡浩福島市長らからサクランボの贈呈。亀岡偉民衆院議員同席。

▽12時52分　東京・丸の内の東京国際フォーラム。全国市議会議長会定期総会に出席し、あいさつ。

▽13時23分　官邸。55分　大前孝治全国信用金庫協会名誉会長。

▽14時56分　東京都中野区の宝仙寺。故青木幹雄元官房長官の葬儀に参列。

▽15時20分　官邸。

▽16時16分　宮沢洋一参院議員。

▽18時24分　パラオのウィップス大統領と首脳会談。

▽19時14分　公邸。15分　首相主催の夕食会。

▽20時7分　ウィップス大統領を見送り。
 ",Fumio_Kishida,6月14日,2023/06/15,▽8時39分　公邸から官邸。46分　秋葉国家安全保障局長、滝沢内閣情報官、市川外務省総合外交政策局長、防衛省の増田防衛政策局長、吉田統合幕僚長。▽9時6分　後藤経財相。30分　若宮党競争政策調査会長からスマートフォン関連市場の規制に関する提言書受け取り。54分　国会。▽10時1分　参院本会議。▽11時1分　ＡＴＭを利用。8分　官邸。47分　木幡浩福島市長らからサクランボの贈呈。亀岡偉民衆院議員同席。▽12時52分　東京・丸の内の東京国際フォーラム。全国市議会議長会定期総会に出席し、あいさつ。▽13時23分　官邸。55分　大前孝治全国信用金庫協会名誉会長。▽14時56分　東京都中野区の宝仙寺。故青木幹雄元官房長官の葬儀に参列。▽15時20分　官邸。▽16時16分　宮沢洋一参院議員。▽18時24分　パラオのウィップス大統領と首脳会談。▽19時14分　公邸。15分　首相主催の夕食会。▽20時7分　ウィップス大統領を見送り。 
31,"
6月13日（首相官邸）
2023/06/14 日本経済新聞　朝刊 4ページ 432文字 
その他の書誌情報を表示

▽8時29分　公邸から官邸。35分　すべての女性が輝く社会づくり本部・男女共同参画推進本部合同会議。

▽9時1分　宇宙開発戦略本部。22分　閣議。31分　林外相。

▽11時6分　鈴木直道北海道知事から北方領土問題の解決等に関する要望書受け取り。外相、岡田沖縄・北方相同席。30分　金子党ＩＴＳ推進・道路調査会長から道路整備に関する申し入れ。森昌文補佐官同席。43分　稲田党整備新幹線等鉄道調査会長から提言書受け取り。森昌文補佐官同席。

▽12時5分　山本有二元農相。54分　国会。

▽13時1分　衆院本会議。42分　官邸。

▽14時　秋葉国家安全保障局長、滝沢内閣情報官、納冨内閣衛星情報センター所長。11分　内閣情報官。32分　島田明ＮＴＴ社長。

▽15時2分　党本部。5分　麻生副総裁、茂木幹事長。39分　官邸。

▽17時2分　こども未来戦略会議。

▽18時30分　記者会見。

▽19時58分　東京・銀座の日本料理店「新ばし金田中」。松山参院政審会長と会食。

▽22時6分　公邸。
 ",Fumio_Kishida,6月13日,2023/06/14,▽8時29分　公邸から官邸。35分　すべての女性が輝く社会づくり本部・男女共同参画推進本部合同会議。▽9時1分　宇宙開発戦略本部。22分　閣議。31分　林外相。▽11時6分　鈴木直道北海道知事から北方領土問題の解決等に関する要望書受け取り。外相、岡田沖縄・北方相同席。30分　金子党ＩＴＳ推進・道路調査会長から道路整備に関する申し入れ。森昌文補佐官同席。43分　稲田党整備新幹線等鉄道調査会長から提言書受け取り。森昌文補佐官同席。▽12時5分　山本有二元農相。54分　国会。▽13時1分　衆院本会議。42分　官邸。▽14時　秋葉国家安全保障局長、滝沢内閣情報官、納冨内閣衛星情報センター所長。11分　内閣情報官。32分　島田明ＮＴＴ社長。▽15時2分　党本部。5分　麻生副総裁、茂木幹事長。39分　官邸。▽17時2分　こども未来戦略会議。▽18時30分　記者会見。▽19時58分　東京・銀座の日本料理店「新ばし金田中」。松山参院政審会長と会食。▽22時6分　公邸。 
32,"
6月11、12日（首相官邸）
2023/06/13 日本経済新聞　朝刊 4ページ 262文字 
その他の書誌情報を表示

〈11日〉
　午前中は来客なく、公邸で過ごす。

▽13時29分　木原官房副長官。

▽16時49分　磯崎官房副長官。

▽18時35分　磯崎副長官出る。

〈12日〉
▽8時22分　公邸から官邸。48分　国会。58分　衆院決算行政監視委員会。

▽13時　参院決算委員会。

▽16時54分　党本部。58分　党役員会。

▽17時24分　党国際政治・外交論文コンテスト授賞式。40分　森山選対委員長。

▽18時1分　自由民主法曹団総会・懇親会に出席し、あいさつ。16分　参院議員会館。18分　青木一彦参院議員。28分　公邸。36分　報道各社のインタビュー。
 ",Fumio_Kishida,6月11、12日,2023/06/13,〈11日〉　午前中は来客なく、公邸で過ごす。▽13時29分　木原官房副長官。▽16時49分　磯崎官房副長官。▽18時35分　磯崎副長官出る。〈12日〉▽8時22分　公邸から官邸。48分　国会。58分　衆院決算行政監視委員会。▽13時　参院決算委員会。▽16時54分　党本部。58分　党役員会。▽17時24分　党国際政治・外交論文コンテスト授賞式。40分　森山選対委員長。▽18時1分　自由民主法曹団総会・懇親会に出席し、あいさつ。16分　参院議員会館。18分　青木一彦参院議員。28分　公邸。36分　報道各社のインタビュー。 
33,"
6月10日（首相官邸）
2023/06/11 日本経済新聞　朝刊 5ページ 65文字 
その他の書誌情報を表示

　午前中は来客なく、公邸で過ごす。

▽14時3分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。

▽15時57分　公邸。
 ",Fumio_Kishida,6月10日,2023/06/11,　午前中は来客なく、公邸で過ごす。▽14時3分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽15時57分　公邸。 
34,"
6月9日（首相官邸）
2023/06/10 日本経済新聞　朝刊 4ページ 518文字 
その他の書誌情報を表示

▽7時51分　公邸から官邸。57分　外国人材の受け入れ・共生に関する関係閣僚会議。

▽8時15分　閣議。36分　知的財産戦略本部。

▽9時58分　皇居。天皇皇后両陛下御結婚満30年祝賀の記帳。

▽10時12分　官邸。54分　森昌文補佐官、国交省の藤井次官、木村国土政策局長、上原鉄道局長。

▽12時57分　東京・大手町の読売新聞東京本社。渡辺恒雄読売新聞グループ本社代表取締役主筆と懇談。

▽13時49分　官邸。53分　神道政治連盟の打田文博会長、同連盟国会議員懇談会の中曽根弘文会長ら。

▽14時20分　党「防衛関係費の財源検討に関する特命委員会」の萩生田委員長から提言書受け取り。

▽15時20分　ウクライナのゼレンスキー大統領と電話。51分　中森福代元衆院議員。

▽16時4分　日本スタートアップ大賞表彰式に出席し、あいさつ。記念撮影。

▽17時2分　秋葉国家安全保障局長、滝沢内閣情報官。16分　内閣情報官。19分　斎藤法相。32分　国家安全保障局長。

▽18時9分　アラブ首長国連邦（ＵＡＥ）のアブドラ外相の表敬。39分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。中国料理店「桃花林」で関口参院議員会長と会食。

▽19時59分　公邸。
 ",Fumio_Kishida,6月9日,2023/06/10,▽7時51分　公邸から官邸。57分　外国人材の受け入れ・共生に関する関係閣僚会議。▽8時15分　閣議。36分　知的財産戦略本部。▽9時58分　皇居。天皇皇后両陛下御結婚満30年祝賀の記帳。▽10時12分　官邸。54分　森昌文補佐官、国交省の藤井次官、木村国土政策局長、上原鉄道局長。▽12時57分　東京・大手町の読売新聞東京本社。渡辺恒雄読売新聞グループ本社代表取締役主筆と懇談。▽13時49分　官邸。53分　神道政治連盟の打田文博会長、同連盟国会議員懇談会の中曽根弘文会長ら。▽14時20分　党「防衛関係費の財源検討に関する特命委員会」の萩生田委員長から提言書受け取り。▽15時20分　ウクライナのゼレンスキー大統領と電話。51分　中森福代元衆院議員。▽16時4分　日本スタートアップ大賞表彰式に出席し、あいさつ。記念撮影。▽17時2分　秋葉国家安全保障局長、滝沢内閣情報官。16分　内閣情報官。19分　斎藤法相。32分　国家安全保障局長。▽18時9分　アラブ首長国連邦（ＵＡＥ）のアブドラ外相の表敬。39分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。中国料理店「桃花林」で関口参院議員会長と会食。▽19時59分　公邸。 
35,"
6月8日（首相官邸）
2023/06/09 日本経済新聞　朝刊 4ページ 177文字 
その他の書誌情報を表示

▽8時7分　公邸から官邸。10分　磯崎官房副長官。

▽9時52分　国会。

▽10時　参院財政金融委員会。

▽11時15分　官邸。

▽13時54分　小野寺五典衆院議員。

▽16時30分　宮本洋一日本建設業連合会会長らから防災・減災、国土強靱（きょうじん）化に関する要望書受け取り。佐藤信秋参院議員同席。51分　総合科学技術・イノベーション会議。

▽18時23分　公邸。
 ",Fumio_Kishida,6月8日,2023/06/09,▽8時7分　公邸から官邸。10分　磯崎官房副長官。▽9時52分　国会。▽10時　参院財政金融委員会。▽11時15分　官邸。▽13時54分　小野寺五典衆院議員。▽16時30分　宮本洋一日本建設業連合会会長らから防災・減災、国土強靱（きょうじん）化に関する要望書受け取り。佐藤信秋参院議員同席。51分　総合科学技術・イノベーション会議。▽18時23分　公邸。 
36,"
6月7日（首相官邸）
2023/06/08 日本経済新聞　朝刊 4ページ 499文字 
その他の書誌情報を表示

▽9時40分　公邸で村井補佐官。52分　東京・紀尾井町のホテルニューオータニ。宴会場「鶴の間」で全国市長会議に出席し、あいさつ。松本総務相同席。

▽10時28分　官邸。55分　全米さくらの女王マデリーン・マクガリーさんらの表敬。

▽12時55分　福島県の弁当製造販売「たふぃあ」の菊地順子代表取締役、地域商社「いわきユナイト」の田子哲也代表取締役最高経営責任者（ＣＥＯ）の表敬。県産品を使った弁当試食。森雅子補佐官同席。

▽13時30分　塩谷安倍派会長代理。

▽14時11分　五十嵐博文千葉県富里市長らからスイカの贈呈。松野官房長官、松本尚衆院議員同席。55分　全国郵便局長会の通常総会向けビデオメッセージ収録。

▽16時17分　高市科学技術相、内閣府の田中知的財産戦略推進事務局長、松尾科学技術・イノベーション推進事務局長、河西宇宙開発戦略推進事務局長。

▽17時2分　経済財政諮問会議。

▽18時2分　ホテルニューオータニ。宴会場「鶴の間」で谷垣グループのパーティーに出席し、あいさつ。29分　公邸。32分　各府省庁の次官らと会食。松野、栗生正副官房長官同席。

▽20時22分　官房長官。33分　官房長官出る。
 ",Fumio_Kishida,6月7日,2023/06/08,▽9時40分　公邸で村井補佐官。52分　東京・紀尾井町のホテルニューオータニ。宴会場「鶴の間」で全国市長会議に出席し、あいさつ。松本総務相同席。▽10時28分　官邸。55分　全米さくらの女王マデリーン・マクガリーさんらの表敬。▽12時55分　福島県の弁当製造販売「たふぃあ」の菊地順子代表取締役、地域商社「いわきユナイト」の田子哲也代表取締役最高経営責任者（ＣＥＯ）の表敬。県産品を使った弁当試食。森雅子補佐官同席。▽13時30分　塩谷安倍派会長代理。▽14時11分　五十嵐博文千葉県富里市長らからスイカの贈呈。松野官房長官、松本尚衆院議員同席。55分　全国郵便局長会の通常総会向けビデオメッセージ収録。▽16時17分　高市科学技術相、内閣府の田中知的財産戦略推進事務局長、松尾科学技術・イノベーション推進事務局長、河西宇宙開発戦略推進事務局長。▽17時2分　経済財政諮問会議。▽18時2分　ホテルニューオータニ。宴会場「鶴の間」で谷垣グループのパーティーに出席し、あいさつ。29分　公邸。32分　各府省庁の次官らと会食。松野、栗生正副官房長官同席。▽20時22分　官房長官。33分　官房長官出る。 
37,"
6月6日（首相官邸）
2023/06/07 日本経済新聞　朝刊 4ページ 518文字 
その他の書誌情報を表示

▽8時17分　公邸から官邸。報道各社のインタビュー。26分　犯罪被害者等施策推進会議。46分　デジタル社会推進会議。

▽9時2分　閣議。

▽10時30分　武井外務副大臣。48分　秋葉国家安全保障局長、滝沢内閣情報官。

▽11時3分　内閣情報官。22分　国家安全保障局長、外務省の森次官、船越アジア大洋州局長。49分　国家安全保障局長。

▽12時16分　政府・与党連絡会議。

▽13時16分　松山参院政審会長から提言書受け取り。磯崎官房副長官同席。

▽14時5分　フィンク米ブラックロック会長兼最高経営責任者（ＣＥＯ）、有田浩之ブラックロック・ジャパン代表取締役社長ＣＥＯ。42分　広島県の湯崎英彦知事、中本隆志県議会議長から提言書受け取り。52分　広島県議会議長。

▽15時2分　党議員連盟「持続可能な国産燃料を考える会」の世耕弘成最高顧問から提言書受け取り。磯崎副長官同席。46分　紀州梅の会「梅娘」の冨山唯さん、松下瑞希さんの表敬。二階俊博元幹事長、真砂充敏和歌山県田辺市長同席。

▽16時2分　新しい資本主義実現会議。

▽18時1分　東京・丸の内のパレスホテル東京。日本料理店「和田倉」で日枝久フジサンケイグループ代表と会食。

▽20時18分　公邸。
 ",Fumio_Kishida,6月6日,2023/06/07,▽8時17分　公邸から官邸。報道各社のインタビュー。26分　犯罪被害者等施策推進会議。46分　デジタル社会推進会議。▽9時2分　閣議。▽10時30分　武井外務副大臣。48分　秋葉国家安全保障局長、滝沢内閣情報官。▽11時3分　内閣情報官。22分　国家安全保障局長、外務省の森次官、船越アジア大洋州局長。49分　国家安全保障局長。▽12時16分　政府・与党連絡会議。▽13時16分　松山参院政審会長から提言書受け取り。磯崎官房副長官同席。▽14時5分　フィンク米ブラックロック会長兼最高経営責任者（ＣＥＯ）、有田浩之ブラックロック・ジャパン代表取締役社長ＣＥＯ。42分　広島県の湯崎英彦知事、中本隆志県議会議長から提言書受け取り。52分　広島県議会議長。▽15時2分　党議員連盟「持続可能な国産燃料を考える会」の世耕弘成最高顧問から提言書受け取り。磯崎副長官同席。46分　紀州梅の会「梅娘」の冨山唯さん、松下瑞希さんの表敬。二階俊博元幹事長、真砂充敏和歌山県田辺市長同席。▽16時2分　新しい資本主義実現会議。▽18時1分　東京・丸の内のパレスホテル東京。日本料理店「和田倉」で日枝久フジサンケイグループ代表と会食。▽20時18分　公邸。 
38,"
6月5日（首相官邸）
2023/06/06 日本経済新聞　朝刊 4ページ 493文字 
その他の書誌情報を表示

▽9時28分　公邸から官邸。30分　後藤経財相、新原新しい資本主義実現本部事務局長代理、内閣府の田和次官、井上内閣府審議官、村瀬、林両政策統括官。

▽10時41分　鈴木金融相、木原官房副長官、金融庁の中島長官、堀本政策立案総括官、井藤企画市場局長。56分　ジャーナリストの田原総一朗氏。村井補佐官同席。

▽11時32分　菊池出入国在留管理庁長官。

▽14時1分　大串デジタル副大臣、浅沼デジタル監。20分　新藤党宇宙・海洋開発特別委員長から提言書受け取り。40分　森山裕党国産再エネに関する次世代型技術の社会実装加速化議員連盟会長から提言書受け取り。

▽15時40分　古賀篤衆院議員。

▽16時3分　御厨邦雄世界税関機構（ＷＣＯ）事務総局長、目時政彦万国郵便連合（ＵＰＵ）国際事務局長の表敬。31分　党本部。32分　麻生副総裁、茂木幹事長。

▽17時1分　党役員会。18分　萩生田政調会長、高木国対委員長、世耕参院幹事長。37分　官邸。

▽18時2分　石塚駐ジョージア大使の新任あいさつ。36分　東京・銀座のオーストリア料理店「銀座ハプスブルク」。林外相、都倉文化庁長官と会食。

▽21時43分　公邸。
 ",Fumio_Kishida,6月5日,2023/06/06,▽9時28分　公邸から官邸。30分　後藤経財相、新原新しい資本主義実現本部事務局長代理、内閣府の田和次官、井上内閣府審議官、村瀬、林両政策統括官。▽10時41分　鈴木金融相、木原官房副長官、金融庁の中島長官、堀本政策立案総括官、井藤企画市場局長。56分　ジャーナリストの田原総一朗氏。村井補佐官同席。▽11時32分　菊池出入国在留管理庁長官。▽14時1分　大串デジタル副大臣、浅沼デジタル監。20分　新藤党宇宙・海洋開発特別委員長から提言書受け取り。40分　森山裕党国産再エネに関する次世代型技術の社会実装加速化議員連盟会長から提言書受け取り。▽15時40分　古賀篤衆院議員。▽16時3分　御厨邦雄世界税関機構（ＷＣＯ）事務総局長、目時政彦万国郵便連合（ＵＰＵ）国際事務局長の表敬。31分　党本部。32分　麻生副総裁、茂木幹事長。▽17時1分　党役員会。18分　萩生田政調会長、高木国対委員長、世耕参院幹事長。37分　官邸。▽18時2分　石塚駐ジョージア大使の新任あいさつ。36分　東京・銀座のオーストリア料理店「銀座ハプスブルク」。林外相、都倉文化庁長官と会食。▽21時43分　公邸。 
39,"
6月4日（首相官邸）
2023/06/05 日本経済新聞　朝刊 2ページ 11文字 
その他の書誌情報を表示

　終日、公邸で過ごす。
 ",Fumio_Kishida,6月4日,2023/06/05,　終日、公邸で過ごす。 
