,original,PM,date,publish_date,activities
510,"
2月5日（首相官邸）
2022/02/06 日本経済新聞　朝刊 5ページ 125文字 
その他の書誌情報を表示

▽11時1分　公邸発。29分　東京・田園調布の故石原慎太郎元東京都知事宅。弔問。34分　報道各社のインタビュー。

▽12時4分　公邸。

▽14時3分　東京・銀座のリラクセーションサロン「クイーンズウェイ銀座並木通り店」。マッサージ。

▽15時59分　公邸。
 ",Fumio_Kishida,2月5日,2022/02/06,▽11時1分　公邸発。29分　東京・田園調布の故石原慎太郎元東京都知事宅。弔問。34分　報道各社のインタビュー。▽12時4分　公邸。▽14時3分　東京・銀座のリラクセーションサロン「クイーンズウェイ銀座並木通り店」。マッサージ。▽15時59分　公邸。 
511,"
2月4日（首相官邸）
2022/02/05 日本経済新聞　朝刊 4ページ 353文字 
その他の書誌情報を表示

▽8時1分　公邸から官邸。11分　閣議。25分　経済安全保障推進会議。

▽11時27分　エマニュエル新駐日米大使の表敬。木原官房副長官同席。

▽12時13分　東京・紀尾井町のホテルニューオータニ。日本料理店「千羽鶴」で麻生副総裁、松野官房長官と会食。

▽13時21分　党本部。

▽14時　党改革実行本部総会。16分　官邸。20分　末松文科相、文科省の義本次官、伯井初等中等教育局長。50分　山谷えり子党拉致問題対策本部長。

▽15時25分　藤井官房副長官補、安藤外務省領事局長。

▽16時　サッカー元日本代表の本田圭佑選手、遠藤利明党スポーツ立国調査会長。21分　遠藤選対委員長。30分　上川幹事長代理。57分　村井補佐官。

▽17時3分　秋葉国家安全保障局長、滝沢内閣情報官。17分　内閣情報官。

▽18時31分　公邸。
 ",Fumio_Kishida,2月4日,2022/02/05,▽8時1分　公邸から官邸。11分　閣議。25分　経済安全保障推進会議。▽11時27分　エマニュエル新駐日米大使の表敬。木原官房副長官同席。▽12時13分　東京・紀尾井町のホテルニューオータニ。日本料理店「千羽鶴」で麻生副総裁、松野官房長官と会食。▽13時21分　党本部。▽14時　党改革実行本部総会。16分　官邸。20分　末松文科相、文科省の義本次官、伯井初等中等教育局長。50分　山谷えり子党拉致問題対策本部長。▽15時25分　藤井官房副長官補、安藤外務省領事局長。▽16時　サッカー元日本代表の本田圭佑選手、遠藤利明党スポーツ立国調査会長。21分　遠藤選対委員長。30分　上川幹事長代理。57分　村井補佐官。▽17時3分　秋葉国家安全保障局長、滝沢内閣情報官。17分　内閣情報官。▽18時31分　公邸。 
512,"
2月3日（首相官邸）
2022/02/04 日本経済新聞　朝刊 4ページ 346文字 
その他の書誌情報を表示

▽9時42分　公邸から官邸。

▽11時36分　小林経済安保相、秋葉国家安全保障局長。

▽12時32分　水落敏栄参院議員。

▽13時49分　石川拉致問題対策本部事務局長。

▽14時23分　山口環境相。56分　萩生田経産相、経産省の多田次官、広瀬経産審議官、保坂資源エネルギー庁長官。

▽15時33分　鈴木宗男日本維新の会参院議員。

▽16時13分　後藤厚労相、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、吉田厚労次官。

▽17時31分　西原春夫元早稲田大総長。49分　岸田派の根本匠会長代行、神田潤一衆院議員。木原官房副長官同席。

▽18時　丸本明マツダ社長兼最高経営責任者（ＣＥＯ）。

▽19時　サウジアラビアのムハンマド・ビン・サルマン皇太子と電話。52分　公邸。
 ",Fumio_Kishida,2月3日,2022/02/04,▽9時42分　公邸から官邸。▽11時36分　小林経済安保相、秋葉国家安全保障局長。▽12時32分　水落敏栄参院議員。▽13時49分　石川拉致問題対策本部事務局長。▽14時23分　山口環境相。56分　萩生田経産相、経産省の多田次官、広瀬経産審議官、保坂資源エネルギー庁長官。▽15時33分　鈴木宗男日本維新の会参院議員。▽16時13分　後藤厚労相、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、吉田厚労次官。▽17時31分　西原春夫元早稲田大総長。49分　岸田派の根本匠会長代行、神田潤一衆院議員。木原官房副長官同席。▽18時　丸本明マツダ社長兼最高経営責任者（ＣＥＯ）。▽19時　サウジアラビアのムハンマド・ビン・サルマン皇太子と電話。52分　公邸。 
513,"
2月2日（首相官邸）
2022/02/03 日本経済新聞　朝刊 4ページ 176文字 
その他の書誌情報を表示

▽6時　公邸で木原官房副長官。

▽7時4分　官邸。7分　木原副長官。

▽8時49分　国会。57分　衆院予算委員会。

▽12時5分　官邸。53分　国会。55分　鈴木財務相。

▽13時　衆院予算委。

▽17時11分　官邸。15分　後藤厚労相、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、吉田厚労次官。

▽18時54分　公邸。
 ",Fumio_Kishida,2月2日,2022/02/03,▽6時　公邸で木原官房副長官。▽7時4分　官邸。7分　木原副長官。▽8時49分　国会。57分　衆院予算委員会。▽12時5分　官邸。53分　国会。55分　鈴木財務相。▽13時　衆院予算委。▽17時11分　官邸。15分　後藤厚労相、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、吉田厚労次官。▽18時54分　公邸。 
514,"
2月1日（首相官邸）
2022/02/02 日本経済新聞　朝刊 4ページ 382文字 
その他の書誌情報を表示

▽8時16分　公邸から官邸。26分　閣議。41分　小林科技相、森昌文補佐官、松尾内閣府科学技術・イノベーション推進事務局長。

▽9時55分　木原官房副長官。

▽11時3分　星出彰彦宇宙飛行士の表敬。35分　秋葉国家安全保障局長、滝崎官房副長官補、外務省の森次官、船越アジア大洋州局長。

▽12時52分　国会。

▽13時2分　衆院本会議。

▽14時38分　官邸。

▽15時20分　国家安全保障局長、滝沢内閣情報官、岡野外務省総合外交政策局長、防衛省の増田防衛政策局長、鈴木統合幕僚副長。

▽16時15分　新型コロナウイルス感染症に関する全国知事会と国との意見交換会。45分　丸山和也元参院議員。

▽17時　国家安全保障局長、内閣情報官、宮川内閣衛星情報センター所長。12分　内閣情報官。31分　総合科学技術・イノベーション会議。

▽18時28分　報道各社のインタビュー。32分　公邸。
 ",Fumio_Kishida,2月1日,2022/02/02,▽8時16分　公邸から官邸。26分　閣議。41分　小林科技相、森昌文補佐官、松尾内閣府科学技術・イノベーション推進事務局長。▽9時55分　木原官房副長官。▽11時3分　星出彰彦宇宙飛行士の表敬。35分　秋葉国家安全保障局長、滝崎官房副長官補、外務省の森次官、船越アジア大洋州局長。▽12時52分　国会。▽13時2分　衆院本会議。▽14時38分　官邸。▽15時20分　国家安全保障局長、滝沢内閣情報官、岡野外務省総合外交政策局長、防衛省の増田防衛政策局長、鈴木統合幕僚副長。▽16時15分　新型コロナウイルス感染症に関する全国知事会と国との意見交換会。45分　丸山和也元参院議員。▽17時　国家安全保障局長、内閣情報官、宮川内閣衛星情報センター所長。12分　内閣情報官。31分　総合科学技術・イノベーション会議。▽18時28分　報道各社のインタビュー。32分　公邸。 
515,"
1月31日（首相官邸）
2022/02/01 日本経済新聞　朝刊 4ページ 169文字 
その他の書誌情報を表示

▽9時42分　公邸から官邸。

▽11時12分　東京・大手町の大手町合同庁舎3号館。自衛隊が運営する新型コロナウイルスワクチン大規模接種センター東京会場を視察。37分　報道各社のインタビュー。

▽12時　官邸。52分　国会。

▽13時　衆院予算委員会。

▽17時14分　党役員会。38分　官邸。

▽19時　ヨルダンのアブドラ国王と電話。32分　公邸。
 ",Fumio_Kishida,1月31日,2022/02/01,▽9時42分　公邸から官邸。▽11時12分　東京・大手町の大手町合同庁舎3号館。自衛隊が運営する新型コロナウイルスワクチン大規模接種センター東京会場を視察。37分　報道各社のインタビュー。▽12時　官邸。52分　国会。▽13時　衆院予算委員会。▽17時14分　党役員会。38分　官邸。▽19時　ヨルダンのアブドラ国王と電話。32分　公邸。 
516,"
1月30日（首相官邸）
2022/01/31 日本経済新聞　朝刊 2ページ 272文字 
その他の書誌情報を表示

▽8時53分　公邸で村田内閣危機管理監、秋葉国家安全保障局長、高橋官房副長官補、滝沢内閣情報官、岡野外務省総合外交政策局長。

▽9時3分　増田防衛省防衛政策局長加わる。45分　官邸。46分　報道各社のインタビュー。59分　国家安全保障会議。

▽10時48分　報道各社のインタビュー。50分　公邸。

▽13時44分　木原官房副長官。

▽16時51分　藤井官房副長官補、四方内閣広報官、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、安藤外務省領事局長、吉田厚労次官。

▽17時51分　藤井副長官補、森昌文補佐官、厚労次官。

▽18時3分　全員出る。
 ",Fumio_Kishida,1月30日,2022/01/31,▽8時53分　公邸で村田内閣危機管理監、秋葉国家安全保障局長、高橋官房副長官補、滝沢内閣情報官、岡野外務省総合外交政策局長。▽9時3分　増田防衛省防衛政策局長加わる。45分　官邸。46分　報道各社のインタビュー。59分　国家安全保障会議。▽10時48分　報道各社のインタビュー。50分　公邸。▽13時44分　木原官房副長官。▽16時51分　藤井官房副長官補、四方内閣広報官、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、安藤外務省領事局長、吉田厚労次官。▽17時51分　藤井副長官補、森昌文補佐官、厚労次官。▽18時3分　全員出る。 
517,"
1月29日（首相官邸）
2022/01/30 日本経済新聞　朝刊 5ページ 69文字 
その他の書誌情報を表示

　午前中は来客なく、公邸で過ごす。

▽13時47分　公邸発。

▽14時　東京・銀座の「ヘア　モード　キクチ銀座店」。散髪。

▽16時1分　公邸。
 ",Fumio_Kishida,1月29日,2022/01/30,　午前中は来客なく、公邸で過ごす。▽13時47分　公邸発。▽14時　東京・銀座の「ヘア　モード　キクチ銀座店」。散髪。▽16時1分　公邸。 
518,"
1月28日（首相官邸）
2022/01/29 日本経済新聞　朝刊 4ページ 269文字 
その他の書誌情報を表示

▽8時19分　公邸から官邸。27分　閣議。38分　後藤厚労相。

▽11時38分　滝沢内閣情報官。

▽15時　林外相、末松文科相。21分　藤井官房副長官補、安藤外務省領事局長。

▽16時3分　デイビッド・リックス米国研究製薬工業協会会長ら。松野官房長官同席。35分　厚労相、松野、木原正副官房長官、藤井副長官補、森昌文補佐官、厚労省の吉田次官、福島医務技監。

▽17時16分　国家安全保障会議。58分　厚労相、松野、木原正副官房長官、藤井副長官補、森昌文補佐官、厚労省の次官、医務技監。

▽18時47分　報道各社のインタビュー。

▽19時19分　公邸。
 ",Fumio_Kishida,1月28日,2022/01/29,▽8時19分　公邸から官邸。27分　閣議。38分　後藤厚労相。▽11時38分　滝沢内閣情報官。▽15時　林外相、末松文科相。21分　藤井官房副長官補、安藤外務省領事局長。▽16時3分　デイビッド・リックス米国研究製薬工業協会会長ら。松野官房長官同席。35分　厚労相、松野、木原正副官房長官、藤井副長官補、森昌文補佐官、厚労省の吉田次官、福島医務技監。▽17時16分　国家安全保障会議。58分　厚労相、松野、木原正副官房長官、藤井副長官補、森昌文補佐官、厚労省の次官、医務技監。▽18時47分　報道各社のインタビュー。▽19時19分　公邸。 
519,"
1月27日（首相官邸）
2022/01/28 日本経済新聞　朝刊 4ページ 489文字 
その他の書誌情報を表示

▽9時54分　公邸から官邸。報道各社のインタビュー。

▽10時36分　村田内閣危機管理監、秋葉国家安全保障局長、滝沢内閣情報官、岡野外務省総合外交政策局長、増田防衛省防衛政策局長。51分　国家安全保障局長、外務省総合外交政策局長、防衛省防衛政策局長。

▽11時27分　根本匠衆院予算委員長。43分　湯崎英彦広島県知事、松井一実広島市長から要望書受け取り。小野外務省経済局長同席。

▽12時8分　東京・永田町の全国町村会館西館。岸田派の会合に出席し、あいさつ。27分　堀内ワクチン相、古賀篤衆院議員。39分　官邸。

▽14時32分　杉本達治福井県知事。59分　党改革実行本部の茂木本部長、上川座長、山下事務局長。村井補佐官同席。

▽15時20分　党改革実行本部長。38分　国場幸之助衆院議員。52分　谷内正太郎元国家安全保障局長。

▽17時27分　後藤厚労相、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、厚労省の吉田次官、福島医務技監。

▽18時17分　厚労相。

▽19時28分　東京・赤坂のＴＢＳ。ＢＳ―ＴＢＳの報道番組に出演。

▽20時49分　公邸。
 ",Fumio_Kishida,1月27日,2022/01/28,▽9時54分　公邸から官邸。報道各社のインタビュー。▽10時36分　村田内閣危機管理監、秋葉国家安全保障局長、滝沢内閣情報官、岡野外務省総合外交政策局長、増田防衛省防衛政策局長。51分　国家安全保障局長、外務省総合外交政策局長、防衛省防衛政策局長。▽11時27分　根本匠衆院予算委員長。43分　湯崎英彦広島県知事、松井一実広島市長から要望書受け取り。小野外務省経済局長同席。▽12時8分　東京・永田町の全国町村会館西館。岸田派の会合に出席し、あいさつ。27分　堀内ワクチン相、古賀篤衆院議員。39分　官邸。▽14時32分　杉本達治福井県知事。59分　党改革実行本部の茂木本部長、上川座長、山下事務局長。村井補佐官同席。▽15時20分　党改革実行本部長。38分　国場幸之助衆院議員。52分　谷内正太郎元国家安全保障局長。▽17時27分　後藤厚労相、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、厚労省の吉田次官、福島医務技監。▽18時17分　厚労相。▽19時28分　東京・赤坂のＴＢＳ。ＢＳ―ＴＢＳの報道番組に出演。▽20時49分　公邸。 
520,"
1月26日（首相官邸）
2022/01/27 日本経済新聞　朝刊 4ページ 160文字 
その他の書誌情報を表示

▽6時4分　公邸で木原官房副長官。59分　官邸。

▽7時4分　木原副長官。

▽8時53分　国会。

▽9時　衆院予算委員会。

▽12時8分　官邸。53分　国会。56分　鈴木財務相。

▽13時　衆院予算委。

▽17時7分　官邸。16分　教育再生首長会議会長の野田義和大阪府東大阪市長らの表敬。36分　滝沢内閣情報官。

▽19時8分　公邸。
 ",Fumio_Kishida,1月26日,2022/01/27,▽6時4分　公邸で木原官房副長官。59分　官邸。▽7時4分　木原副長官。▽8時53分　国会。▽9時　衆院予算委員会。▽12時8分　官邸。53分　国会。56分　鈴木財務相。▽13時　衆院予算委。▽17時7分　官邸。16分　教育再生首長会議会長の野田義和大阪府東大阪市長らの表敬。36分　滝沢内閣情報官。▽19時8分　公邸。 
521,"
1月25日（首相官邸）
2022/01/26 日本経済新聞　朝刊 4ページ 179文字 
その他の書誌情報を表示

▽6時　公邸で木原官房副長官。

▽7時16分　官邸。21分　木原副長官。

▽8時21分　閣議。48分　国会。59分　衆院予算委員会。

▽12時6分　官邸。40分　中本隆志広島県連会長代理。54分　国会。

▽13時　衆院予算委。

▽17時9分　官邸。32分　国民向けのビデオメッセージ収録。

▽18時10分　森外務次官、義本文科次官、塩見文化庁次長。

▽19時30分　公邸。
 ",Fumio_Kishida,1月25日,2022/01/26,▽6時　公邸で木原官房副長官。▽7時16分　官邸。21分　木原副長官。▽8時21分　閣議。48分　国会。59分　衆院予算委員会。▽12時6分　官邸。40分　中本隆志広島県連会長代理。54分　国会。▽13時　衆院予算委。▽17時9分　官邸。32分　国民向けのビデオメッセージ収録。▽18時10分　森外務次官、義本文科次官、塩見文化庁次長。▽19時30分　公邸。 
522,"
1月24日（首相官邸）
2022/01/25 日本経済新聞　朝刊 4ページ 268文字 
その他の書誌情報を表示

▽8時20分　公邸から官邸。48分　国会。56分　衆院予算委員会。

▽12時8分　官邸。52分　国会。

▽13時　衆院予算委。

▽17時6分　党役員会。23分　遠藤選対委員長。36分　官邸。55分　後藤厚労相、斉藤国交相、松野、木原、磯崎、栗生正副官房長官、山際経財相、堀内ワクチン相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、吉田厚労次官。

▽18時52分　報道各社のインタビュー。

▽19時17分　東京・六本木の「ステーキハウスハマ　六本木本店」。福田総務会長、森山総務会長代行と会食。

▽20時57分　公邸。
 ",Fumio_Kishida,1月24日,2022/01/25,▽8時20分　公邸から官邸。48分　国会。56分　衆院予算委員会。▽12時8分　官邸。52分　国会。▽13時　衆院予算委。▽17時6分　党役員会。23分　遠藤選対委員長。36分　官邸。55分　後藤厚労相、斉藤国交相、松野、木原、磯崎、栗生正副官房長官、山際経財相、堀内ワクチン相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、吉田厚労次官。▽18時52分　報道各社のインタビュー。▽19時17分　東京・六本木の「ステーキハウスハマ　六本木本店」。福田総務会長、森山総務会長代行と会食。▽20時57分　公邸。 
523,"
1月23日（首相官邸）
2022/01/24 日本経済新聞　朝刊 2ページ 298文字 
その他の書誌情報を表示

▽11時55分　公邸で木原官房副長官。

▽16時15分　後藤厚労相、松野、木原、磯崎、栗生正副官房長官、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、安藤外務省領事局長、厚労省の吉田次官、福島医務技監、伊原医政局長。29分　厚労相、松野、木原、磯崎、栗生正副官房長官、経財相、藤井副長官補、森昌文補佐官、新型コロナウイルス等感染症対策推進室長、厚労省の次官、医務技監、医政局長。

▽17時25分　厚労相、松野、木原、磯崎、栗生正副官房長官、森昌文補佐官、厚労省の次官、医務技監、医政局長。38分　松野、木原、磯崎、栗生正副官房長官。

▽18時14分　全員出る。
 ",Fumio_Kishida,1月23日,2022/01/24,▽11時55分　公邸で木原官房副長官。▽16時15分　後藤厚労相、松野、木原、磯崎、栗生正副官房長官、山際経財相、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、安藤外務省領事局長、厚労省の吉田次官、福島医務技監、伊原医政局長。29分　厚労相、松野、木原、磯崎、栗生正副官房長官、経財相、藤井副長官補、森昌文補佐官、新型コロナウイルス等感染症対策推進室長、厚労省の次官、医務技監、医政局長。▽17時25分　厚労相、松野、木原、磯崎、栗生正副官房長官、森昌文補佐官、厚労省の次官、医務技監、医政局長。38分　松野、木原、磯崎、栗生正副官房長官。▽18時14分　全員出る。 
524,"
1月22日（首相官邸）
2022/01/23 日本経済新聞　朝刊 5ページ 11文字 
その他の書誌情報を表示

　終日、公邸で過ごす。
 ",Fumio_Kishida,1月22日,2022/01/23,　終日、公邸で過ごす。 
525,"
1月21日（首相官邸）
2022/01/22 日本経済新聞　朝刊 4ページ 443文字 
その他の書誌情報を表示

▽6時30分　公邸から官邸。35分　磯崎官房副長官。

▽9時12分　閣議。23分　磯崎副長官。53分　国会。

▽10時1分　参院本会議。

▽11時40分　官邸。45分　磯崎副長官。

▽12時52分　国会。59分　林外相。

▽13時1分　参院本会議。

▽16時2分　衆院予算委員会。15分　青山繁晴参院議員。35分　参院予算委員会。50分　根本匠衆院予算委員長。

▽17時5分　官邸。11分　秋葉国家安全保障局長、滝沢内閣情報官。45分　金子総務相、松野、木原、磯崎、栗生正副官房長官、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、総務省の黒田次官、大村新型コロナウイルス感染症対策地方連携総括官、吉田厚労次官。

▽18時13分　古賀篤衆院議員。34分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。中国料理店「桃花林」で木原官房副長官と会食。

▽19時57分　官邸。

▽22時2分　バイデン米大統領とテレビ会議。

▽23時43分　報道各社のインタビュー。55分　公邸。
 ",Fumio_Kishida,1月21日,2022/01/22,▽6時30分　公邸から官邸。35分　磯崎官房副長官。▽9時12分　閣議。23分　磯崎副長官。53分　国会。▽10時1分　参院本会議。▽11時40分　官邸。45分　磯崎副長官。▽12時52分　国会。59分　林外相。▽13時1分　参院本会議。▽16時2分　衆院予算委員会。15分　青山繁晴参院議員。35分　参院予算委員会。50分　根本匠衆院予算委員長。▽17時5分　官邸。11分　秋葉国家安全保障局長、滝沢内閣情報官。45分　金子総務相、松野、木原、磯崎、栗生正副官房長官、藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、総務省の黒田次官、大村新型コロナウイルス感染症対策地方連携総括官、吉田厚労次官。▽18時13分　古賀篤衆院議員。34分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。中国料理店「桃花林」で木原官房副長官と会食。▽19時57分　官邸。▽22時2分　バイデン米大統領とテレビ会議。▽23時43分　報道各社のインタビュー。55分　公邸。 
526,"
1月20日（首相官邸）
2022/01/21 日本経済新聞　朝刊 4ページ 278文字 
その他の書誌情報を表示

▽7時　公邸から官邸。4分　磯崎官房副長官。

▽8時6分　木原官房副長官。

▽9時53分　国会。

▽10時1分　参院本会議。

▽11時52分　官邸。

▽12時23分　木原副長官。

▽13時53分　国会。

▽14時2分　衆院本会議。

▽17時27分　官邸。55分　茂松茂人大阪府医師会会長、小玉弘之秋田県医師会会長。宗清皇一衆院議員同席。

▽18時12分　根本匠衆院予算委員長。33分　松野、磯崎正副官房長官、秋葉国家安全保障局長、外務省の森次官、山田外務審議官、市川北米局長。

▽19時20分　外務省の鈴木外務審議官、小野経済局長、広瀬経産審議官加わる。

▽20時13分　公邸。
 ",Fumio_Kishida,1月20日,2022/01/21,▽7時　公邸から官邸。4分　磯崎官房副長官。▽8時6分　木原官房副長官。▽9時53分　国会。▽10時1分　参院本会議。▽11時52分　官邸。▽12時23分　木原副長官。▽13時53分　国会。▽14時2分　衆院本会議。▽17時27分　官邸。55分　茂松茂人大阪府医師会会長、小玉弘之秋田県医師会会長。宗清皇一衆院議員同席。▽18時12分　根本匠衆院予算委員長。33分　松野、磯崎正副官房長官、秋葉国家安全保障局長、外務省の森次官、山田外務審議官、市川北米局長。▽19時20分　外務省の鈴木外務審議官、小野経済局長、広瀬経産審議官加わる。▽20時13分　公邸。 
527,"
1月19日（首相官邸）
2022/01/20 日本経済新聞　朝刊 4ページ 263文字 
その他の書誌情報を表示

▽8時58分　公邸から官邸。

▽9時2分　木原官房副長官。

▽12時52分　国会。

▽13時2分　衆院本会議。

▽16時4分　官邸。

▽17時　秋葉国家安全保障局長、森外務次官、島田防衛次官。41分　新型コロナウイルス感染症の政府対策本部。

▽18時　桜田謙悟経済同友会代表幹事。23分　宇都隆史参院議員。38分　石川拉致問題対策本部事務局長。

▽19時10分　松野、磯崎正副官房長官、国家安全保障局長、外務省の森次官、山田外務審議官、市川北米局長。15分　外務省の鈴木外務審議官、小野経済局長、広瀬経産審議官加わる。

▽20時13分　公邸。
 ",Fumio_Kishida,1月19日,2022/01/20,▽8時58分　公邸から官邸。▽9時2分　木原官房副長官。▽12時52分　国会。▽13時2分　衆院本会議。▽16時4分　官邸。▽17時　秋葉国家安全保障局長、森外務次官、島田防衛次官。41分　新型コロナウイルス感染症の政府対策本部。▽18時　桜田謙悟経済同友会代表幹事。23分　宇都隆史参院議員。38分　石川拉致問題対策本部事務局長。▽19時10分　松野、磯崎正副官房長官、国家安全保障局長、外務省の森次官、山田外務審議官、市川北米局長。15分　外務省の鈴木外務審議官、小野経済局長、広瀬経産審議官加わる。▽20時13分　公邸。 
528,"
1月18日（首相官邸）
2022/01/19 日本経済新聞　朝刊 4ページ 593文字 
その他の書誌情報を表示

▽9時24分　公邸から官邸。41分　西銘復興相、開出復興次官。48分　小林経済安保相、秋葉国家安全保障局長。

▽10時2分　閣議。11分　山際経財相、内閣府の田和次官、井上内閣府審議官。

▽11時　尾身茂新型コロナウイルス感染症対策分科会長、岡部信彦川崎市健康安全研究所長、国立感染症研究所の脇田隆字所長、斎藤智也感染症危機管理研究センター長。迫井新型コロナウイルス等感染症対策推進室長、福島厚労省医務技監同席。

▽12時3分　政府・与党連絡会議。

▽13時25分　遠藤選対委員長。

▽14時14分　国家安全保障局長、外務省の森次官、山田外務審議官、市川北米局長。45分　杉岡範明日本歯科技工士連盟会長。畦元将吾衆院議員同席。

▽15時4分　皇居。内奏。34分　官邸。39分　月例経済報告関係閣僚会議。

▽16時　「クリーンエネルギー戦略」に関する有識者懇談会。48分　山口環境相。

▽17時4分　国家安全保障局長、滝沢内閣情報官、桜沢警察庁警備局長。14分　内閣情報官。42分　後藤厚労相、斉藤国交相、松野、木原、磯崎、栗生正副官房長官、経財相、堀内ワクチン相、藤井官房副長官補、森昌文補佐官、新型コロナウイルス等感染症対策推進室長、厚労省の吉田次官、医務技監。

▽19時2分　報道各社のインタビュー。

▽20時　世界経済フォーラムのオンライン会合「ダボス・アジェンダ」に出席。講演。

▽21時9分　公邸。
 ",Fumio_Kishida,1月18日,2022/01/19,▽9時24分　公邸から官邸。41分　西銘復興相、開出復興次官。48分　小林経済安保相、秋葉国家安全保障局長。▽10時2分　閣議。11分　山際経財相、内閣府の田和次官、井上内閣府審議官。▽11時　尾身茂新型コロナウイルス感染症対策分科会長、岡部信彦川崎市健康安全研究所長、国立感染症研究所の脇田隆字所長、斎藤智也感染症危機管理研究センター長。迫井新型コロナウイルス等感染症対策推進室長、福島厚労省医務技監同席。▽12時3分　政府・与党連絡会議。▽13時25分　遠藤選対委員長。▽14時14分　国家安全保障局長、外務省の森次官、山田外務審議官、市川北米局長。45分　杉岡範明日本歯科技工士連盟会長。畦元将吾衆院議員同席。▽15時4分　皇居。内奏。34分　官邸。39分　月例経済報告関係閣僚会議。▽16時　「クリーンエネルギー戦略」に関する有識者懇談会。48分　山口環境相。▽17時4分　国家安全保障局長、滝沢内閣情報官、桜沢警察庁警備局長。14分　内閣情報官。42分　後藤厚労相、斉藤国交相、松野、木原、磯崎、栗生正副官房長官、経財相、堀内ワクチン相、藤井官房副長官補、森昌文補佐官、新型コロナウイルス等感染症対策推進室長、厚労省の吉田次官、医務技監。▽19時2分　報道各社のインタビュー。▽20時　世界経済フォーラムのオンライン会合「ダボス・アジェンダ」に出席。講演。▽21時9分　公邸。 
529,"
1月17日（首相官邸）
2022/01/18 日本経済新聞　朝刊 4ページ 441文字 
その他の書誌情報を表示

▽8時53分　公邸から官邸。

▽9時　臨時閣議。10分　萩生田経産相、経産省の多田次官、松尾通商政策局長。30分　秋葉国家安全保障局長。

▽11時　石原正敬衆院議員。26分　党本部。29分　党両院議員総会。54分　国会。

▽12時2分　衆院本会議。10分　官邸。38分　国会。

▽13時　第208通常国会開会式。12分　官邸。40分　国会。41分　細田衆院議長、山口衆院議院運営委員長にあいさつ。松野、木原正副官房長官同席。43分　海江田衆院副議長にあいさつ。松野、木原正副官房長官同席。46分　山東参院議長、福岡参院議院運営委員長にあいさつ。松野、磯崎正副官房長官同席。48分　小川参院副議長にあいさつ。松野、磯崎正副官房長官同席。

▽14時2分　衆院本会議。施政方針演説。

▽15時43分　林外相。46分　参院本会議。施政方針演説。

▽17時13分　党役員会。33分　麻生副総裁、茂木幹事長。元宿仁党事務総長同席。

▽18時6分　官邸。29分　テレビ東京の報道番組の収録。

▽19時24分　公邸。
 ",Fumio_Kishida,1月17日,2022/01/18,▽8時53分　公邸から官邸。▽9時　臨時閣議。10分　萩生田経産相、経産省の多田次官、松尾通商政策局長。30分　秋葉国家安全保障局長。▽11時　石原正敬衆院議員。26分　党本部。29分　党両院議員総会。54分　国会。▽12時2分　衆院本会議。10分　官邸。38分　国会。▽13時　第208通常国会開会式。12分　官邸。40分　国会。41分　細田衆院議長、山口衆院議院運営委員長にあいさつ。松野、木原正副官房長官同席。43分　海江田衆院副議長にあいさつ。松野、木原正副官房長官同席。46分　山東参院議長、福岡参院議院運営委員長にあいさつ。松野、磯崎正副官房長官同席。48分　小川参院副議長にあいさつ。松野、磯崎正副官房長官同席。▽14時2分　衆院本会議。施政方針演説。▽15時43分　林外相。46分　参院本会議。施政方針演説。▽17時13分　党役員会。33分　麻生副総裁、茂木幹事長。元宿仁党事務総長同席。▽18時6分　官邸。29分　テレビ東京の報道番組の収録。▽19時24分　公邸。 
