,PM,date,publish_date,activities
1326,Shinzo_Abe,9月10日,2016-09-11,▽10時52分　富ケ谷の私邸発。▽11時25分　羽田空港で山形県を訪問される天皇、皇后両陛下を見送り。▽12時28分　ザ・キャピトルホテル東急のレストラン「ＯＲＩＧＡＭＩ」で秘書官。▽12時40分　稲田防衛相。▽13時17分　渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」で散髪。▽15時5分　私邸着。 
1359,Shinzo_Abe,10月15日,2016-10-16,　午前中は公邸で過ごす。▽12時28分　渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」で散髪。▽14時11分　富ケ谷の私邸着。 
1388,Shinzo_Abe,11月13日・14日,2016-11-15,〈13日〉　午前中は富ケ谷の私邸で過ごす。▽15時11分　官邸で原子力総合防災訓練。▽16時11分　北村情報官。▽16時39分　渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」で散髪。▽18時23分　私邸着。〈14日〉▽7時34分　官邸で野上官房副長官。▽9時　参院ＴＰＰ特別委。▽12時33分　官邸で谷内国家安全保障局長、宮島内閣府国際平和協力本部事務局長、石兼外務省総合外交政策局長、前田防衛省防衛政策局長。▽13時　参院ＴＰＰ特別委。▽17時1分　国会内で党役員会。▽17時34分　官邸で国家安全保障局長、杉山外務次官。▽18時38分　ガウク独大統領。▽19時41分　共同記者発表。▽20時3分　公邸で首相夫妻主催の夕食会。 
1427,Shinzo_Abe,12月24日,2016-12-25,▽10時31分　ヒルトン東京の「村儀理容室」で散髪。▽11時53分　ザ・キャピトルホテル東急のレストラン「ＯＲＩＧＡＭＩ」で橋下徹前大阪市長、日本維新の会代表の松井一郎大阪府知事。菅官房長官が同席。▽14時39分　日本橋室町の日本橋三越本店で「2016年報道写真展」。続いて報道各社のインタビュー。▽15時13分　富ケ谷の私邸着。▽18時2分　丸の内の鉄鋼ビルディングで増岡聡一郎鉄鋼ビルディング専務、高橋精一郎三井住友銀副頭取、加計孝太郎加計学園理事長ら。昭恵夫人が同席。▽22時8分　私邸着。 
1455,Shinzo_Abe,1月21日,2017-01-22,　午前中は公邸で過ごす。▽16時　渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」で散髪。▽18時1分　富ケ谷の私邸着。 
1491,Shinzo_Abe,2月26日,2017-02-27,　午前中は富ケ谷の私邸で過ごす。▽15時50分　渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」で散髪。▽17時22分　公邸着。 
1534,Shinzo_Abe,4月9日・10日,2017-04-11,〈9日〉▽7時26分　東京・富ケ谷の私邸発。38分　官邸。▽8時10分　トランプ米大統領と電話。▽9時3分　報道各社のインタビュー。6分　公邸。▽10時17分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽12時9分　私邸。59分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽14時51分　東京・隼町の国立劇場。大劇場で谷村新司氏のコンサートを鑑賞。長谷川首相補佐官同席。▽17時57分　私邸。▽19時5分　東京・銀座のデビアス銀座ビル。京料理店「花郷　銀座店」で昭恵夫人、親族と食事。▽21時37分　私邸。〈10日〉▽9時41分　東京・富ケ谷の私邸発。54分　官邸。▽11時30分　ＡＰＥＣビジネス諮問委員会新旧日本委員の高橋規三井物産取締役、亀崎英敏三菱商事常勤顧問ら。41分　天野之弥国際原子力機関（ＩＡＥＡ）事務局長。▽14時39分　杉山外務次官。▽16時24分　米国研究製薬工業協会のホアキン・デュアト会長。59分　国会。▽17時2分　党役員会。34分　茂木政調会長。53分　官邸。▽18時29分　公邸。宿泊。 
1555,Shinzo_Abe,5月1日,2017-05-02,▽9時27分　東京・富ケ谷の私邸発。40分　皇居。帰国の記帳。55分　官邸。▽10時5分　高橋内閣危機管理監、谷内国家安全保障局長、北村内閣情報官、石兼外務省総合外交政策局長、防衛省の前田防衛政策局長、河野統合幕僚長。▽12時11分　私邸。▽14時25分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時9分　公邸。15分　「第19回公開憲法フォーラム」向けのビデオメッセージ収録。27分　内閣情報官。53分　東京・永田町の憲政記念館。「新しい憲法を制定する推進大会」に出席し、あいさつ。▽17時49分　東京・宇田川町の焼肉店「ゆうじ」。増岡聡一郎鉄鋼ビルディング専務、昭恵夫人らと食事。▽19時27分　私邸。31分　増岡氏。 
1587,Shinzo_Abe,6月3日,2017-06-04,　午前中は来客なく、公邸で過ごす。▽13時33分　公邸発。42分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽16時57分　東京・西新宿のホテル「ヒルトン東京」。「村儀理容室」で散髪。▽18時21分　東京・銀座の天ぷら料理店「天一本店」。母親の洋子さん、兄の安倍寛信三菱商事パッケージング社長らと食事。▽20時48分　東京・富ケ谷の私邸。 
1601,Shinzo_Abe,6月18日,2017-06-19,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時43分　私邸発。56分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時53分　私邸。▽17時55分　東京・虎ノ門のホテル「アンダーズ東京」。宴会場「シェフズ　スタジオ」で母親の洋子さん、昭恵夫人、兄の安倍寛信三菱商事パッケージング社長、牛尾治朗ウシオ電機会長らと会食。▽20時21分　私邸。 
1629,Shinzo_Abe,7月16日,2017-07-17,▽10時45分　東京・富ケ谷の私邸発。57分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽12時39分　私邸。▽18時5分　荒井広幸元参院議員と会食。母親の洋子さん同席。 
1670,Shinzo_Abe,8月27日,2017-08-28,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時46分　私邸発。54分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時49分　私邸。 
1696,Shinzo_Abe,9月24日,2017-09-25,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽12時46分　私邸発。55分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽14時45分　私邸。 
1723,Shinzo_Abe,10月22日・23日,2017-10-23,〈22日〉▽10時40分　公邸で小此木防災相。菅官房長官同席。▽11時　報道各社のインタビュー。2分　官房長官。▽16時1分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽17時57分　公邸。▽18時31分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽19時47分　公邸。53分　党本部。▽21時3分　西村官房副長官。▽22時　記者会見場でテレビ各社の報道番組に出演。50分　インターネットの動画中継サイト「ニコニコ動画」に出演。▽23時7分　ラジオ各社の報道番組に出演。〈23日〉▽1時56分　東京・富ケ谷の私邸。 
1757,Shinzo_Abe,11月26日,2017-11-27,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時16分　私邸発。25分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時16分　私邸。23分、西村官房副長官。▽18時38分　西村氏出る。 
1784,Shinzo_Abe,12月24日,2017-12-25,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時20分　私邸発。27分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時51分　東京・日本橋室町の日本橋三越本店。買い物客らと記念撮影。55分　「2017年報道写真展」を観賞。▽16時4分　報道各社のインタビュー。21分　公邸。宿泊。 
1810,Shinzo_Abe,1月20日,2018-01-21,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽15時4分　私邸発。13分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽17時13分　東京・銀座の歌舞伎座。松本白鸚さん、幸四郎さん、市川染五郎さんと面会。「勧進帳」を鑑賞。▽19時59分　報道各社のインタビュー。▽20時18分　私邸。 
1845,Shinzo_Abe,2月24日,2018-02-25,　午前中は来客なく、公邸で過ごす。▽14時41分　公邸発。57分　東京・西新宿のホテル「ヒルトン東京」。「村儀理容室」で散髪。▽16時37分　公邸。宿泊。 
1881,Shinzo_Abe,4月1日,2018-04-02,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽12時44分　私邸周辺を散歩。▽13時43分　報道各社のインタビュー。44分　私邸。▽14時22分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時12分　私邸。25分　谷口内閣官房参与。▽17時29分　谷口氏出る。 
1920,Shinzo_Abe,5月12日,2018-05-13,　午前中は来客なく、公邸で過ごす。▽13時40分　公邸発。▽13時55分　東京・西新宿のホテル「ヒルトン東京」。「村儀理容室」で散髪。▽15時40分　東京・富ケ谷の私邸。 
1942,Shinzo_Abe,6月3日,2018-06-04,▽6時57分　東京・富ケ谷の私邸発。▽7時51分　東京都昭島市の「昭和の森ゴルフコース」。成蹊大の友人らとゴルフ。▽17時24分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽19時9分　私邸。 
1989,Shinzo_Abe,7月22日,2018-07-23,▽8時27分　東京・富ケ谷の私邸発。40分　官邸。▽9時2分　豪雨非常災害対策本部会議。▽10時19分　私邸。▽16時27分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽18時16分　私邸。 
2032,Shinzo_Abe,9月2日,2018-09-03,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時46分　私邸発。59分　東京・西新宿のホテル「ヒルトン東京」。「村儀理容室」で散髪。▽15時41分　私邸。 
2058,Shinzo_Abe,9月29日,2018-09-30,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時17分　私邸発。26分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時36分　私邸。 
2093,Shinzo_Abe,11月4日,2018-11-05,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時26分　私邸発。39分　東京・北の丸公園の国立公文書館。特別展「躍動する明治―近代日本の幕開け―」鑑賞。54分　報道各社のインタビュー。▽14時21分　東京・代々木神園町の明治神宮。参拝。参拝者らと写真撮影、握手。54分　報道各社のインタビュー。▽15時17分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽17時5分　私邸。 
2139,Shinzo_Abe,12月22日,2018-12-23,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時46分　私邸発。55分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時46分　東京・日本橋室町の日本橋三越本店。49分　「2018年報道写真展」を観賞。▽16時4分　報道各社のインタビュー。21分　公邸。宿泊。 
2167,Shinzo_Abe,1月20日,2019-01-21,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽15時50分　私邸発。▽16時　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽17時47分　私邸。 
2201,Shinzo_Abe,2月24日,2019-02-25,▽10時14分　東京・富ケ谷の私邸発。26分　東京・西新宿のホテル「ヒルトン東京」。「村儀理容室」で散髪。▽11時53分　私邸。▽12時53分　東京・隼町の国立劇場。▽13時39分　菅官房長官と共に天皇、皇后両陛下を出迎え。▽14時　政府主催の「天皇陛下御在位30年記念式典」に出席し、式辞。▽15時12分　官房長官と共に天皇、皇后両陛下を見送り。30分　私邸。 
2214,Shinzo_Abe,3月10日,2019-03-11,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時47分　私邸発。57分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽17時12分　東京・北の丸公園の日本武道館。昭恵夫人と共にシンガー・ソングライター松任谷由実さんのコンサートを鑑賞。▽21時14分　私邸。 
2235,Shinzo_Abe,3月31日,2019-04-01,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽12時33分　東京・目黒の駒場公園や私邸周辺を散歩。花見客と写真撮影。▽13時59分　報道各社のインタビュー。▽14時1分　私邸。27分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時27分　東京・上野公園の東京国立博物館。宮田文化庁長官ら出迎え。特別展「両陛下と文化交流―日本美を伝える―」を鑑賞。▽17時　報道各社のインタビュー。41分　私邸。 
2255,Shinzo_Abe,4月21日,2019-04-22,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時48分　私邸発。58分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時48分　私邸。 
2297,Shinzo_Abe,6月2日,2019-06-03,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時16分　私邸発。26分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時16分　私邸。 
2343,Shinzo_Abe,7月21・22日,2019-07-22,〈21日〉　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時48分　私邸発。55分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時44分　私邸。▽17時28分　麻生財務相。▽18時31分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽19時54分　党本部。▽20時37分　菅、西村正副官房長官、松島広報本部長ら。▽21時34分　萩生田幹事長代行。▽22時　記者会見場でテレビ各社の報道番組に出演。49分　ラジオ各社の報道番組に出演。57分　インターネットの動画中継サイト「ニコニコ生放送」に出演。▽23時40分　菅、西村正副官房長官、片山地方創生相、二階幹事長、林幹事長代理ら。〈22日〉▽0時32分　西村、野上両官房副長官、甘利選対委員長、梶山選対委員長代理ら。▽1時11分　私邸。 
2384,Shinzo_Abe,9月1日,2019-09-02,▽7時40分　東京・富ケ谷の私邸発。49分　公邸。▽8時6分　官邸。15分　総合防災訓練の第1回緊急災害対策本部会議、森田健作千葉県知事とテレビ電話会議、臨時閣議。51分　同訓練の記者会見。▽10時12分　陸上自衛隊ヘリコプターで「9都県市合同防災訓練」副会場の千葉県船橋市の京葉食品コンビナート協議会南岸壁。石田総務相、岩屋防衛相、山本防災相、千葉県知事、松戸徹市長ら出迎え。16分　海上訓練を視察。32分　高瀬下水処理場。35分　ボランティアセンター運営訓練に参加。▽11時16分　主会場の高瀬町運動広場。18分　医療救護訓練を視察。23分　住民参加型訓練を視察。28分　救出・救助訓練を視察。▽12時2分　閉会式に出席し、あいさつ。24分　副会場。40分　陸自ヘリで官邸屋上ヘリポート。45分　公邸。▽13時23分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時15分　私邸。▽20時28分　東京・北の丸公園の日本武道館。山下泰裕全日本柔道連盟会長ら出迎え。29分　ビゼール国際柔道連盟会長、全日本柔道連盟会長と懇談。43分　世界柔道選手権東京大会の男女混合団体戦決勝を観戦。国際柔道連盟会長、全日本柔道連盟会長、森喜朗2020年東京五輪・パラリンピック組織委員会会長ら同席。▽21時50分　表彰式に出席し、優勝した日本チームにトロフィーを授与。▽22時14分　私邸。 
2429,Shinzo_Abe,10月19日,2019-10-20,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽15時21分　私邸発。33分　官邸。▽16時2分　台風19号非常災害対策本部会議。18分　赤羽国交相。50分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽18時35分　私邸。 
2472,Shinzo_Abe,12月1日,2019-12-02,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時45分　私邸発。54分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時46分　東京・道玄坂の東急百貨店本店。買い物。▽16時24分　私邸。 
2498,Shinzo_Abe,12月28日,2019-12-29,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時46分　私邸発。55分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時50分　私邸。▽17時54分　東京・紀尾井町の中国料理店「維新號」。母親の洋子さん、実弟の岸信夫衆院議員ら親族と食事。▽20時32分　私邸。 
2518,Shinzo_Abe,1月18日,2020-01-19,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時16分　私邸発。27分　東京・西新宿のホテル「ヒルトン東京」。「村儀理容室」で散髪。▽15時8分　私邸。 
2540,Shinzo_Abe,2月9日・10日,2020-02-11,〈9日〉　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽15時42分　私邸発。53分　官邸。59分　加藤厚労相、西村、岡田、杉田各官房副長官、沖田内閣危機管理監、北村国家安全保障局長、古谷、前田両官房副長官補、長谷川補佐官、佐々木出入国在留管理庁長官、外務省の秋葉次官、水嶋領事局長、鈴木厚労省医務技監。▽16時43分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽18時33分　私邸。〈10日〉▽8時41分　私邸発。55分　官邸。▽9時2分　閣議。11分　西村経財相。29分　江藤農相。▽11時　平田東京五輪・パラリンピック推進本部事務局長。30分　中尾武彦前アジア開発銀行総裁。48分　太宰府天満宮「梅の使節」の西高辻信宏宮司。▽14時1分　今井補佐官、外務次官。▽15時13分　滝沢内閣情報官。51分　英王立国際問題研究所と大和総研共催の会議に向けたビデオメッセージ収録。▽16時7分　西村、岡田、杉田各官房副長官、内閣危機管理監、国家安全保障局長、古谷官房副長官補、長谷川、今井両補佐官、出入国在留管理庁長官、外務省の次官、山田総合外交政策局長、領事局長、厚労省医務技監、国交省の藤田次官、高田港湾局長。▽17時　国会。2分　党役員会。31分　官邸。▽18時1分　エストニアのラタス首相を出迎え。記念撮影。2分　儀仗（ぎじょう）隊による栄誉礼、儀仗。10分　ラタス首相と首脳会談。▽19時9分　文書交換式、共同記者発表。29分　公邸。安倍首相主催の夕食会。▽20時55分　ラタス首相を見送り。宿泊。 
2581,Shinzo_Abe,3月22日,2020-03-23,▽9時2分　東京・富ケ谷の私邸発。15分　官邸。39分　陸上自衛隊ヘリコプターで神奈川県横須賀市の防衛大学校。46分　河野防衛相、国分良成防衛大学校長ら。▽10時3分　防衛大卒業式。▽11時10分　防衛相、防衛大学校長ら。36分　任命・宣誓式。▽12時13分　陸自ヘリで官邸屋上ヘリポート。▽14時3分　加藤厚労相、菅官房長官、西村経財相、西村、岡田、杉田各官房副長官、沖田内閣危機管理監、北村国家安全保障局長、前田官房副長官補、長谷川、今井両補佐官、秋葉外務次官、厚労省の鈴木次官、鈴木医務技監、樽見医薬・生活衛生局長。22分　厚労相、官房長官、経財相、西村、岡田、杉田各副長官、今井補佐官、厚労省の次官、医務技監。35分　国家安全保障局長。50分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時42分　私邸。 
2634,Shinzo_Abe,5月16日,2020-05-17,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽15時43分　私邸発。52分　官邸。▽16時3分　加藤厚労相、菅官房長官、西村経財相、西村、岡田、杉田各官房副長官、北村国家安全保障局長、和泉、長谷川、今井各補佐官、樽見新型コロナウイルス感染症対策推進室長、秋葉外務次官、鈴木厚労省医務技監。15分　国家安全保障局長。46分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽18時42分　私邸。 
2675,Shinzo_Abe,6月27日,2020-06-28,▽11時47分　東京・富ケ谷の私邸発。55分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽13時44分　私邸。▽15時49分　官邸。▽16時　加藤厚労相、菅官房長官、西村経財相、西村、岡田、杉田各官房副長官、北村国家安全保障局長、和泉補佐官、樽見新型コロナウイルス感染症対策推進室長、秋葉外務次官、鈴木厚労省医務技監。16分　国家安全保障局長。47分　私邸。 
2710,Shinzo_Abe,8月2日,2020-08-03,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時47分　私邸発。58分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時49分　私邸。 
2730,Shinzo_Abe,8月23日,2020-08-24,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時16分　私邸発。28分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時18分　私邸。 
2751,Shinzo_Abe,9月13・14日,2020-09-15,〈13日〉　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時45分　私邸発。56分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽15時40分　私邸。〈14日〉▽9時41分　私邸発。55分　官邸。▽10時3分　秋葉補佐官。▽13時43分　東京・高輪のグランドプリンスホテル新高輪。▽14時　両院議員総会。6分　総裁選の投票。▽15時24分　あいさつ。42分　菅新総裁から花束贈呈。▽16時5分　官邸。6分　報道各社のインタビュー。▽17時14分　北村国家安全保障局長。▽18時34分　私邸。 
2765,Yoshihide_Suga,9月27日,2020-09-28,▽10時22分　東京・赤坂の衆院議員宿舎発。27分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。中国料理店「星ケ岡」で秘書官と食事。▽13時38分　東京・平河町の都市センターホテル。宴会場「コスモスホール」で第13回公明党大会に出席し、あいさつ。▽14時17分　ザ・キャピトルホテル東急。25分　全国地方銀行協会の大矢恭好会長。▽15時　渡瀬裕哉早稲田大公共政策研究所招聘研究員。40分　水野弘道経産省参与。▽16時28分　東京・赤坂の衆院議員宿舎。 
2791,Yoshihide_Suga,10月24日,2020-10-25,▽11時40分　東京・赤坂の衆院議員宿舎発。48分　東京・平河町の砂防会館別館。▽12時　会議室「利根」で北朝鮮による拉致被害者の横田めぐみさんの父・故滋さんのお別れの会に出席。献花、あいさつ。35分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で秘書官と食事。▽13時53分　砂防会館別館。▽14時1分　会議室「利根」で拉致問題の国民大集会に出席。あいさつ。45分　衆院第2議員会館。▽15時30分　ザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。「ザ・キャピトル　フィットネスクラブ」で運動。▽19時57分　東京・赤坂の衆院議員宿舎。 
2819,Yoshihide_Suga,11月22日,2020-11-23,▽11時25分　東京・赤坂の衆院議員宿舎発。31分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。「ザ・キャピトル　フィットネスクラブ」で運動。▽15時36分　東京・赤坂の衆院議員宿舎。▽18時　東京・紀尾井町のホテルニューオータニ。宴会場「ＡＫＥＢＯＮＯ」で秘書官と食事。打ち合わせ。▽19時56分　東京・赤坂の衆院議員宿舎。▽23時2分　官邸。22分　20カ国・地域（Ｇ20）首脳会議にテレビ会議方式で出席。49分　東京・赤坂の衆院議員宿舎。 
2846,Yoshihide_Suga,12月20日,2020-12-21,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽13時37分　衆院議員宿舎発。41分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽15時15分　衆院第2議員会館。▽16時30分　吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、福島医務技監。▽17時40分　東京・赤坂の衆院議員宿舎。 
2872,Yoshihide_Suga,1月16日,2021-01-17,▽10時55分　東京・赤坂の衆院議員宿舎発。58分　公邸。▽13時37分　党本部。党国会議員に向けたビデオメッセージ収録。▽14時4分　公邸。30分　藤井官房副長官補、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、福島厚労省医務技監。50分　和泉補佐官。▽15時40分　大木隆生東京慈恵会医科大教授。▽17時27分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽19時18分　東京・赤坂の衆院議員宿舎。 
2909,Yoshihide_Suga,2月23日,2021-02-24,▽10時33分　東京・赤坂の衆院議員宿舎発。43分　皇居。天皇誕生日祝賀の儀に出席。▽11時15分　東京・赤坂の衆院議員宿舎。▽14時22分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽16時47分　東京・赤坂の衆院議員宿舎。 
2935,Yoshihide_Suga,3月20日,2021-03-21,▽9時23分　東京・赤坂の衆院議員宿舎発。33分　皇居。春季皇霊祭・神殿祭の儀。▽10時51分　東京・赤坂の衆院議員宿舎。▽14時36分　公邸。▽16時56分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽19時13分　東京・赤坂の衆院議員宿舎。 
2979,Yoshihide_Suga,5月4日,2021-05-05,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽12時16分　衆院議員宿舎発。20分　官邸。敷地内を散歩。56分　公邸。▽13時　松田公太クージュー最高経営責任者（ＣＥＯ）、北見尚之横浜セントラルタウンフェスティバル実行委員会委員長。▽14時　高橋参与。34分　岡部参与。▽15時58分　和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、福島医務技監。▽16時27分　和泉補佐官。51分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽18時39分　東京・赤坂の衆院議員宿舎。 
3004,Yoshihide_Suga,5月30日,2021-05-31,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽12時55分　衆院議員宿舎発。▽13時　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。同ホテル内の歯科「ミヤタデンタルオフィス」で治療。29分　公邸。33分　経済ジャーナリストの財部誠一氏。▽14時41分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽16時26分　公邸。▽17時2分　和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、福島医務技監。18分　和泉補佐官。32分　貸会議室大手ティーケーピー（ＴＫＰ）の河野貴輝社長。▽18時17分　東京・赤坂の衆院議員宿舎。 
3045,Yoshihide_Suga,7月11日・12日,2021-07-13,〈11日〉　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽13時21分　衆院議員宿舎発。27分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。同ホテル内の歯科「ミヤタデンタルオフィス」で治療。51分　公邸。▽14時29分　熊谷参与。▽15時18分　沖田内閣危機管理監、長谷川気象庁長官。36分　吉田新型コロナウイルス感染症対策推進室長、福島厚労省医務技監。▽16時22分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽18時39分　東京・赤坂の衆院議員宿舎。〈12日〉▽7時53分　衆院議員宿舎発。57分　官邸。敷地内を散歩。▽8時53分　内閣危機管理監、榊内閣府政策統括官、気象庁長官。▽9時56分　井上科技相、和泉補佐官、田中内閣府知的財産戦略推進事務局長。▽10時8分　科技相。▽12時22分　ＪＲ東京駅。▽13時14分　こだま725号でＪＲ熱海駅。48分　静岡県熱海市伊豆山地区。川勝平太静岡県知事、斉藤栄熱海市長出迎え。土石流災害の現場を視察。▽14時42分　同市の熱海ニューフジヤホテル。避難所を視察。県知事、市長と意見交換。▽15時43分　報道各社のインタビュー。58分　ＪＲ熱海駅。▽17時19分　こだま730号でＪＲ東京駅。36分　官邸。▽18時28分　衆院第2議員会館。▽19時16分　東京・赤坂の衆院議員宿舎。 
3071,Yoshihide_Suga,8月7日,2021-08-08,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽13時49分　衆院議員宿舎発。53分　公邸。55分　梅屋真一郎野村総合研究所制度戦略研究室長。▽15時49分　吉田新型コロナウイルス感染症対策推進室長。▽16時55分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽19時23分　東京・赤坂の衆院議員宿舎。 
