date_est,year,month,day,year_month,yy_mm,yy_mmm,PM
2018-02-02,2018,2,2,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-03,2018,2,3,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-04,2018,2,4,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-05,2018,2,5,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-06,2018,2,6,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-07,2018,2,7,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-08,2018,2,8,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-09,2018,2,9,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-10,2018,2,10,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-11,2018,2,11,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-12,2018,2,12,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-13,2018,2,13,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-14,2018,2,14,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-15,2018,2,15,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-16,2018,2,16,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-17,2018,2,17,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-18,2018,2,18,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-19,2018,2,19,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-20,2018,2,20,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-21,2018,2,21,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-22,2018,2,22,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-23,2018,2,23,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-24,2018,2,24,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-25,2018,2,25,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-26,2018,2,26,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-27,2018,2,27,20182,2018-02,2018-Feb,Shinzo_Abe
2018-02-28,2018,2,28,20182,2018-02,2018-Feb,Shinzo_Abe
2018-03-01,2018,3,1,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-02,2018,3,2,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-03,2018,3,3,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-04,2018,3,4,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-05,2018,3,5,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-06,2018,3,6,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-07,2018,3,7,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-08,2018,3,8,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-09,2018,3,9,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-10,2018,3,10,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-11,2018,3,11,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-12,2018,3,12,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-13,2018,3,13,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-14,2018,3,14,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-15,2018,3,15,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-16,2018,3,16,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-17,2018,3,17,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-18,2018,3,18,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-19,2018,3,19,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-20,2018,3,20,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-21,2018,3,21,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-22,2018,3,22,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-23,2018,3,23,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-24,2018,3,24,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-25,2018,3,25,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-26,2018,3,26,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-27,2018,3,27,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-28,2018,3,28,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-29,2018,3,29,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-30,2018,3,30,20183,2018-03,2018-Mar,Shinzo_Abe
2018-03-31,2018,3,31,20183,2018-03,2018-Mar,Shinzo_Abe
2018-04-01,2018,4,1,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-02,2018,4,2,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-03,2018,4,3,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-04,2018,4,4,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-05,2018,4,5,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-06,2018,4,6,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-07,2018,4,7,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-08,2018,4,8,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-09,2018,4,9,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-10,2018,4,10,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-11,2018,4,11,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-12,2018,4,12,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-13,2018,4,13,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-14,2018,4,14,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-15,2018,4,15,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-16,2018,4,16,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-17,2018,4,17,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-18,2018,4,18,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-19,2018,4,19,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-20,2018,4,20,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-21,2018,4,21,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-22,2018,4,22,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-23,2018,4,23,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-24,2018,4,24,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-25,2018,4,25,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-26,2018,4,26,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-27,2018,4,27,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-28,2018,4,28,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-29,2018,4,29,20184,2018-04,2018-Apr,Shinzo_Abe
2018-04-30,2018,4,30,20184,2018-04,2018-Apr,Shinzo_Abe
2018-05-01,2018,5,1,20185,2018-05,2018-May,Shinzo_Abe
2018-05-02,2018,5,2,20185,2018-05,2018-May,Shinzo_Abe
2018-05-03,2018,5,3,20185,2018-05,2018-May,Shinzo_Abe
2018-05-04,2018,5,4,20185,2018-05,2018-May,Shinzo_Abe
2018-05-05,2018,5,5,20185,2018-05,2018-May,Shinzo_Abe
2018-05-06,2018,5,6,20185,2018-05,2018-May,Shinzo_Abe
2018-05-07,2018,5,7,20185,2018-05,2018-May,Shinzo_Abe
2018-05-08,2018,5,8,20185,2018-05,2018-May,Shinzo_Abe
2018-05-09,2018,5,9,20185,2018-05,2018-May,Shinzo_Abe
2018-05-10,2018,5,10,20185,2018-05,2018-May,Shinzo_Abe
2018-05-11,2018,5,11,20185,2018-05,2018-May,Shinzo_Abe
2018-05-12,2018,5,12,20185,2018-05,2018-May,Shinzo_Abe
2018-05-13,2018,5,13,20185,2018-05,2018-May,Shinzo_Abe
2018-05-14,2018,5,14,20185,2018-05,2018-May,Shinzo_Abe
2018-05-15,2018,5,15,20185,2018-05,2018-May,Shinzo_Abe
2018-05-16,2018,5,16,20185,2018-05,2018-May,Shinzo_Abe
2018-05-17,2018,5,17,20185,2018-05,2018-May,Shinzo_Abe
2018-05-18,2018,5,18,20185,2018-05,2018-May,Shinzo_Abe
2018-05-19,2018,5,19,20185,2018-05,2018-May,Shinzo_Abe
2018-05-20,2018,5,20,20185,2018-05,2018-May,Shinzo_Abe
2018-05-21,2018,5,21,20185,2018-05,2018-May,Shinzo_Abe
2018-05-22,2018,5,22,20185,2018-05,2018-May,Shinzo_Abe
2018-05-23,2018,5,23,20185,2018-05,2018-May,Shinzo_Abe
2018-05-24,2018,5,24,20185,2018-05,2018-May,Shinzo_Abe
2018-05-25,2018,5,25,20185,2018-05,2018-May,Shinzo_Abe
2018-05-26,2018,5,26,20185,2018-05,2018-May,Shinzo_Abe
2018-05-27,2018,5,27,20185,2018-05,2018-May,Shinzo_Abe
2018-05-28,2018,5,28,20185,2018-05,2018-May,Shinzo_Abe
2018-05-29,2018,5,29,20185,2018-05,2018-May,Shinzo_Abe
2018-05-30,2018,5,30,20185,2018-05,2018-May,Shinzo_Abe
2018-05-31,2018,5,31,20185,2018-05,2018-May,Shinzo_Abe
2018-06-01,2018,6,1,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-02,2018,6,2,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-03,2018,6,3,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-04,2018,6,4,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-05,2018,6,5,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-06,2018,6,6,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-07,2018,6,7,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-08,2018,6,8,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-09,2018,6,9,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-10,2018,6,10,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-11,2018,6,11,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-12,2018,6,12,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-13,2018,6,13,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-14,2018,6,14,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-15,2018,6,15,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-16,2018,6,16,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-17,2018,6,17,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-18,2018,6,18,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-19,2018,6,19,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-20,2018,6,20,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-21,2018,6,21,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-22,2018,6,22,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-23,2018,6,23,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-24,2018,6,24,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-25,2018,6,25,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-26,2018,6,26,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-27,2018,6,27,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-28,2018,6,28,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-29,2018,6,29,20186,2018-06,2018-Jun,Shinzo_Abe
2018-06-30,2018,6,30,20186,2018-06,2018-Jun,Shinzo_Abe
2018-07-01,2018,7,1,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-02,2018,7,2,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-03,2018,7,3,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-04,2018,7,4,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-05,2018,7,5,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-06,2018,7,6,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-07,2018,7,7,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-08,2018,7,8,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-09,2018,7,9,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-10,2018,7,10,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-11,2018,7,11,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-12,2018,7,12,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-13,2018,7,13,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-14,2018,7,14,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-15,2018,7,15,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-16,2018,7,16,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-17,2018,7,17,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-18,2018,7,18,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-19,2018,7,19,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-20,2018,7,20,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-21,2018,7,21,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-22,2018,7,22,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-23,2018,7,23,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-24,2018,7,24,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-25,2018,7,25,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-26,2018,7,26,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-27,2018,7,27,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-28,2018,7,28,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-29,2018,7,29,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-30,2018,7,30,20187,2018-07,2018-Jul,Shinzo_Abe
2018-07-31,2018,7,31,20187,2018-07,2018-Jul,Shinzo_Abe
2018-08-01,2018,8,1,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-02,2018,8,2,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-03,2018,8,3,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-04,2018,8,4,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-05,2018,8,5,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-06,2018,8,6,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-07,2018,8,7,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-08,2018,8,8,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-09,2018,8,9,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-10,2018,8,10,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-11,2018,8,11,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-12,2018,8,12,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-13,2018,8,13,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-14,2018,8,14,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-15,2018,8,15,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-16,2018,8,16,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-17,2018,8,17,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-18,2018,8,18,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-19,2018,8,19,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-20,2018,8,20,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-21,2018,8,21,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-22,2018,8,22,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-23,2018,8,23,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-24,2018,8,24,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-25,2018,8,25,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-26,2018,8,26,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-27,2018,8,27,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-28,2018,8,28,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-29,2018,8,29,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-30,2018,8,30,20188,2018-08,2018-Aug,Shinzo_Abe
2018-08-31,2018,8,31,20188,2018-08,2018-Aug,Shinzo_Abe
2018-09-01,2018,9,1,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-02,2018,9,2,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-03,2018,9,3,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-04,2018,9,4,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-05,2018,9,5,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-06,2018,9,6,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-07,2018,9,7,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-08,2018,9,8,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-09,2018,9,9,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-10,2018,9,10,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-11,2018,9,11,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-12,2018,9,12,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-13,2018,9,13,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-14,2018,9,14,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-15,2018,9,15,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-16,2018,9,16,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-17,2018,9,17,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-18,2018,9,18,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-19,2018,9,19,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-20,2018,9,20,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-21,2018,9,21,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-22,2018,9,22,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-23,2018,9,23,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-24,2018,9,24,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-25,2018,9,25,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-26,2018,9,26,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-27,2018,9,27,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-28,2018,9,28,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-29,2018,9,29,20189,2018-09,2018-Sep,Shinzo_Abe
2018-09-30,2018,9,30,20189,2018-09,2018-Sep,Shinzo_Abe
2018-10-01,2018,10,1,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-02,2018,10,2,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-03,2018,10,3,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-04,2018,10,4,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-05,2018,10,5,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-06,2018,10,6,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-07,2018,10,7,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-08,2018,10,8,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-09,2018,10,9,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-10,2018,10,10,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-11,2018,10,11,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-12,2018,10,12,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-13,2018,10,13,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-14,2018,10,14,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-15,2018,10,15,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-16,2018,10,16,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-17,2018,10,17,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-18,2018,10,18,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-19,2018,10,19,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-20,2018,10,20,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-21,2018,10,21,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-22,2018,10,22,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-23,2018,10,23,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-24,2018,10,24,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-25,2018,10,25,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-26,2018,10,26,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-27,2018,10,27,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-28,2018,10,28,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-29,2018,10,29,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-30,2018,10,30,201810,2018-10,2018-Oct,Shinzo_Abe
2018-10-31,2018,10,31,201810,2018-10,2018-Oct,Shinzo_Abe
2018-11-01,2018,11,1,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-02,2018,11,2,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-03,2018,11,3,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-04,2018,11,4,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-05,2018,11,5,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-06,2018,11,6,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-07,2018,11,7,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-08,2018,11,8,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-09,2018,11,9,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-10,2018,11,10,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-11,2018,11,11,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-12,2018,11,12,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-13,2018,11,13,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-14,2018,11,14,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-15,2018,11,15,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-16,2018,11,16,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-17,2018,11,17,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-18,2018,11,18,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-19,2018,11,19,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-20,2018,11,20,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-21,2018,11,21,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-22,2018,11,22,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-23,2018,11,23,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-24,2018,11,24,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-25,2018,11,25,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-26,2018,11,26,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-27,2018,11,27,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-28,2018,11,28,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-29,2018,11,29,201811,2018-11,2018-Nov,Shinzo_Abe
2018-11-30,2018,11,30,201811,2018-11,2018-Nov,Shinzo_Abe
2018-12-01,2018,12,1,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-02,2018,12,2,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-03,2018,12,3,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-04,2018,12,4,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-05,2018,12,5,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-06,2018,12,6,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-07,2018,12,7,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-08,2018,12,8,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-09,2018,12,9,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-10,2018,12,10,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-11,2018,12,11,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-12,2018,12,12,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-13,2018,12,13,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-14,2018,12,14,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-15,2018,12,15,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-16,2018,12,16,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-17,2018,12,17,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-18,2018,12,18,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-19,2018,12,19,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-20,2018,12,20,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-21,2018,12,21,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-22,2018,12,22,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-23,2018,12,23,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-24,2018,12,24,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-25,2018,12,25,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-26,2018,12,26,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-27,2018,12,27,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-28,2018,12,28,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-29,2018,12,29,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-30,2018,12,30,201812,2018-12,2018-Dec,Shinzo_Abe
2018-12-31,2018,12,31,201812,2018-12,2018-Dec,Shinzo_Abe
2019-01-01,2019,1,1,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-02,2019,1,2,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-03,2019,1,3,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-04,2019,1,4,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-05,2019,1,5,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-06,2019,1,6,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-07,2019,1,7,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-08,2019,1,8,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-09,2019,1,9,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-10,2019,1,10,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-11,2019,1,11,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-12,2019,1,12,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-13,2019,1,13,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-14,2019,1,14,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-15,2019,1,15,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-16,2019,1,16,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-17,2019,1,17,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-18,2019,1,18,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-19,2019,1,19,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-20,2019,1,20,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-21,2019,1,21,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-22,2019,1,22,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-23,2019,1,23,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-24,2019,1,24,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-25,2019,1,25,20191,2019-01,2019-Jan,Shinzo_Abe
2019-01-26,2019,1,26,20191,2019-01,2019-Jan,Shinzo_Abe
