,PM,date,publish_date,activities
1573,Shinzo_Abe,5月20日,2017-05-21,　午前中は来客なく、公邸で過ごす。▽14時5分　公邸発。15分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時33分　東京・富ケ谷の私邸。 
1587,Shinzo_Abe,6月3日,2017-06-04,　午前中は来客なく、公邸で過ごす。▽13時33分　公邸発。42分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽16時57分　東京・西新宿のホテル「ヒルトン東京」。「村儀理容室」で散髪。▽18時21分　東京・銀座の天ぷら料理店「天一本店」。母親の洋子さん、兄の安倍寛信三菱商事パッケージング社長らと食事。▽20時48分　東京・富ケ谷の私邸。 
1594,Shinzo_Abe,6月10日,2017-06-11,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時4分　私邸発。18分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時39分　私邸。 
1634,Shinzo_Abe,7月22日,2017-07-23,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時5分　私邸発。20分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時34分　私邸。 
1662,Shinzo_Abe,8月19日,2017-08-20,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽12時51分　私邸発。▽13時7分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽16時16分　私邸。▽18時15分　昭恵夫人、増岡聡一郎鉄鋼ビルディング専務らと食事。▽23時27分　増岡氏ら出る。 
1664,Shinzo_Abe,8月21日,2017-08-22,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時4分　私邸発。20分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽15時59分　私邸。 
1666,Shinzo_Abe,8月23日,2017-08-24,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽12時47分　私邸発。▽13時4分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽16時19分　私邸。 
1669,Shinzo_Abe,8月26日,2017-08-27,　午前中は来客なく、公邸で過ごす。▽13時40分　公邸発。50分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時42分　東京・富ケ谷の私邸。 
1749,Shinzo_Abe,11月18日,2017-11-19,　午前中は来客なく、公邸で過ごす。▽14時5分　公邸発。16分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時46分　東京・富ケ谷の私邸。 
1763,Shinzo_Abe,12月2日,2017-12-03,　午前中は来客なく、公邸で過ごす。▽14時4分　公邸発。14分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時17分　東京・富ケ谷の私邸。 
1777,Shinzo_Abe,12月17日,2017-12-18,▽9時36分　公邸発。46分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽13時41分　東京・富ケ谷の私邸。 
1817,Shinzo_Abe,1月27日,2018-01-28,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時15分　私邸発。27分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時31分　私邸。 
1824,Shinzo_Abe,2月3日,2018-02-04,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時5分　私邸発。20分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時3分　私邸。 
1837,Shinzo_Abe,2月17日,2018-02-18,　午前中は来客なく、公邸で過ごす。▽14時7分　公邸発。17分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時16分　東京・富ケ谷の私邸。17分　報道各社のインタビュー。▽21時29分　平昌冬季五輪フィギュアスケート男子で金メダルを獲得した羽生結弦選手を電話で祝福。 
1852,Shinzo_Abe,3月3日,2018-03-04,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時1分　私邸発。17分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時15分　私邸。 
1866,Shinzo_Abe,3月17日,2018-03-18,　午前中は来客なく、公邸で過ごす。▽14時4分　公邸発。16分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時3分　東京・富ケ谷の私邸。 
1887,Shinzo_Abe,4月7日,2018-04-08,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時37分　私邸発。50分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時36分　私邸。 
1962,Shinzo_Abe,6月24日,2018-06-25,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時6分　私邸発。22分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時59分　私邸。 
2002,Shinzo_Abe,8月4日,2018-08-05,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時6分　私邸発。22分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時1分　私邸。 
2092,Shinzo_Abe,11月3日,2018-11-04,▽10時2分　公邸発。11分　皇居。文化勲章親授式に出席。▽11時19分　東京・富ケ谷の私邸。▽14時20分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時57分　私邸。 
2126,Shinzo_Abe,12月7日・8日,2018-12-09,〈7日〉▽23時33分　公邸。宿泊。〈8日〉　午前中は来客なく、公邸で過ごす。▽14時5分　公邸発。15分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時42分　東京・富ケ谷の私邸。 
2133,Shinzo_Abe,12月16日,2018-12-17,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時49分　私邸発。▽14時4分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時54分　私邸。 
2147,Shinzo_Abe,12月30日,2018-12-31,▽7時2分　静養先の東京・六本木のホテル「グランドハイアット東京」発。▽8時7分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。昭恵夫人、古森重隆富士フイルムホールディングス会長夫妻とゴルフ。▽16時7分　グランドハイアット東京。20分　同ホテル内の「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時31分　同ホテル内のすし店「六緑」で昭恵夫人や友人と食事。同ホテルに宿泊。 
2148,Shinzo_Abe,12月31日,2019-01-01,▽10時　静養先の東京・六本木のホテル「グランドハイアット東京」内の「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽15時25分　東京・六本木の映画館「ＴＯＨＯシネマズ　六本木ヒルズ」。昭恵夫人、母親の洋子さんと映画「こんな夜更けにバナナかよ　愛しき実話」を鑑賞。▽17時51分　報道各社のインタビュー。56分　グランドハイアット東京。▽18時27分　ステーキハウス「オークドア」で荒井参与夫妻、昭恵夫人らと食事。同ホテルに宿泊。 
2150,Shinzo_Abe,1月3日,2019-01-04,▽11時12分　静養先の東京・六本木のホテル「グランドハイアット東京」内のレストラン「フィオレンティーナ」で昭恵夫人と昼食。▽12時1分　昭恵夫人と同ホテル周辺を散歩。16分　報道各社のインタビュー。17分　グランドハイアット東京。30分　同ホテル内の「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽16時53分　東京・富ケ谷の私邸。▽19時46分　麻生財務相。▽21時15分　財務相出る。 
2173,Shinzo_Abe,1月26日,2019-01-27,▽11時33分　東京・富ケ谷の私邸発。46分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽15時8分　私邸。 
2200,Shinzo_Abe,2月23日,2019-02-24,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時9分　私邸発。25分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時　私邸。 
2207,Shinzo_Abe,3月1日・2日,2019-03-03,〈1日〉▽23時52分　国会内で菅官房長官。〈2日〉▽0時12分　衆院本会議。▽1時56分　衆院本会議。▽2時4分　衆院の大島、赤松正副議長、高市議院運営委員長、与野党各会派にあいさつ回り。麻生財務相、菅、西村正副官房長官、森山国対委員長ら同行。30分　東京・富ケ谷の私邸。▽13時49分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時16分　公邸。17分　公邸見学者と写真撮影。宿泊。 
2227,Shinzo_Abe,3月23日,2019-03-24,▽9時6分　東京・富ケ谷の私邸発。19分　東京・紀尾井町のホテルニューオータニ。宴会場「芙蓉の間」で国際女性会議ＷＡＷ！、Ｗ20合同セッションに出席し、あいさつ。▽10時59分　東京・河田町の東京女子医大病院。難病の女子高校生の見舞い。▽11時38分　私邸。▽14時23分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時3分　私邸。 
2241,Shinzo_Abe,4月6日,2019-04-07,　午前中は来客なく、公邸で過ごす。▽14時4分　公邸発。14分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時8分　東京・富ケ谷の私邸。 
2296,Shinzo_Abe,6月1日,2019-06-02,　午前中は来客なく、公邸で過ごす。▽14時4分　公邸発。16分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時59分　東京・富ケ谷の私邸。 
2315,Shinzo_Abe,6月22日,2019-06-23,▽7時25分　公邸発。34分　東京・東新橋の日本テレビ。▽8時10分　読売テレビの報道番組に出演。▽9時11分　党本部。30分　インターネットの動画中継サイト「ニコニコ動画」に出演。▽10時　松島広報本部長。15分　公邸。▽13時47分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時29分　東京・銀座のビル「ロイヤルクリスタル銀座」。ステーキ店「ＢＬＴステーキギンザ」で森喜朗元首相、秋山光人日本経済社特別顧問と会食。▽20時6分　東京・富ケ谷の私邸。 
2363,Shinzo_Abe,8月10日,2019-08-11,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時36分　私邸発。51分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時29分　私邸。 
2390,Shinzo_Abe,9月7日,2019-09-08,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時38分　私邸発。52分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時35分　私邸。 
2409,Shinzo_Abe,9月28日,2019-09-29,▽9時9分　米ニューヨークでの国連総会とベルギー・ブリュッセルでの欧州連結性フォーラム出席を終え、政府専用機で羽田空港。43分　東京・富ケ谷の私邸。▽14時19分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時3分　私邸。 
2457,Shinzo_Abe,11月16日,2019-11-17,▽11時23分　東京・富ケ谷の私邸発。41分　皇居。大饗（だいきょう）の儀に参列。▽14時1分　私邸。48分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時30分　私邸。 
2471,Shinzo_Abe,11月30日,2019-12-01,　午前中は来客なく、公邸で過ごす。▽13時15分　公邸発。25分東京・西新橋の東京慈恵会医大付属病院。望月義夫元環境相の見舞い。54分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時43分　東京・富ケ谷の私邸。▽20時3分　東京・後楽の東京ドーム。アイドルグループ「嵐」のコンサートを鑑賞。▽21時42分　嵐のメンバーと面会。▽22時12分　私邸。 
2485,Shinzo_Abe,12月15日,2019-12-16,▽10時32分　東京・富ケ谷の私邸発。45分　東京都新宿区の国立競技場。竣工式に出席し、あいさつ。記念撮影。▽11時24分　私邸。▽14時56分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時29分　私邸。 
2501,Shinzo_Abe,12月31日,2020-01-01,▽11時34分　昭恵夫人と静養先の東京・六本木のホテル「グランドハイアット東京」周辺を散歩。通行人と写真撮影。57分　グランドハイアット東京。58分　レストラン「フィオレンティーナ」で昭恵夫人と昼食。▽13時11分　「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時58分　ステーキハウス「オークドア」で荒井参与夫妻、昭恵夫人、母親の洋子さんらと食事。同ホテルに宿泊。 
2502,Shinzo_Abe,1月1日・2日,2020-01-03,〈1日〉▽10時22分　静養先の東京・六本木のホテル「グランドハイアット東京」の玄関で昭恵夫人らと記念撮影。37分　皇居。昭恵夫人と共に新年祝賀の儀に出席。▽11時30分　東京・富ケ谷の私邸。39分　兄の寛信氏。▽14時25分　グランドハイアット東京。30分　「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽17時56分　日本料理店「旬房」で昭恵夫人、母親の洋子さん、実弟の岸信夫衆院議員らと食事。同ホテルに宿泊。〈2日〉▽7時28分　グランドハイアット東京発。▽8時24分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。経団連の御手洗冨士夫、榊原定征両名誉会長、渡文明ＪＸＴＧホールディングス名誉顧問とゴルフ。▽17時9分　グランドハイアット東京。58分　フランス料理店「ＴＨＥ　ＦＲＥＮＣＨ　ＫＩＴＣＨＥＮ」で昭恵夫人、義父の松崎昭雄氏ら親族と食事。同ホテルに宿泊。 
2503,Shinzo_Abe,1月3日,2020-01-04,▽7時　静養先の東京・六本木のホテル「グランドハイアット東京」内の「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽11時32分　日本料理店「旬房」で昭恵夫人と昼食。▽12時34分　東京・六本木の映画館「ＴＯＨＯシネマズ　六本木ヒルズ」。昭恵夫人と映画「決算！忠臣蔵」を観賞。▽15時2分　報道各社のインタビュー。6分　グランドハイアット東京。▽16時7分　東京・富ケ谷の私邸。 
2718,Shinzo_Abe,8月10日,2020-08-11,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時59分　私邸発。▽14時11分　東京・六本木のホテル「グランドハイアット東京」。「Ｎａｇｏｍｉスパアンドフィットネス」で運動。▽17時57分　私邸。 
2757,Yoshihide_Suga,9月19日,2020-09-20,▽9時2分　東京・赤坂の衆院議員宿舎発。5分　官邸。官邸の敷地内を散歩。▽10時27分　国連総会向けのビデオ演説収録。48分　秋葉外務次官。▽12時3分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。50分　衆院第2議員会館。53分　柴山昌彦前文科相。▽16時37分　ザ・キャピトルホテル東急。「ザ・キャピトル　フィットネスクラブ」で運動。▽19時18分　東京・赤坂の衆院議員宿舎。 
2772,Yoshihide_Suga,10月4日,2020-10-05,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽12時46分　衆院議員宿舎発。51分　東京・永田町のザ・キャピトルホテル東急。53分　レストラン「ＯＲＩＧＡＭＩ」で宮家邦彦キヤノングローバル戦略研究所研究主幹。▽14時15分　認定ＮＰＯ法人「ＡＣＥ」の岩附由香代表、認定ＮＰＯ法人「難民支援協会」の石川えり代表理事ら。▽15時26分　反町理フジテレビ報道局解説委員長。▽16時1分　ジャーナリストの田原総一朗氏、船橋洋一アジア・パシフィック・イニシアティブ理事長。40分　「ザ・キャピトル　フィットネスクラブ」で運動。▽19時12分　東京・赤坂の衆院議員宿舎。 
2791,Yoshihide_Suga,10月24日,2020-10-25,▽11時40分　東京・赤坂の衆院議員宿舎発。48分　東京・平河町の砂防会館別館。▽12時　会議室「利根」で北朝鮮による拉致被害者の横田めぐみさんの父・故滋さんのお別れの会に出席。献花、あいさつ。35分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で秘書官と食事。▽13時53分　砂防会館別館。▽14時1分　会議室「利根」で拉致問題の国民大集会に出席。あいさつ。45分　衆院第2議員会館。▽15時30分　ザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。「ザ・キャピトル　フィットネスクラブ」で運動。▽19時57分　東京・赤坂の衆院議員宿舎。 
2806,Yoshihide_Suga,11月8・9日,2020-11-10,〈8日〉▽10時23分　東京・赤坂の衆院議員宿舎発。36分　皇居。立皇嗣の礼立皇嗣宣明の儀に参列し、寿詞。▽11時30分　東京・赤坂の衆院議員宿舎。▽12時1分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。日本料理店「山里」で山口選対委員長と会食。同ホテル内の歯科「ミヤタデンタルオフィス」で治療。▽14時13分　東京・赤坂の衆院議員宿舎。26分　衆院第2議員会館。59分　東京・紀尾井町のホテルニューオータニ。宴会場「ＳＴＥＬＬＡ1」で秘書官と打ち合わせ。▽17時40分　東京・永田町のザ・キャピトルホテル東急。「ザ・キャピトル　フィットネスクラブ」で運動。▽18時46分　東京・赤坂の衆院議員宿舎。〈9日〉▽6時38分　東京・赤坂の衆院議員宿舎発。41分　官邸。敷地内を散歩。▽7時29分　ザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽8時35分　衆院第2議員会館。▽9時6分　官邸。7分　報道各社のインタビュー。10分　梶山経産相、外務省の秋葉次官、鈴木外務審議官、経産省の安藤次官、田中経産審議官、荒井総括審議官。26分　経産相。36分　橋本五輪相、藤井官房副長官補、和泉補佐官、平田東京五輪・パラリンピック推進本部事務局長。47分　西村経財相、内閣府の山崎次官、田和内閣府審議官、林、井上両政策統括官。▽10時1分　経財相。7分　坂井、岡田両官房副長官、北村国家安全保障局長、和泉補佐官、外務省の森、鈴木両外務審議官、小林南部アジア部長、四方経済局長、植野国際協力局長、福島厚労省医務技監、田中経産審議官。55分　石川拉致問題対策本部事務局長。▽11時10分　藤井副長官補、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、医務技監。▽12時7分　ザ・キャピトルホテル東急。中国料理店「星ケ岡」で垂駐中国大使、外務次官と会食。54分　官邸。▽14時　麻生財務相、財務省の茶谷官房長、矢野主計局長。5分　財務相、財務省の官房長、住沢主税局長。17分　財務相。40分　国家安全保障局長、高橋官房副長官補。46分　岸防衛相、国家安全保障局長、高橋副長官補、島田防衛次官、武田防衛装備庁長官。▽15時4分　滝沢内閣情報官。▽16時5分　塩崎恭久衆院議員、大河原昭夫日本国際交流センター理事長。16分　和泉補佐官、別府内閣府審議官、日下迎賓館長。27分　中山駐ギリシャ大使らの新任あいさつ。37分　国家安全保障局長。55分　国会。▽17時1分　党役員会。17分　官邸。31分　経済財政諮問会議。▽18時30分　「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。宴会場「メイプル」で森山国対委員長、高木陽介公明党国対委員長らと会食。加藤官房長官同席。▽20時10分　東京・赤坂の衆院議員宿舎。 
2811,Yoshihide_Suga,11月14日,2020-11-15,▽11時54分　東京・赤坂の衆院議員宿舎発。56分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で秘書官と食事。▽13時30分　政治解説者の篠原文也氏。▽14時　ＩＴ企業「メドレー」の豊田剛一郎代表取締役医師。36分　官邸。▽15時30分　東南アジア諸国連合（ＡＳＥＡＮ）プラス3（日中韓）首脳会議にテレビ会議方式で出席。▽17時15分　報道各社のインタビュー。55分　東京・赤坂のそば店「沙伽羅」。秘書官と食事。▽18時35分　ザ・キャピトルホテル東急。「ザ・キャピトル　フィットネスクラブ」で運動。▽19時42分　官邸。▽20時37分　東アジアサミットにテレビ会議方式で出席。▽21時11分　東京・赤坂の衆院議員宿舎。 
2819,Yoshihide_Suga,11月22日,2020-11-23,▽11時25分　東京・赤坂の衆院議員宿舎発。31分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。「ザ・キャピトル　フィットネスクラブ」で運動。▽15時36分　東京・赤坂の衆院議員宿舎。▽18時　東京・紀尾井町のホテルニューオータニ。宴会場「ＡＫＥＢＯＮＯ」で秘書官と食事。打ち合わせ。▽19時56分　東京・赤坂の衆院議員宿舎。▽23時2分　官邸。22分　20カ国・地域（Ｇ20）首脳会議にテレビ会議方式で出席。49分　東京・赤坂の衆院議員宿舎。 
