date_est,year_month,year,month,day,year_month,yy_mm,yy_mmm,PM,haircut,walking,golf,massage,interview,air_force_one,date,activities
2020-11-17,202011.0,2020,11,17,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,No,No,11月17日,▽6時42分　東京・赤坂の衆院議員宿舎発。46分　官邸。敷地内を散歩。▽7時28分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で秘書官と食事。▽8時13分　官邸。21分　閣議。35分　坂本地方創生相。48分　田村厚労相、加藤官房長官、和泉補佐官、嶋田内閣府子ども・子育て本部統括官、矢野財務省主計局長、厚労省の迫井医政局長、渡辺子ども家庭局長、浜谷保険局長、伊原政策統括官、新原経産省経済産業政策局長。▽9時55分　秋葉外務次官。▽10時37分　北村国家安全保障局長、滝沢内閣情報官、横尾公安調査庁次長。43分　内閣情報官。▽11時　経産省の安藤次官、荒井総括審議官。22分　公明党の不妊治療等支援推進プロジェクトチームの伊佐進一座長らから提言書受け取り。竹内譲同党政調会長同席。32分　国家安全保障局長、和泉補佐官、外務省の次官、市川北米局長、防衛省の島田次官、岡防衛政策局長。▽12時1分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で秘書官と食事。▽13時4分　官邸。5分　鷲尾英一郎衆院議員。56分　和泉補佐官、金融庁の氷見野長官、中島総合政策局長。▽14時26分　藤井官房副長官補、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長。40分　ＡＰＥＣビジネス諮問委員会（ＡＢＡＣ）日本委員の林信秀みずほ銀行常任顧問ら。鈴木外務審議官、田中経産審議官同席。▽15時2分　国連世界食糧計画（ＷＦＰ）の焼家直絵日本事務所代表、国連ＷＦＰ議員連盟の高野光二郎会長、安藤宏基国連ＷＦＰ協会会長らの表敬。14分　武田総務相、谷脇総務審議官。33分　緊急事態舞台芸術ネットワーク代表世話人の吉田智誉樹劇団四季社長ら。▽16時46分　オーストラリアのモリソン首相を出迎え。記念撮影。47分　儀仗（ぎじょう）隊による栄誉礼、儀仗。56分　モリソン首相と首脳会談少人数会合。▽17時15分　モリソン首相と首脳会談全体会合。▽18時28分　署名式、共同記者発表。50分　菅首相主催の夕食会。▽19時58分　モリソン首相を見送り。▽20時44分　東京・赤坂の衆院議員宿舎。 
2020-11-18,202011.0,2020,11,18,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,No,No,11月18日,▽6時41分　東京・赤坂の衆院議員宿舎発。44分　官邸。敷地内を散歩。▽7時28分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で秘書官と食事。▽8時46分　衆院第2議員会館。▽9時9分　官邸。48分　小泉環境相。▽10時59分　平石朗全国老人福祉施設協議会会長、東憲太郎全国老人保健施設協会会長ら。園田修光参院議員同席。▽11時16分　仲井真弘多元沖縄県知事。41分　東京・永田町のザ・キャピトルホテル東急。日本料理店「水簾」で柿崎補佐官と食事。▽12時54分　東京・丸の内の東京国際フォーラム。▽13時1分　商工会法施行60周年記念式典に出席。あいさつ。26分　官邸。▽14時9分　バーガー米海兵隊総司令官の表敬。30分　全国高速道路建設協議会会長の村井嘉浩宮城県知事、副会長の鈴木英敬三重県知事、浜田省司高知県知事。衛藤征士郎高速道路建設推進議員連盟会長同席。43分　日本歯科医師連盟の高橋英登会長、村上恵一副会長ら。山田宏参院議員同席。▽15時5分　秋本真利衆院議員。16分　矢野財務省主計局長。▽16時5分　秋田県の佐竹敬久知事、加藤鉱一県議会議長、金田勝年県連会長ら。45分　北村国家安全保障局長、滝沢内閣情報官、山田外務省総合外交政策局長、防衛省の岡防衛政策局長、山崎統合幕僚長。56分　国家安全保障局長、外務省総合外交政策局長、防衛省の防衛政策局長、統合幕僚長。▽17時3分　国家安全保障局長。32分　未来を拓くパートナーシップ構築推進会議。▽18時10分　田村厚労相、加藤官房長官、西村経財相、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、樽見厚労次官。▽19時29分　東京・紀尾井町のホテルニューオータニ。日本料理店「ＫＡＴＯ’Ｓ　ＤＩＮＩＮＧ＆ＢＡＲ」で秘書官と食事。▽20時43分　東京・赤坂の衆院議員宿舎。 
2020-11-19,202011.0,2020,11,19,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,YES!,No,11月19日,▽6時41分　東京・赤坂の衆院議員宿舎発。45分　官邸。敷地内を散歩。▽7時27分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で金丸恭文フューチャー会長兼社長と会食。▽8時18分　官邸。34分　政務官会議の出席者と写真撮影。▽9時11分　報道各社のインタビュー。16分　ザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」でジャーナリストの田原総一朗氏と懇談。58分　東京・紀尾井町のホテルニューオータニ。宴会場「芙蓉の間」で党東京都連の会合に出席し、あいさつ。都議選立候補予定者と写真撮影。▽10時32分　官邸。57分　世界気候サミットなどに向けたビデオメッセージ収録。▽11時28分　党母子寡婦福祉対策議員連盟の永岡桂子会長ら。▽12時21分　山口那津男公明党代表と昼食。▽13時10分　国会。11分　衆院本会議。39分　官邸。59分　坂井、岡田両官房副長官、北村国家安全保障局長、和泉補佐官、鈴木外務審議官、岡村財務官、福島厚労省医務技監、田中経産審議官、近藤環境省地球環境審議官。▽14時23分　枝元農水次官。35分　世耕参院幹事長。▽16時3分　堀憲郎日本歯科医師会会長。52分　坂本少子化相、嶋田内閣府子ども・子育て本部統括官、矢野主計局長、厚労省の渡辺子ども家庭局長、伊原政策統括官。▽17時16分　田村厚労相、西村経財相、藤井官房副長官補、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、医務技監。52分　国家安全保障会議。▽18時43分　ザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で三谷英弘、木村哲也両衆院議員と会食。▽20時9分　衆院第2議員会館。36分　東京・赤坂の衆院議員宿舎。 
2020-11-20,202011.0,2020,11,20,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,No,No,11月20日,▽6時44分　東京・赤坂の衆院議員宿舎発。47分　官邸。敷地内を散歩。▽7時29分　岡田官房副長官。▽8時21分　閣議。37分　農林水産物・食品の輸出拡大のための輸入国規制への対応等に関する関係閣僚会議。▽9時48分　国会。▽10時1分　参院本会議。▽11時59分　東京・紀尾井町のホテルニューオータニ。中国料理店「大観苑」で安慶田光男沖縄経済懇談会代表理事、平良朝敬かりゆしグループオーナーらと会食。▽12時45分　官邸。▽14時5分　加藤官房長官、西村経財相。31分　井上科技相、和泉補佐官、葛西宇宙政策委員会委員長、松尾内閣府宇宙開発戦略推進事務局長。45分　笹川尭全日本空手道連盟会長。竹下党空手道推進議員連盟幹事長ら同席。▽15時5分　麻生財務相、財務省の太田次官、矢野主計局長。23分　財務相。▽16時　ニュージーランドのアーダーン首相と電話。18分　和泉補佐官、森外務審議官。▽17時4分　滝沢内閣情報官。30分　田村厚労相、官房長官、経財相、藤井官房副長官補、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、福島医務技監。51分　厚労相、官房長官、経財相。▽18時　全国都道府県知事会議。▽19時10分　ホテルニューオータニ。会員制クラブ「ガーデンコートクラブ」で小此木国家公安委員長らと会食。▽20時17分　衆院第2議員会館。37分　官邸。▽21時51分　アジア太平洋経済協力会議（ＡＰＥＣ）首脳会議にテレビ会議方式で出席。▽22時32分　東京・赤坂の衆院議員宿舎。 
2020-11-21,202011.0,2020,11,21,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,No,No,No,YES!,No,11月21日,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽12時20分　衆院議員宿舎発。23分　官邸。37分　赤羽国交相。59分　加藤官房長官、西村経財相加わる。▽13時21分　田村厚労相加わる。50分　国交相、官房長官。▽15時26分　厚労相、国交相。43分　経財相加わる。▽16時4分　新型コロナウイルス感染症の政府対策本部。▽17時18分　報道各社のインタビュー。▽18時4分　東京・赤坂のＡＮＡインターコンチネンタルホテル東京。中国料理店「花梨」で秘書官と食事。▽19時19分　官邸。▽22時　20カ国・地域（Ｇ20）首脳会議にテレビ会議方式で出席。▽23時3分　東京・赤坂の衆院議員宿舎。 
2020-11-22,202011.0,2020,11,22,202011.0,2020-11,2020-Nov,Yoshihide_Suga,YES!,No,No,No,No,No,11月22日,▽11時25分　東京・赤坂の衆院議員宿舎発。31分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。「ザ・キャピトル　フィットネスクラブ」で運動。▽15時36分　東京・赤坂の衆院議員宿舎。▽18時　東京・紀尾井町のホテルニューオータニ。宴会場「ＡＫＥＢＯＮＯ」で秘書官と食事。打ち合わせ。▽19時56分　東京・赤坂の衆院議員宿舎。▽23時2分　官邸。22分　20カ国・地域（Ｇ20）首脳会議にテレビ会議方式で出席。49分　東京・赤坂の衆院議員宿舎。 
2020-11-23,202011.0,2020,11,23,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,No,No,No,No,No,11月23日,▽8時51分　東京・赤坂の衆院議員宿舎発。59分　東京・二番町の住友不動産麹町ビル。「Ｇ1経営者会議」に出席し、講演、討論。▽10時10分　衆院第2議員会館。▽12時3分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で秘書官と食事。52分　党本部。関東8都県の党都県連役員とテレビ電話で意見交換。▽14時47分　衆院第2議員会館。▽15時19分　東京・赤坂の衆院議員宿舎。▽17時33分　皇居。新嘗祭神嘉殿の儀に参列。▽20時9分　東京・赤坂の衆院議員宿舎。 
2020-11-24,202011.0,2020,11,24,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,No,No,11月24日,▽6時39分　東京・赤坂の衆院議員宿舎発。43分　官邸。敷地内を散歩。▽7時26分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で鈴木修スズキ会長、大岡敏孝衆院議員と会食。▽8時12分　官邸。22分　閣議。35分　茂木外相。48分　田村厚労相、赤羽国交相、加藤官房長官、西村経財相。51分　藤井官房副長官補、吉田新型コロナウイルス感染症対策推進室長加わる。▽10時51分　北村国家安全保障局長。▽11時18分　党神奈川県連の土井隆典幹事長ら。坂井官房副長官、島村大参院議員同席。29分　経財相、内閣府の山崎次官、田和内閣府審議官、林、籠宮両政策統括官。41分　経財相。▽14時　新田八朗富山県知事。野上農相、山口選対委員長ら同席。10分　選対委員長。13分　平井デジタル相、藤井副長官補。22分　デジタル相。30分　公明党の竹内譲政調会長らから2020年度第3次補正予算についての提言書受け取り。47分　中谷元・党中央政治大学院長。58分　小池百合子東京都知事。▽16時25分　梶山経産相、経産省の安藤次官、荒井総括審議官。48分　国家安全保障局長、滝沢内閣情報官。54分　内閣情報官。▽17時17分　全世代型社会保障検討会議。▽18時21分　厚労相、国交相、官房長官、経財相、藤井副長官補、新型コロナウイルス感染症対策推進室長。▽20時1分　東京・赤坂の衆院議員宿舎。 
2020-11-25,202011.0,2020,11,25,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,No,No,No,No,No,11月25日,▽5時52分　東京・赤坂の衆院議員宿舎発。56分　官邸。▽6時　坂井官房副長官。21分　岡田官房副長官加わる。▽8時45分　国会。▽9時9分　衆院予算委員会。▽12時21分　官邸。22分　苅田知英中国経済連合会会長らと写真撮影。49分　国会。▽13時18分　参院予算委員会。▽16時32分　官邸。▽17時2分　中国の王毅国務委員兼外相の表敬。27分　月例経済報告関係閣僚会議。▽18時36分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で城内実、石川昭政両衆院議員と会食。▽19時49分　衆院第2議員会館。▽20時14分　東京・赤坂の衆院議員宿舎。 
2020-11-26,202011.0,2020,11,26,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,YES!,No,11月26日,▽6時41分　東京・赤坂の衆院議員宿舎発。43分　官邸。敷地内を散歩。▽7時27分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で政治ジャーナリストの田崎史郎氏と会食。▽8時29分　衆院第2議員会館。▽9時3分　官邸。▽10時　党女性活躍推進特別委員会の森雅子委員長らから提言書受け取り。7分　麻生財務相、氷見野金融庁長官。16分　財務相。30分　党名古屋市会議員団の渡辺義郎団長ら。熊田裕通、工藤彰三両衆院議員同席。47分　石川拉致問題対策本部事務局長。▽11時2分　田村厚労相、和泉補佐官、厚労省の坂口雇用環境・均等局長、渡辺子ども家庭局長、浜谷保険局長、伊原政策統括官。20分　鈴木宗男日本維新の会参院議員。58分　東京・紀尾井町のホテルニューオータニ。全国町村長大会に出席し、あいさつ。▽12時23分　官邸。▽13時43分　茂木外相。▽14時10分　財務相、財務省の太田次官、矢野主計局長、大鹿理財局長。29分　財務相。52分　梶村充党横浜市議。▽15時10分　全国商工会連合会の森義久会長ら。宮本周司参院議員同席。▽16時35分　サウジアラビアのムハンマド・ビン・サルマン皇太子と電話。▽17時3分　厚労相、赤羽国交相、加藤官房長官、西村経財相、藤井官房副長官補、吉田新型コロナウイルス感染症対策推進室長。▽18時44分　報道各社のインタビュー。50分　ザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽20時2分　衆院第2議員会館。29分　東京・赤坂の衆院議員宿舎。 
2020-11-27,202011.0,2020,11,27,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,No,No,11月27日,▽6時42分　東京・赤坂の衆院議員宿舎発。45分　官邸。敷地内を散歩。▽7時28分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で佐藤総務会長、園田修光参院議員、柿崎補佐官と会食。▽8時19分　官邸。25分　閣議。41分　武田総務相、谷脇総務審議官。▽10時　藤井官房副長官補。19分　農水省の枝元次官、太田食料産業局長。35分　竹本直一前科技相。49分　北村国家安全保障局長、滝沢内閣情報官、山田外務省総合外交政策局長、防衛省の岡防衛政策局長、山崎統合幕僚長。58分　国家安全保障局長。▽11時22分　加藤官房長官、和泉補佐官、新原経産省経済産業政策局長。38分　和泉補佐官、内閣府の山崎次官、田和内閣府審議官、林、井上両政策統括官。57分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で山崎周二全国農業協同組合連合会（ＪＡ全農）代表理事理事長と会食。▽12時59分　官邸。▽14時　島田防衛次官。10分　党の「出入国在留管理業務の適正運用を支援する議員連盟」の柴山昌彦会長らから要望書受け取り。21分　党外国人労働者等特別委員会の片山さつき委員長らから提言書受け取り。30分　北岡伸一国際協力機構（ＪＩＣＡ）理事長。43分　棚橋党行政改革推進本部長。▽15時5分　赤羽国交相、官房長官、西村経財相、藤井副長官補、吉田新型コロナウイルス感染症対策推進室長。15分　全国旅館ホテル生活衛生同業組合連合会の鈴木治彦青年部長ら。武井俊輔衆院議員同席。24分　秋葉外務次官。▽16時　山本一太群馬県知事。12分　阿達補佐官。32分　澤田純ＮＴＴ社長、井伊基之ＮＴＴドコモ次期社長。43分　内閣情報官。52分　河野規制改革相。▽17時15分　経済財政諮問会議。▽18時22分　新型コロナウイルス感染症の政府対策本部。53分　「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。日本料理店「山里」で元プロ野球選手の江本孟紀、小早川毅彦両氏らと会食。▽20時46分　衆院第2議員会館。▽21時17分　東京・赤坂の衆院議員宿舎。 
2020-11-28,202011.0,2020,11,28,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,No,No,YES!,No,No,11月28日,▽9時22分　東京・赤坂の衆院議員宿舎発。25分　官邸。46分　陸上自衛隊ヘリコプターで埼玉県狭山市の航空自衛隊入間基地。木原補佐官同行。59分　航空観閲式に出席。訓示。▽10時40分　空自中部航空方面隊司令部から状況報告。岸防衛相、防衛省の島田次官、芹沢官房長、山崎統合幕僚長、井筒航空幕僚長ら同席。▽11時　防衛相、防衛省航空幕僚長。5分　オペレーションセンターや戦闘機などを視察。▽12時18分　同基地内の空輸ターミナルで防衛相、防衛省の次官、官房長、統合幕僚長、航空幕僚長らと会食。▽13時18分　陸自ヘリで官邸屋上ヘリポート。▽14時1分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で経済ジャーナリストの財部誠一氏と懇談。58分　東京・九段北の「グローバル治療院　Ｔｈｅ　Ｃｌａｓｓ九段」。マッサージなど。▽17時26分　東京・赤坂の衆院議員宿舎。 
2020-11-29,202011.0,2020,11,29,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,No,No,No,No,No,11月29日,▽10時34分　東京・赤坂の衆院議員宿舎発。41分　国会。▽11時2分　議会開設130年記念式典。35分　衆院第2議員会館。38分　加藤官房長官。57分　東京・赤坂の衆院議員宿舎。▽12時59分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で新浪剛史サントリーホールディングス社長と会食。▽14時　岸博幸慶大大学院教授。▽15時　吉田正紀双日米国副社長、市川外務省北米局長。▽16時　リチャード・クー野村総合研究所主席研究員ら。▽17時　中国料理店「星ケ岡」で秘書官と食事。▽19時26分　東京・赤坂の衆院議員宿舎。 
2020-11-30,202011.0,2020,11,30,202011.0,2020-11,2020-Nov,Yoshihide_Suga,No,YES!,No,No,No,No,11月30日,▽6時43分　東京・赤坂の衆院議員宿舎発。46分　官邸。敷地内を散歩。▽7時28分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で反町理フジテレビ報道局解説委員長と会食。▽8時40分　官邸。45分　岡田官房副長官。▽10時45分　党地方創生実行統合本部の河村建夫本部長、山口俊一本部長代行、片山さつき顧問。▽11時12分　経済協力開発機構（ＯＥＣＤ）条約署名60周年記念式典などに向けたビデオメッセージ収録。30分　梶山経産相、和泉補佐官、経産省の安藤次官、荒井総括審議官、飯田資源エネルギー庁次長。50分　下村政調会長らから提言書受け取り。▽12時50分　国会。▽13時1分　参院本会議。▽15時24分　衆院第2議員会館。45分　官邸。▽16時22分　中井環境次官。56分　国会。59分　党役員会。▽17時15分　官邸。41分　農林水産物・食品の輸出拡大のための輸入国規制への対応等に関する関係閣僚会議。▽18時56分　東京・紀尾井町のホテルニューオータニ。宴会場「ＬＡＰＩＳ　Ｌ」で秘書官と食事。打ち合わせ。▽20時36分　東京・赤坂の衆院議員宿舎。 
2020-12-01,202012.0,2020,12,1,202012.0,2020-12,2020-Dec,Yoshihide_Suga,No,YES!,No,No,YES!,No,12月1日,▽6時41分　東京・赤坂の衆院議員宿舎発。44分　官邸。敷地内を散歩。▽7時28分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で日本ガス協会の広瀬道明会長らと会食。▽8時16分　官邸。26分　閣議。38分　武田総務相。▽9時55分　衆院第2議員会館。▽10時9分　官邸。▽11時2分　財務省の太田次官、矢野主計局長。55分　日本医師会の中川俊男会長、今村聡副会長と会食。▽14時　石垣雅敏北海道根室市長ら「北方領土返還要求中央アピール行動」参加者の表敬。16分　北村国家安全保障局長、和泉補佐官、秋葉外務次官。26分　塩谷党人工知能未来社会経済戦略本部長らから決議書受け取り。45分　和泉補佐官、嶋田内閣府子ども・子育て本部統括官、厚労省の坂口雇用環境・均等局長、渡辺子ども家庭局長、伊原政策統括官。57分　末松信介参院議員、久野義博全国介護事業者政治連盟会長ら。▽15時54分　氷見野金融庁長官。▽16時6分　橋本五輪相、藤井官房副長官補、和泉補佐官、平田竹男東京五輪・パラリンピック推進本部事務局長。20分　国家安全保障局長、滝沢内閣情報官、防衛省の岡防衛政策局長、納冨情報本部長。28分　内閣情報官。37分　河村党宇宙・海洋開発特別委員会委員長ら。▽17時10分　成長戦略会議。▽18時27分　小池百合子東京都知事。56分　報道各社のインタビュー。▽19時2分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽20時16分　衆院第2議員会館。35分　東京・赤坂の衆院議員宿舎。 
2020-12-02,202012.0,2020,12,2,202012.0,2020-12,2020-Dec,Yoshihide_Suga,No,YES!,No,No,No,No,12月2日,▽6時41分　東京・赤坂の衆院議員宿舎発。44分　官邸。敷地内を散歩。▽7時30分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で秘書官と食事。▽8時21分　官邸。43分　ローレンス・フィンク米ブラックロック最高経営責任者（ＣＥＯ）とウェブ会議。氷見野金融庁長官同席。▽11時30分　山口選対委員長。▽12時　村井参与と会食。▽14時30分　片山虎之助日本維新の会共同代表らから新型コロナウイルス対策に関する提言書受け取り。▽15時20分　麻生財務相、田村厚労相、加藤官房長官。▽16時　財務相、金融庁の長官、古沢企画市場局長。5分　財務相。30分　イスラエルのネタニヤフ首相と電話。▽17時　北村国家安全保障局長、山田外務省総合外交政策局長、防衛省の島田次官、山崎統合幕僚長。▽18時55分　東京・西麻布の焼肉店「叙々苑游玄亭西麻布本館」。牧原秀樹、武村展英両衆院議員と会食。▽19時35分　衆院第2議員会館。▽20時32分　東京・赤坂の衆院議員宿舎。 
2020-12-03,202012.0,2020,12,3,202012.0,2020-12,2020-Dec,Yoshihide_Suga,No,YES!,No,No,No,No,12月3日,▽6時41分　東京・赤坂の衆院議員宿舎発。44分　官邸。敷地内を散歩。▽7時27分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で山本朋広、黄川田仁志両衆院議員と会食。▽8時20分　官邸。30分　副大臣会議の出席者と写真撮影。▽11時5分　和泉補佐官、樽見厚労次官。58分　岡部参与、尾身茂新型コロナウイルス感染症対策分科会長、脇田隆字国立感染症研究所長と会食。▽15時7分　北村国家安全保障局長、滝崎官房副長官補、滝沢内閣情報官、山田外務省総合外交政策局長、山崎防衛省統合幕僚長。18分　西村経財相、藤井官房副長官補、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、内閣府の山崎次官、田和内閣府審議官、林、井上、籠宮各政策統括官。35分　経財相。▽16時6分　麻生財務相。11分　財務相、財務省の太田次官、矢野主計局長。46分　国家安全保障会議。▽17時30分　観光戦略実行推進会議。▽18時41分　東京・赤坂の日本料理店「松川」。谷内正太郎前国家安全保障局長らと懇談。▽19時5分　東京・東麻布の中国料理店「富麗華」。飯島参与、丹呉泰健元参与と会食。▽20時33分　東京・赤坂の衆院議員宿舎。 
2020-12-04,202012.0,2020,12,4,202012.0,2020-12,2020-Dec,Yoshihide_Suga,No,No,No,No,No,No,12月4日,▽6時54分　東京・赤坂の衆院議員宿舎発。56分　官邸。▽9時19分　太田財務次官。44分　総務省の黒田次官、稲岡自治税務局長。▽10時1分　閣議。18分　武田総務相。28分　西村経財相。36分　「不妊治療への支援拡充を目指す議員連盟」会長の甘利税調会長ら。50分　税調会長、住沢財務省主税局長。▽11時34分　北村国家安全保障局長、和泉補佐官、秋葉外務次官。▽12時15分　東京・赤坂の竹下ビル。同ビル内のそば店「赤坂　観世水」で渡辺美喜男リベラルタイム出版社代表取締役編集長、和里田聡松井証券社長と会食。42分　官邸。▽14時14分　「2050年カーボンニュートラル実現推進本部」本部長の二階幹事長ら。25分　幹事長、林幹事長代理、下村政調会長。54分　国会。57分　新藤政調会長代理。▽15時2分　衆院本会議。11分　衆院の大島、赤松正副議長、高木議院運営委員長、与野党各会派にあいさつ回り。森山国対委員長、高木陽介公明党国対委員長同行。29分　参院の山東、小川正副議長、水落議院運営委員長、与野党各会派にあいさつ回り。末松参院国対委員長、秋野公造公明党参院国対委員長同行。50分　官邸。▽18時　記者会見。59分　経済財政諮問会議。▽19時59分　東京・赤坂のＡＮＡインターコンチネンタルホテル東京。「ザ・ステーキハウス」で秘書官と食事。▽21時17分　東京・赤坂の衆院議員宿舎。 
2020-12-05,202012.0,2020,12,5,202012.0,2020-12,2020-Dec,Yoshihide_Suga,No,No,No,No,No,No,12月5日,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽12時27分　衆院議員宿舎発。33分　東京・紀尾井町のホテルニューオータニ。中国料理店「大観苑」で園田修光、島村大、柘植芳文各参院議員と会食。▽14時　宴会場「ＡＫＡＴＳＵＫＩ」で秘書官と打ち合わせ。▽15時35分　宴会場「ＳＴＥＬＬＡ2」で「不妊治療への支援拡充を目指す議員連盟」の和田政宗事務局長、杉山産婦人科の杉山力一理事長。▽16時30分　「ＡＫＡＴＳＵＫＩ」で水野弘道経産省参与。▽17時58分　東京・新橋の第一ホテル東京。焼鳥店「伊勢廣」で坂井官房副長官、熊谷参与と会食。▽19時4分　東京・赤坂の衆院議員宿舎。 
2020-12-06,202012.0,2020,12,6,202012.0,2020-12,2020-Dec,Yoshihide_Suga,No,No,No,No,No,No,12月6日,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽13時23分　衆院議員宿舎発。28分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。同ホテル内の歯科「ミヤタデンタルオフィス」で治療。▽15時48分　衆院第2議員会館。51分　厚労省の樽見次官、迫井医政局長。▽16時38分　東京・赤坂の衆院議員宿舎。 
2020-12-07,202012.0,2020,12,7,202012.0,2020-12,2020-Dec,Yoshihide_Suga,No,YES!,No,No,No,No,12月7日,▽6時44分　東京・赤坂の衆院議員宿舎発。47分　官邸。敷地内を散歩。▽7時26分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秋本真利、大串正樹両衆院議員と会食。▽8時38分　衆院第2議員会館。▽9時18分　官邸。▽11時13分　和泉補佐官、外務省の森アフリカ部長、植野国際協力局長、運輸安全委員会の佐藤雄二委員、城福健陽事務局長。▽12時9分　政府・与党連絡会議。33分　二階幹事長、林幹事長代理、森山国対委員長。▽14時　党行政改革推進本部の棚橋本部長、桜田本部長代理ら。25分　滝沢内閣情報官。43分　西村経財相、内閣府の山崎次官、田和内閣府審議官、林政策統括官。56分　経財相。▽16時46分　オランダのルッテ首相と電話。▽17時7分　阿達補佐官。20分　田村厚労相、経財相、藤井官房副長官補、和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、迫井医政局長。36分　厚労相、経財相。▽18時31分　東京・紀尾井町のホテル「ザ・プリンスギャラリー東京紀尾井町」。レストラン「ＷＡＳＨＯＫＵ　蒼天　ＳＯＵＴＥＮ」で西村明宏衆院議員、山田佳臣ＪＲ東海相談役と会食。▽20時9分　衆院第2議員会館。▽21時1分　東京・赤坂の衆院議員宿舎。 
