,PM,date,publish_date,activities
1258,Shinzo_Abe,7月4日,2016-07-05,▽9時6分　富ケ谷の私邸発。▽9時39分　羽田空港で石原経済再生相。▽10時5分　日本航空663便で同空港発。▽11時18分　大分空港着。▽12時20分　大分市のショッピングセンター「トキハわさだタウン」で練り歩き。続いて同所前で街頭演説。▽13時52分　大分県由布市の道の駅「ゆふいん」で衛藤征士郎衆院議員。▽14時58分　日田市の市民文化会館「パトリア日田」前で街頭演説。▽16時51分　杵築市のＪＡおおいた杵築柑橘選果場前で街頭演説。▽17時52分　大分空港で茂木選対委員長。▽18時30分　全日空800便で同空港発。▽19時44分　羽田空港着。▽20時21分　党本部でサッカー日本代表の本田圭佑選手。▽21時15分　官邸でレンツィ伊首相と電話協議。この後報道各社のインタビュー。▽21時53分　私邸着。 
1261,Shinzo_Abe,7月7日,2016-07-08,▽9時5分　富ケ谷の私邸発。▽9時40分　やまびこ45号でＪＲ東京駅発。この後、車内でＮＨＫのインタビュー。▽10時58分　ＪＲ郡山駅着。▽12時15分　福島県喜多方市の押切川公園スポーツ広場で街頭演説。▽12時54分　ラーメン店「満古登食堂」。▽14時27分　田村市の商業施設「メガステージ田村」前で街頭演説。▽15時36分　二本松市の大隣寺で二本松少年隊の墓に献花。▽15時49分　本町通りで練り歩き。この後、街頭演説。▽16時51分　福島市の商業施設「ＡＸＣ」前で街頭演説。続いて練り歩き。▽17時28分　ＪＲ福島駅のギョーザ店「餃子の照井　福島駅東口店」。▽18時17分　やまびこ154号で同駅発。▽19時47分　ＪＲ東京駅着。▽20時7分　私邸着。 
1263,Shinzo_Abe,7月9日,2016-07-10,▽9時55分　富ケ谷の私邸発。▽10時9分　党本部でインターネット動画の収録。▽10時56分　巣鴨の巣鴨地蔵通り商店街を練り歩き。続いて高岩寺を参拝。この後、街頭演説。▽12時4分　大山町のハッピーロード大山商店街で練り歩き。続いて街頭演説。この後、報道各社のインタビュー。▽13時16分　中野の複合施設「中野サンプラザ」内のレストラン「121ダイニング」。▽13時32分　中野サンモール商店街で練り歩き。この後、ＪＲ中野駅前で街頭演説。▽14時41分　北青山の表参道で練り歩き。続いて街頭演説。▽15時38分　豊町の戸越銀座商店街で練り歩き。この後、街頭演説。▽17時1分　浅草の浅草神社を参拝。▽17時13分　浅草寺を参拝。この後、練り歩き。続いて雷門前で街頭演説。▽18時27分　押上の商業施設「東京ソラマチ」前で街頭演説。この後、同施設内を練り歩き。▽19時29分　ＪＲ秋葉原駅前で街頭演説。▽20時26分　ザ・キャピトルホテル東急のレストラン「ＯＲＩＧＡＭＩ」で秘書官。▽22時14分　私邸着。 
1268,Shinzo_Abe,7月14日,2016-07-15,（日本時間）▽10時16分　富ケ谷の私邸発。▽10時51分　羽田空港で報道各社のインタビュー。この後、アジア欧州会議（ＡＳＥＭ）首脳会議出席のため政府専用機で同空港発。（現地時間）　午後　モンゴル・ウランバートルのチンギスハン国際空港着。チンギスハン広場で歓迎式典。政府庁舎でエルベグドルジ大統領。共同記者発表。エルデネバト首相。モンゴル国民大会議のエンフボルド議長。　夜　迎賓館で大統領主催の夕食会。ホテル「ケンピンスキーホテルハーンパレス」に宿泊。 
1269,Shinzo_Abe,7月15日,2016-07-16,（現地時間）　午前　モンゴル・ウランバートルのシャングリラ・ホテルでエルベグドルジ大統領。ロシアのメドベージェフ首相、エロー仏外相ら。アジア欧州会議（ＡＳＥＭ）首脳会合開会式。企業関係者らとのセッション。全体会合。スピーチ。メルケル独首相。日本大使公邸で報道各社のインタビュー。バングラデシュのハシナ首相。　午後　シャングリラ・ホテルで中国の李克強首相。ＡＳＥＭ首脳と写真撮影。李首相。欧州連合（ＥＵ）のトゥスク大統領、ユンケル欧州委員長。共同記者発表。チンギス・フレーでモンゴルの祭典「ナーダム」を観賞。ベトナムのフック首相。フィリピンのヤサイ外相。エルベグドルジ大統領主催夕食会。韓国の朴槿恵大統領。ホテル「ケンピンスキーホテルハーンパレス」に宿泊。 
1270,Shinzo_Abe,7月16日,2016-07-17,（現地時間）　午前　宿泊先のモンゴル・ウランバートルのホテル「ケンピンスキーホテルハーンパレス」で報道各社のインタビュー。アジア欧州会議（ＡＳＥＭ）ヴィレッジで各国首脳らと写真撮影。ＡＳＥＭ首脳会合。カンボジアのフン・セン首相。　午後　政府専用機でチンギスハン国際空港発。（日本時間）▽19時27分　羽田空港着。▽20時8分　皇居で帰国の記帳。▽20時23分　官邸着。▽20時59分　菅官房長官、谷内国家安全保障局長、北村情報官。▽22時8分　富ケ谷の私邸着。 
1287,Shinzo_Abe,8月2日,2016-08-03,▽8時38分　富ケ谷の私邸発。▽9時1分　官邸で政府与党政策懇談会。続いて稲田政調会長。▽10時2分　閣議。▽11時22分　外務省の杉山次官、鈴木国際情報統括官。▽13時36分　萩生田官房副長官。▽13時56分　南青山の青山葬儀所でバングラデシュの飲食店襲撃テロ事件の合同追悼式。▽14時44分　官邸で報道各社のインタビュー。▽15時5分　沖縄、北海道の小中学生による「豆記者団」。▽16時1分　臨時閣議。続いて麻生財務相。▽17時24分　谷内国家安全保障局長、北村情報官、沖田警察庁警備局長。情報官が残る。▽18時58分　衛藤補佐官。▽20時25分　私邸着。 
1288,Shinzo_Abe,8月3日,2016-08-04,▽8時47分　富ケ谷の私邸発。▽9時16分　党本部で二階総務会長ら。▽9時33分　臨時総務会。続いて党役員と写真撮影。▽10時32分　役員会。▽11時13分　官邸で報道各社のインタビュー。この後、国家安全保障会議。▽12時31分　林経産相。続いて森山農相。この後、中谷防衛相。入れ替わりに高木復興相。続いて河野行革相。▽13時32分　臨時閣議。この後、退任閣僚ら。▽14時17分　山口公明党代表。菅官房長官、二階幹事長、井上公明党幹事長が同席。▽14時35分　組閣本部設置。この後、新閣僚の呼び込み。▽16時10分　皇居で内奏。続いて新閣僚認証式。▽18時30分　官邸で記者会見。▽19時4分　閣僚に補職辞令交付。この後、初閣議。▽19時51分　閣僚と記念撮影。▽20時46分　私邸着。 
1293,Shinzo_Abe,8月8日,2016-08-09,▽9時22分　官邸で谷内国家安全保障局長、北村情報官、石兼外務省総合外交政策局長。続いて太田前国交相。この後、木沢、山浦新旧最高裁判事。▽10時9分　閣議。続いて復興推進会議。この後、宇宙開発戦略本部。▽10時53分　麻生財務相、財務省の佐藤次官、浅川財務官、福田主計局長。財務相が残る。続いて石原経済再生相、内閣府の西川次官、羽深審議官、新原、田和両政策統括官。▽11時54分　一宮人事院総裁。山本国家公務員制度相、萩生田内閣人事局長、菅官房長官が同席。続いて政府・与党連絡会議。この後、山口公明党代表。▽12時35分　稲田防衛相。続いて世耕経産相。▽13時26分　茂木政調会長。この後、国家安全保障局長、情報官、総合外交政策局長、防衛省の前田防衛政策局長、河野統合幕僚長。▽14時38分　外務省の杉山次官、秋葉外務審議官。入れ替わりに衛藤補佐官。▽15時24分　報道各社のインタビュー。この後、経済財政諮問会議。続いて情報官、防衛省の防衛政策局長、宮川情報本部長。情報官が残る。▽16時54分　二階幹事長、尾崎高知県知事ら。▽17時6分　国家安全保障局長、外務次官。入れ替わりに総合外交政策局長、防衛省の防衛政策局長、統合幕僚長。続いて国家安全保障局長、外務次官、外務審議官。▽18時49分　紀尾井町の「紀尾井倶楽部」で今井経団連名誉会長、秘書官ら。▽21時34分　私邸着。 
1297,Shinzo_Abe,8月12日,2016-08-13,▽9時36分　富ケ谷の私邸発。▽10時52分　全日空693便で羽田空港発。▽11時55分　山口宇部空港着。▽12時6分　山口県宇部市の飲食店「カレーハウス　ニューオックス」で秘書官ら。▽13時21分　美祢市の元秘書宅などを弔問。▽14時18分　長門市の支援者宅などを弔問。▽14時57分　「みすゞ通り」で金子みすゞブロンズ像の見学。この後、報道各社のインタビュー。続いて練り歩き。▽15時58分　市役所で大西長門市長。▽16時31分　飯山八幡宮を参拝。▽17時7分　陶芸作家の坂倉新兵衛氏らの工房。▽18時9分　旅館「大谷山荘」で昭恵夫人、長門市長、地元後援会関係者ら。同旅館に宿泊。 
1298,Shinzo_Abe,8月13日,2016-08-14,▽8時54分　宿泊先の山口県長門市の旅館「大谷山荘」発。昭恵夫人が同行。▽9時10分　支援者宅を弔問。▽9時40分　安倍家の墓で父・晋太郎元外相の墓参り。この後、報道各社のインタビュー。▽11時30分　下関市の後援会関係者宅を弔問。▽12時3分　自宅で後援会の会合。▽13時57分　後援会関係者宅などを弔問。▽15時43分　下関典礼会館で後援会関係者の法要。▽16時9分　武久病院で支援者の見舞い。▽16時33分　支援者宅などを弔問。▽17時20分　自宅着。▽18時37分　やまぎん史料館で福田浩一山口銀行会長。▽19時17分　関門海峡花火大会であいさつ。観賞。▽20時29分　忌宮（いみのみや）神社で数方庭祭（すほうていさい）。あいさつ。▽21時5分　複合施設「ウズハウス」で昭恵夫人。▽21時35分　鶏料理店「金鶏」で後援会関係者ら。▽22時52分　自宅着。 
1305,Shinzo_Abe,8月20日,2016-08-21,　午前中は富ケ谷の私邸で過ごす。▽18時14分　羽田空港で報道各社のインタビュー。この後、リオデジャネイロ五輪閉会式出席のため政府専用機で同空港発。 
1307,Shinzo_Abe,8月21日・22日,2016-08-23,（現地時間）〈21日〉　午後　ブラジル・リオデジャネイロのウィンザー・フロリダ・ホテルでリオデジャネイロ在住の日系人ら。マラカナン競技場でリオ五輪閉会式。同ホテルで報道各社のインタビュー。〈22日〉　午前　政府専用機でガレオン空軍基地発。 
1309,Shinzo_Abe,8月24日,2016-08-25,▽8時51分　富ケ谷の私邸発。▽9時6分　官邸で報道各社のインタビュー。続いて西村危機管理監、谷内国家安全保障局長、北村情報官、前田防衛省防衛政策局長。▽9時23分　二階幹事長。菅官房長官が同席。入れ替わりに河井補佐官。続いて閣議。▽10時29分　国家安全保障局長、情報官、防衛省の防衛政策局長、河野統合幕僚長。▽10時56分　石原経済再生相、内閣府の西川次官、羽深審議官。続いて世耕経産相、菅原経産次官。この後、山本規制改革相、内閣府次官、内閣府審議官。▽11時45分　国家安全保障会議。経産相が同席。▽12時23分　衆院第1議員会館の歯科診療室。▽12時42分　官邸で山口公明党代表。▽13時10分　稲田防衛相。▽14時18分　国家安全保障局長、外務省の杉山次官、秋葉外務審議官。▽15時35分　別所国連大使、外務次官。この後、外務次官が残り、鈴木外務省国際情報統括官が加わる。▽15時51分　萩生田副長官、河井補佐官、外務審議官。▽16時12分　外務審議官、山田国際協力局長。この後、麻生財務相、財務省の佐藤次官、浅川財務官。▽17時4分　臨時閣議。続いて月例経済報告関係閣僚会議。この後、自民党の額賀、公明党の井上両東日本大震災復興加速化本部長。続いて岸田外相。▽18時14分　中国の王毅、韓国の尹炳世両外相。岸田外相が同席。この後、リオ五輪日本代表選手団。▽19時53分　私邸着。 
1310,Shinzo_Abe,8月25日,2016-08-26,▽9時16分　富ケ谷の私邸発。▽9時46分　羽田空港で報道各社のインタビュー。この後、アフリカ開発会議（ＴＩＣＡＤ）出席のため政府専用機で同空港発。岸田外相が同行。（現地時間）　午後　給油のためシンガポール国際空港着。　夕　シンガポール議会でナザン前大統領の弔問。　夜　ケニアに向け政府専用機で同空港発。 
1317,Shinzo_Abe,9月1日,2016-09-02,▽8時26分　官邸で総合防災訓練の緊急災害対策本部会議。この後、同訓練で鈴木三重県知事らとテレビ電話会議、臨時閣議、記者会見。▽10時8分　ＪＲさいたま新都心駅近くの「九都県市合同防災訓練」会場で、高速道路事故救出訓練、負傷者のトリアージ救命処置訓練を視察。▽10時42分　自動体外式除細動器（ＡＥＤ）取り扱い訓練に参加。▽11時25分　救出救護訓練を視察。閉会式であいさつ。続いて報道各社のインタビュー。▽13時27分　官邸で世耕経産相にロシア経済分野協力相の辞令交付。この後、北村情報官。▽14時44分　麻生財務相、財務省の佐藤次官、浅川財務官、星野主税局長。財務相、財務次官、財務官が残る。▽15時1分　サウジアラビアのムハンマド副皇太子。続いて文書交換式。▽16時6分　公邸で首相主催の夕食会。▽17時50分　官邸で主要7カ国（Ｇ7）下院議長。▽18時34分　パレスホテル東京の宴会場「山吹」で山崎学日本精神科病院協会会長ら。▽19時57分　大手町の読売新聞東京本社ビルで渡辺恒雄読売新聞グループ本社主筆ら。▽22時17分　富ケ谷の私邸着。 
1318,Shinzo_Abe,9月2日,2016-09-03,▽8時33分　富ケ谷の私邸発。▽8時48分　内閣府本府で働き方改革実現推進室の看板掛け、訓示。加藤働き方改革相が同席。▽9時12分　官邸で閣議。続いて谷内国家安全保障局長、原田日ロ関係担当政府代表、外務省の秋葉外務審議官、林欧州局長。この後、外務審議官、金杉外務省アジア大洋州局長、浅川財務官、真部防衛審議官。▽10時39分　外務審議官、財務官、松島農水審議官、防衛審議官ら。▽11時30分　石原経済再生相、ＴＰＰ政府対策本部の宮内国内調整総括官、大江首席交渉官。入れ替わりに茂木政調会長。▽12時47分　報道各社のインタビュー。▽13時43分　東方経済フォーラム出席のため政府専用機で羽田空港発。世耕ロシア経済分野協力相が同行。（現地時間）　午後　ロシアのウラジオストク国際空港着。極東連邦大学でプーチン大統領。夕食会。報道各社のインタビュー。同所に宿泊。 
1320,Shinzo_Abe,9月4日,2016-09-05,▽7時18分　富ケ谷の私邸発。▽7時51分　羽田空港で報道各社のインタビュー。この後、20カ国・地域（Ｇ20）首脳会議などに出席のため政府専用機で同空港発。（現地時間）　午前　中国・杭州の杭州蕭山国際空港着。　午後　ホテル「金渓山庄」でエジプトのシシ大統領。国際博覧会センターで中国の習近平国家主席による出迎え。写真撮影。Ｇ20首脳会議開会式。第1セッション。　夜　西子賓館で歓迎式典。写真撮影。夕食会。西湖で文化行事。シェラトン・ホテルに宿泊。 
1325,Shinzo_Abe,9月9日,2016-09-10,▽1時39分　富ケ谷の私邸着。▽10時23分　私邸発。▽10時37分　皇居で帰国の記帳。▽10時50分　官邸で報道各社のインタビュー。続いて西村危機管理監、谷内国家安全保障局長、北村情報官。▽11時2分　閣議。この後、国家安全保障会議。続いて政府税制調査会。▽12時2分　黒田日銀総裁。▽13時38分　オバマ米大統領と電話。▽14時12分　杉山外務次官。入れ替わりに古屋選対委員長。▽16時　下村幹事長代行、林幹事長代理。この後、山本農相、奥原農水次官。▽17時2分　石原経済再生相、柳瀬経産省経済産業政策局長。続いて国家戦略特区諮問会議。この後、情報官。▽18時39分　築地のスッポン料理店「六寛」でＪＲ東海の葛西敬之名誉会長、情報官。▽20時44分　公邸で韓国の朴槿恵大統領と電話。続いて報道各社のインタビュー。▽21時21分　私邸着。 
1329,Shinzo_Abe,9月14日,2016-09-15,▽8時13分　空自Ｕ4多用途支援機で羽田空港発。▽9時34分　帯広空港着。高橋はるみ北海道知事が出迎え。陸自ヘリで北海道内の台風の被災現場を上空から視察。▽10時31分　陸自帯広駐屯地着。▽11時8分　ＪＡ帯広かわにし別府事業所で農業関係者。▽12時6分　北海道中札内村の十勝農業改良普及センターで北海道知事。この後、報道各社のインタビュー。▽13時5分　空自Ｕ4多用途支援機で帯広空港発。▽14時31分　羽田空港着。▽15時　官邸着。▽19時6分　南麻布の日本料理店「有栖川清水」で葛西敬之ＪＲ東海名誉会長、古森重隆富士フイルムホールディングス会長ら。▽21時20分　富ケ谷の私邸着。 
1333,Shinzo_Abe,9月18日,2016-09-19,　午前中は富ケ谷の私邸で過ごす。▽17時29分　羽田空港で報道各社のインタビュー。▽17時51分　国連総会出席とキューバ訪問のため、昭恵夫人とともに政府専用機で同空港発。 
1353,Shinzo_Abe,10月8日,2016-10-09,▽9時9分　空自Ｕ4多用途支援機で羽田空港発。▽10時2分　花巻空港着。▽12時16分　岩手県岩泉町の道の駅「三田貝分校」で達増拓也同県知事。▽13時9分　高齢者グループホーム「楽ん楽ん」を視察。▽13時21分　岩泉乳業で工場を視察。▽13時44分　町民会館で避難所を視察。▽13時59分　町役場で岩手県知事ら。▽14時32分　報道各社のインタビュー。▽17時23分　空自Ｕ4多用途支援機で花巻空港発。▽18時17分　羽田空港着。▽19時10分　富ケ谷の私邸着。 
1358,Shinzo_Abe,10月14日,2016-10-15,▽8時15分　官邸で原子力防災会議。続いて閣議。この後、石兼外務省総合外交政策局長。▽9時35分　河井補佐官。入れ替わりに北村情報官、総合外交政策局長、前田防衛省防衛政策局長。▽10時33分　総合外交政策局長、防衛政策局長、武居防衛省海上幕僚長。▽11時3分　ふるさとづくり実践活動チーム。▽13時5分　上大崎のタイ大使館で故プミポン国王の弔問。続いて報道各社のインタビュー。▽13時27分　官邸で茂木政調会長。入れ替わりに米アップルのティム・クック最高経営責任者。菅官房長官が同席。▽14時7分　国家安全保障会議。▽15時15分　モンゴルのエルデネバト首相。続いて共同記者発表。▽16時17分　石原経済再生相、鶴保科技相、西川内閣府次官。この後、北岡伸一国際協力機構理事長、山田外務省国際協力局長。▽17時9分　谷内国家安全保障局長、情報官、木野村内閣衛星情報センター所長。情報官が残る。▽17時34分　経済財政諮問会議。▽18時29分　公邸で安倍首相主催のエルデネバト首相との夕食会。 
1374,Shinzo_Abe,10月30日,2016-10-31,▽6時51分　富ケ谷の私邸発。▽7時16分　はやて111号でＪＲ東京駅発。今村復興相が同行。▽9時20分　ＪＲくりこま高原駅着。▽10時27分　宮城県南三陸町で産業フェアを視察。村井宮城県知事らが出迎え。▽11時14分　三陸沿岸道路登米志津川道路志津川インターチェンジで開通式。▽11時34分　南三陸プラザ。▽12時52分　気仙沼市の水産加工会社「足利本店」を視察。菅原市長らが出迎え。▽13時37分　ＮＰＯ法人「ピースジャム」視察。住民と意見交換。続いて報道各社のインタビュー。▽15時24分　はやて370号でＪＲ一ノ関駅発。▽17時31分　ＪＲ東京駅着。▽17時54分　私邸着。 
1384,Shinzo_Abe,11月9日,2016-11-10,▽9時23分　官邸で石川拉致問題対策本部事務局長。▽9時53分　杉山外務次官。▽10時39分　日韓議連の額賀会長、河村幹事長。▽11時4分　横倉日本医師会会長ら。▽11時55分　神南のＮＨＫホールで町村議会議長全国大会。▽12時39分　官邸着。▽13時47分　北村新司千葉県八街市長ら。▽14時7分　北村情報官、石兼外務省総合外交政策局長、防衛省の前田防衛政策局長、住田統合幕僚副長。この後、ＡＰＥＣビジネス諮問委員会日本委員の大宮英明三菱重工業会長ら。▽15時　河井補佐官。続いて世耕経産相。▽15時39分　藤崎一郎日米協会会長。森外務省北米局長が同席。▽16時49分　ラング元仏文化相。宮田文化庁長官が同席。▽17時18分　国家戦略特区諮問会議。この後、石原経済再生相。▽18時1分　北米局長。続いて報道各社のインタビュー。▽20時30分　富ケ谷の私邸着。 
1387,Shinzo_Abe,11月12日,2016-11-13,▽8時44分　ＪＲ東京駅でインドのモディ首相。写真撮影。▽9時10分　モディ氏とともにのぞみ19号で同駅発。▽11時55分　ＪＲ新神戸駅着。▽12時8分　神戸市の兵庫県公館で井戸兵庫県知事。この後、兵庫県とインド西部グジャラート州の覚書署名式。続いて安倍首相主催の昼食会。▽13時47分　川崎重工業兵庫工場で金花芳則社長。モディ氏とともに製造中の新幹線を視察。▽14時18分　報道各社のインタビュー。この後、モディ氏を見送り。▽15時15分　のぞみ172号で新神戸駅発。▽18時3分　ＪＲ東京駅着。▽18時38分　富ケ谷の私邸着。 
1391,Shinzo_Abe,11月17日,2016-11-18,（日本時間）▽10時22分　富ケ谷の私邸発。▽10時52分　羽田空港で報道各社のインタビュー。この後、トランプ次期米大統領との会談、アジア太平洋経済協力会議（ＡＰＥＣ）など出席のため、昭恵夫人とともにニューヨークに向け政府専用機で同空港発。（現地時間）　午前　ニューヨークのケネディ国際空港着。 
1392,Shinzo_Abe,11月17日・18日,2016-11-19,（現地時間）〈17日〉　午前　ニューヨークのホテル「インターコンチネンタル・ニューヨーク・バークレイ」着。　午後　河井補佐官ら。　夕　トランプタワーでトランプ次期米大統領。　夜　同ホテルで報道各社のインタビュー。同ホテルに宿泊。〈18日〉　朝　アジア太平洋経済協力会議（ＡＰＥＣ）など出席のため、政府専用機でケネディ国際空港発。 
1394,Shinzo_Abe,11月19日・20日,2016-11-21,（現地時間）〈19日〉　午前　ペルー・リマの日本人ペルー移住百周年記念病院を視察。　昼　「リマ・コンベンションセンター」でカナダのトルドー首相と立ち話。ニュージーランドのキー首相と立ち話。環太平洋経済連携協定（ＴＰＰ）首脳会合。　午後　コロンビアのサントス大統領。アジア太平洋経済協力会議（ＡＰＥＣ）ビジネス諮問委員会との対話。　夕　スイスホテルでロシアのプーチン大統領。報道各社のインタビュー。　夜　レセルバ公園でＡＰＥＣ首脳との夕食会。同ホテルに宿泊。〈20日〉　午前　リマ・コンベンションセンターで地域・世界経済に関するセッション。 
1409,Shinzo_Abe,12月5日,2016-12-06,▽8時48分　富ケ谷の私邸発。▽9時7分　官邸で報道各社のインタビュー。この後、野上官房副長官。入れ替わりに岸田外相、谷内国家安全保障局長、原田日ロ関係担当政府代表、外務省の杉山次官、秋葉外務審議官、林欧州局長。▽11時24分　外務省の金杉アジア大洋州局長、斎木国際法局長、前田防衛省防衛政策局長。続いて山形県連の遠藤会長、金沢幹事長ら。▽12時2分　政府・与党連絡会議。この後、高市総務相。▽13時　参院ＴＰＰ特別委。▽16時40分　国会内で党役員会。▽17時1分　田畑裕明衆院議員夫妻。▽17時6分　官邸着。▽18時26分　教育再生実行会議。この後、報道各社のインタビュー。▽19時9分　銀座のステーキ店「銀座ひらやま」で高村副総裁、二階幹事長、河村建夫衆院議員ら。▽21時59分　私邸着。 
1414,Shinzo_Abe,12月10日,2016-12-11,▽7時16分　はやて111号でＪＲ東京駅発。今村復興相が同行。▽8時57分　ＪＲ仙台駅着。▽10時1分　福島県新地町のＪＲ新地駅でＪＲ常磐線の運転再開記念式典。内堀県知事、加藤町長、冨田哲郎ＪＲ東日本社長らが出迎え。▽11時6分　南相馬市の精密機器会社「タカワ精密」で渡辺隆光社長、高橋原町商工会議所会頭、桜井市長ら。▽12時10分　飯舘村の農園「いいたていちごランド」を視察。菅野村長が出迎え。▽12時49分　川俣町の納豆工場「カミノ製作所」を視察。古川町長が出迎え。▽13時16分　報道各社のインタビュー。▽13時41分　日本料理店「吟哉」。▽14時50分　ＪＲ福島駅で岡本福島復興再生総局事務局長。▽15時16分　やまびこ144号で同駅発。▽16時47分　ＪＲ東京駅着。▽17時13分　富ケ谷の私邸着。 
1415,Shinzo_Abe,12月11日・12日,2016-12-13,〈11日〉▽9時41分　富ケ谷の私邸発。▽9時57分　霞ケ丘町の新国立競技場建設予定地で丸川五輪相、小池東京都知事、遠藤前五輪相ら。▽10時2分　同競技場起工式。この後、建設予定地を視察。▽10時51分　私邸着。〈12日〉▽9時52分　官邸で杉山外務次官、秋葉外務審議官。▽11時4分　防衛省の黒江次官、前田防衛政策局長。▽11時30分　公邸で北方領土の元島民代表ら。▽12時37分　官邸着。▽12時53分　ホテルニューオータニの宴会場「鶴の間」で故奥野誠亮元法相合同お別れの会。▽14時17分　官邸で田中党国際局長、福井党国際局長代理。この後、人命救助に尽力した佐藤忠義さんらに感謝状授与。▽15時33分　谷内国家安全保障局長、北村情報官、石兼外務省総合外交政策局長、防衛省の前田防衛政策局長、河野統合幕僚長。▽16時1分　原田日ロ関係担当政府代表、外務省の次官、外務審議官、林欧州局長。入れ替わりに山本地方創生相。続いて五輪相、平田内閣官房参与。▽17時2分　国会内で党役員会。▽17時43分　官邸で国家戦略特区諮問会議。▽18時13分　国家安全保障局長、情報官。情報官が残る。この後、報道各社のインタビュー。▽18時34分　公邸で首相主催の「女性が輝く社会に向けた国際シンポジウム」参加者らとの夕食会。 
1416,Shinzo_Abe,12月13日,2016-12-14,▽7時57分　官邸で宇宙開発戦略本部。▽8時10分　新型インフルエンザなどの対策訓練。続いて閣議。この後、野上官房副長官。▽10時8分　参院厚労委。▽12時11分　官邸で女性が輝く先進企業表彰式。この後、麻生財務相、浅川財務官、外務省の石兼総合外交政策局長、山田国際協力局長。▽13時10分　杉山外務次官、秋葉外務審議官。▽15時2分　グランドプリンスホテル新高輪で国際女性会議。▽16時20分　官邸で北村情報官。▽17時6分　公邸でＮＨＫのインタビュー。▽17時38分　官邸で谷内国家安全保障局長、原田日ロ関係担当政府代表、外務次官、外務審議官、林外務省欧州局長。▽18時41分　ザ・リッツ・カールトン東京内のフランス料理店「アジュール　フォーティーファイブ」で太田前国交相、斉藤公明党幹事長代行ら。▽21時15分　富ケ谷の私邸着。 
1417,Shinzo_Abe,12月14日・15日,2016-12-15,〈14日〉▽8時53分　富ケ谷の私邸発。▽9時10分　官邸で報道各社のインタビュー。続いて二階幹事長。菅官房長官が同席。▽9時36分　塩崎厚労相、厚労省の蒲原老健局長、鈴木保険局長。入れ替わりに谷内国家安全保障局長、杉山外務次官。▽10時59分　石原経済再生相、柳瀬経産省経済産業政策局長。この後、経済再生相、内閣府の西川次官、羽深内閣府審議官、新原政策統括官。経済再生相が残る。▽11時18分　麻生財務相、財務省の佐藤次官、福田主計局長、星野主税局長。財務相、次官、主計局長が残る。財務相が残る。▽12時11分　国家安全保障会議。▽14時47分　まち・ひと・しごと創生会議。▽17時17分　岸田外相、国家安全保障局長、外務次官、秋葉外務審議官。▽19時4分　財務相。▽22時8分　衆院本会議。▽23時34分　国会内大臣室。〈15日〉▽0時5分　国会内で金田法相、厚労相ら。▽0時12分　衆院本会議。 
1418,Shinzo_Abe,12月15日,2016-12-16,▽1時13分　富ケ谷の私邸着。▽9時37分　羽田空港で報道各社のインタビュー。▽10時2分　政府専用機で同空港発。岸田外相、世耕ロシア経済分野協力相が同行。▽11時38分　山口宇部空港着。村岡山口県知事が出迎え。▽12時56分　長門市の旅館「大谷山荘」着。▽14時45分　安倍家の墓で父・晋太郎元外相の墓参り。▽15時8分　大谷山荘着。▽18時6分　ロシアのプーチン大統領を出迎え。昭恵夫人、高村副総裁らが同席。▽18時8分　大統領。▽21時21分　報道各社のインタビュー。▽21時34分　大統領とワーキングディナー。大谷山荘に宿泊。 
1420,Shinzo_Abe,12月17日,2016-12-18,▽11時41分　富ケ谷の私邸発。▽12時　ザ・プリンスギャラリー東京紀尾井町のレストラン「ＷＡＳＨＯＫＵ　蒼天」で長谷川補佐官、秘書官。▽13時20分　公邸でＮＨＫのインタビュー。▽14時5分　ロシアのタス通信のインタビュー。上月ロシア大使、林外務省欧州局長が同席。▽15時5分　日本テレビのインタビュー。 
1423,Shinzo_Abe,12月20日,2016-12-21,▽9時34分　党本部で役員会。▽10時9分　官邸で地方分権改革推進本部。この後、原子力災害対策本部会議。続いて閣議。この後、山本一太参院議員。▽11時22分　政府・与党政策懇談会。▽12時30分　帝国ホテルで内外情勢調査会全国懇談会。▽13時52分　官邸で西村総裁特別補佐。▽14時13分　河井補佐官。この後、山口新聞のインタビュー。▽15時10分　杉山外務次官。外務省の高橋参与、上村中東アフリカ局長が加わる。▽15時45分　外務省の秋葉外務審議官、森北米局長。▽16時30分　石川拉致問題対策本部事務局長。▽17時9分　北村情報官。入れ替わりに石原経済再生相、鶴保科技相、西川内閣府次官、羽深内閣府審議官ら。続いて尾身元科技相。▽18時3分　働き方改革実現会議。▽19時22分　京橋の日本料理店「京都つゆしゃぶＣＨＩＲＩＲＩ」で時事通信社の田崎史郎特別解説委員ら。▽21時54分　富ケ谷の私邸着。 
