,PM,date,publish_date,activities
1825,Shinzo_Abe,2月4日・5日,2018-02-06,〈4日〉▽10時57分　東京・富ケ谷の私邸発。▽11時4分　東京・宇田川町の映画館「渋谷シネパレス」。映画「〓八百」を鑑賞。▽13時12分　報道各社のインタビュー。22分　私邸。〈5日〉▽7時6分　私邸発。23分　官邸。24分　報道各社のインタビュー。30分　西村官房副長官。▽8時52分　国会。57分　衆院予算委員会。▽12時5分　官邸。56分　国会。59分　茂木経財相。▽13時　衆院予算委。▽17時2分　党役員会。30分　官邸。58分　菅官房長官、小野寺防衛相。▽18時11分　竹下総務会長。31分　公邸。宿泊。 
1829,Shinzo_Abe,2月9日,2018-02-10,（日本時間）▽8時7分　東京・富ケ谷の私邸発。20分　官邸。32分　閣議。▽9時49分　報道各社のインタビュー。▽10時10分　羽田空港。34分　平昌冬季五輪開会式出席などのため、政府専用機で韓国に向け出発。（現地時間）　午後　韓国北部・襄陽の襄陽国際空港。平昌の竜平リゾートで文在寅大統領と会談。報道各社のインタビュー。ペンス米副大統領と会談。文大統領、ペンス米副大統領と記念撮影。文大統領主催のレセプションに出席。北朝鮮の金永南最高人民会議常任委員長と立ち話。平昌五輪スタジアムで平昌冬季五輪開会式に出席。束草のホテル「ロッテリゾート束草」。報道各社のインタビュー。宿泊。 
1834,Shinzo_Abe,2月14日,2018-02-15,▽7時13分　公邸から官邸。30分　西村官房副長官。▽8時52分　国会。57分　衆院予算委員会。▽12時4分　官邸。56分　国会。▽13時　衆院予算委。▽17時10分　官邸。26分　太宰府天満宮「梅の使節」の西高辻信良宮司。▽18時2分　ノルウェーのソルベルグ首相を出迎え。記念撮影。3分　儀仗（ぎじょう）隊による栄誉礼、儀仗。10分　ソルベルグ首相と会談。▽19時5分　共同記者発表。15分　公邸。安倍首相主催の夕食会。▽20時45分　ソルベルグ首相を見送り。▽22時2分　トランプ米大統領と電話。▽23時34分　報道各社のインタビュー。宿泊。 
1837,Shinzo_Abe,2月17日,2018-02-18,　午前中は来客なく、公邸で過ごす。▽14時7分　公邸発。17分　東京・六本木のホテル「グランドハイアット東京」。「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時16分　東京・富ケ谷の私邸。17分　報道各社のインタビュー。▽21時29分　平昌冬季五輪フィギュアスケート男子で金メダルを獲得した羽生結弦選手を電話で祝福。 
1838,Shinzo_Abe,2月18日,2018-02-19,▽10時43分　東京・富ケ谷の私邸周辺を散歩。▽12時15分　報道各社のインタビュー。散歩の感想を問われ「気持ちよかった」。16分　私邸。 
1839,Shinzo_Abe,2月19日,2018-02-20,▽9時22分　東京・富ケ谷の私邸発。35分　官邸。36分　報道各社のインタビュー。50分　平昌冬季五輪スピードスケート女子500メートルで金メダルを獲得した小平奈緒選手を電話で祝福。▽10時23分　ミリー米陸軍参謀総長の表敬。▽11時7分　小野寺防衛相、前田防衛省防衛政策局長。57分　俳優の杉良太郎日・東南アジア諸国連合（ＡＳＥＡＮ）特別大使の表敬。▽14時13分　米議会「日本研究グループ」のデゲット下院議員らの表敬。40分　インドのビハール州のクマール首相。▽15時4分　茂木経財相、内閣府の河内次官、新原、田和両政策統括官。28分　経財相。43分　谷内国家安全保障局長、北村内閣情報官、防衛省の岡防衛政策局次長、大塚情報本部長。51分　内閣情報官。▽16時12分　河野外相。53分　国会。55分　京都府知事選立候補予定者に推薦証渡し。▽17時1分　党役員会。44分　官邸。46分　インドのパンダ下院議員ら同国議員団の表敬。笹川陽平日本財団会長同席。▽18時38分　公邸。党の衆院当選3回議員らと会食。▽20時34分　全員出る。宿泊。 
1848,Shinzo_Abe,2月27日,2018-02-28,▽8時17分　公邸から官邸。32分　閣議。▽10時15分　二階幹事長、森山国対委員長、林党幹事長代理。▽13時10分　東京・富士見の日本歯科大付属病院。歯の治療。▽14時23分　官邸。▽15時2分　秋葉外務次官。41分　北村内閣情報官、浦田公安調査庁次長。51分　内閣情報官。▽16時16分　小野寺防衛相、兼原、中島両官房副長官補、内閣情報官、鈴木外務省総合外交政策局長、防衛省の前田防衛政策局長、河野統合幕僚長。▽17時　福井照衆院議員。18分　報道各社のインタビュー。55分　皇居。内奏、福井氏の閣僚認証式。▽18時47分　官邸。55分　福井氏に沖縄・北方相の補職辞令交付。記念撮影。▽19時32分　公邸。宿泊。 
1849,Shinzo_Abe,2月28日・3月1日,2018-03-01,〈28日〉▽7時27分　公邸から官邸。30分　西村官房副長官。▽8時54分　国会。57分　麻生財務相、茂木経財相。59分　小野寺防衛相、小此木国家公安委員長。▽9時1分　西村副長官。3分　財務相、経財相、防衛相。14分　衆院予算委員会。▽12時35分　太田昭宏公明党前代表。54分　衆院財務金融委員会。▽15時3分　官邸。20分　山口党組織運動本部長。▽17時5分　薗浦首相補佐官。▽19時30分　国会。31分　衆院本会議。▽23時14分　衆院の大島、赤松正副議長、古屋議院運営委員長、与野党各会派にあいさつ回り。財務相、菅官房長官同行。32分　官邸。40分　加藤厚労相、二階幹事長、岸田政調会長、公明党の井上義久幹事長、石田祝稔政調会長。官房長官同席。〈1日〉▽0時4分　報道各社のインタビュー。9分　公邸。宿泊。 
1853,Shinzo_Abe,3月4日,2018-03-05,▽10時38分　東京・富ケ谷の私邸周辺を散歩。歩行者らと記念撮影。▽12時14分　報道各社のインタビュー。15分　私邸。 
1855,Shinzo_Abe,3月6日,2018-03-07,▽8時11分　東京・富ケ谷の私邸発。25分　官邸。32分　閣議。44分　小田尚国家公安委員会委員、小林喜光総合科学技術・イノベーション会議議員らに辞令交付。▽9時10分　オーストラリアのターンブル首相と電話。55分　ジンバブエのモハディ副大統領の表敬。▽10時16分　世耕経産相、経産省の嶋田次官、柳瀬経産審議官、田中通商政策局長。▽11時5分　カナダのトルドー首相と電話。46分　左藤章、竹本直一、中山泰秀各衆院議員ら。▽12時13分　東京・紀尾井町のホテルニューオータニ。宴会場「鳳凰の間」で昭恵夫人と共に自民党衆院議員の夫人でつくる「ＬＤＰワイヴズネットワーク」の会合に出席し、あいさつ。37分　官邸。▽14時10分　松井一郎大阪府知事、吉村洋文大阪市長ら。26分　外務省の秋葉次官、金杉アジア大洋州局長。▽15時51分　公邸。月刊誌「ＷｉＬＬ」のインタビュー。▽16時50分　官邸。51分　防衛省の豊田次官、深山地方協力局長。▽17時5分　杉本公正取引委員会委員長。15分　谷内国家安全保障局長、北村内閣情報官、木野村内閣衛星情報センター所長。28分　内閣情報官。48分　本村康人久留米商工会議所会頭らによる久留米つばきの贈呈。鳩山二郎衆院議員同席。▽18時8分　博覧会国際事務局（ＢＩＥ）の崔在哲（チェ・ジェチョル）執行委員長ら調査団の表敬。52分　公邸。党「参志会」のメンバーと会食。▽20時36分　全員出る。宿泊。 
1858,Shinzo_Abe,3月9日,2018-03-10,▽8時25分　公邸から官邸。34分　閣議。50分　トランプ米大統領と電話。▽9時49分　報道各社のインタビュー。54分　国会。▽10時23分　麻生財務相。25分　参院本会議。▽11時8分　官邸。▽13時38分　本田駐スイス大使。▽14時10分　ヨルダンのサファディ外務・移民相の表敬。▽15時10分　外務省の秋葉次官、森外務審議官。50分　鈴木外務省北米局長、防衛省の前田防衛政策局長、深山地方協力局長。▽16時　国家戦略特区諮問会議。57分　岩手日報社の川村公司編集局長、河北新報社の今野俊宏編集局長、福島民報社の鞍田炎編集局長、福島民友新聞社の菊池克彦編集局長によるインタビュー。▽17時16分　復興推進会議・原子力災害対策本部会議合同会合。37分　北村内閣情報官、滝沢国際テロ情報収集統括官。41分　内閣情報官。▽18時14分　ふるさとづくり大賞・ふるさとイベント大賞の表彰式。52分　東京・高輪の「高輪館」。日本テレビの大久保好男社長と粕谷賢之報道解説委員長と会食。▽21時46分　東京・富ケ谷の私邸。 
1859,Shinzo_Abe,3月10日,2018-03-11,▽8時15分　東京・富ケ谷の私邸発。38分　ＪＲ東京駅。▽10時20分　吉野復興相らと共にやまびこ43号でＪＲ福島駅。57分　福島県伊達市の霊山インターチェンジ。相馬福島道路開通式に出席し、あいさつ。記念撮影。石井国交相、内堀雅雄知事同席。▽11時56分　同県相馬市の飲食店「お食事処　たこ八」で昼食。▽12時40分　同市の松川浦漁港。水産物荷さばき施設などを視察。青ノリの煮物、ヒラメの刺し身を試食。立谷秀清市長同行。▽13時21分　同県南相馬市の生産設備メーカー「協栄精機」。同社工場を視察。佐藤正弘社長、門馬和夫市長らと懇談。記念撮影。▽15時12分　同県葛尾村の村立葛尾小学校・中学校。児童、生徒らと懇談。記念撮影。55分　報道各社のインタビュー。▽16時58分　ＪＲ郡山駅。▽18時27分　やまびこ52号でＪＲ東京駅。▽19時1分　私邸。 
1861,Shinzo_Abe,3月12日,2018-03-13,▽8時45分　東京・富ケ谷の私邸発。▽9時2分　官邸。▽10時51分　尾身幸次元科技相。▽14時22分　河井党総裁外交特別補佐。▽15時13分　世耕経産相、経産省の嶋田次官、柳瀬経産審議官、田中通商政策局長。53分　経産相。▽16時10分　高市党サイバーセキュリティ対策本部長。56分　報道各社のインタビュー。59分　国会。▽17時4分　党役員会。31分　党の中央政治大学院の学生らと懇談。38分　官邸。▽18時44分　公邸。宿泊。 
1874,Shinzo_Abe,3月25日,2018-03-26,▽8時52分　東京・富ケ谷の私邸発。▽9時14分　東京・高輪のグランドプリンスホテル新高輪。26分　党の表彰受賞者と記念撮影。32分　党国際政治・外交論文コンテスト授賞式。▽10時　党大会。▽12時16分　党大会懇親会。▽13時8分　日本会議地方議員連盟の会合に出席し、あいさつ。43分　東京・銀座のすし店「銀座久兵衛本店」。52分　オバマ前米大統領を出迎え。53分　オバマ氏と会食。佐々江前駐米大使同席。▽15時25分　オバマ氏を見送り。28分　報道各社のインタビュー。54分　私邸。 
1877,Shinzo_Abe,3月28日,2018-03-29,▽7時19分　公邸から官邸。27分　野上官房副長官。▽8時52分　国会。54分　麻生財務相。57分　参院予算委員会。▽11時45分　官邸。▽12時24分　国会。30分　参院予算委。▽15時19分　参院財政金融委員会。▽17時28分　官邸。29分　谷内国家安全保障局長、外務省の秋葉次官、金杉アジア大洋州局長。▽18時8分　国会。16分　参院本会議。▽19時15分　官邸。37分国会。44分　参院の伊達、郡司正副議長、山本議院運営委員長、与野党各会派にあいさつ回り。財務相、菅、野上正副官房長官ら同行。59分　報道各社のインタビュー。▽20時29分　東京・恵比寿のフランス料理店「アラジン」。歌手のアグネス・チャンさんの長男の結婚披露宴に出席。▽22時34分　東京・富ケ谷の私邸。 
1879,Shinzo_Abe,3月30日,2018-03-31,▽8時15分　公邸から官邸。27分　閣議。50分　西村官房副長官。▽10時6分　インドのスワラジ外相の表敬。22分　北村内閣情報官。54分　国分良成防衛大学校長。▽11時30分　北朝鮮による拉致被害者家族会の飯塚繁雄代表、横田早紀江さんらと面会。▽12時54分　国会。▽13時2分　衆院本会議。▽15時55分　官邸。▽16時8分　未来投資会議。23分　秋葉外務次官。30分　外務次官、上村駐サウジアラビア大使。▽17時40分　東京・後楽の東京ドーム。3階スイートルームでハガティ駐日米大使夫妻と会談。渡辺恒雄読売新聞グループ本社主筆同席。▽18時　ハガティ駐日米大使夫妻、渡辺読売新聞グループ本社主筆とプロ野球巨人―阪神戦を観戦。▽20時58分　報道各社のインタビュー。▽21時21分　東京・富ケ谷の私邸。 
1881,Shinzo_Abe,4月1日,2018-04-02,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽12時44分　私邸周辺を散歩。▽13時43分　報道各社のインタビュー。44分　私邸。▽14時22分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽16時12分　私邸。25分　谷口内閣官房参与。▽17時29分　谷口氏出る。 
1892,Shinzo_Abe,4月13日,2018-04-14,▽8時7分　公邸から官邸。13分　閣議。25分　知的財産戦略本部・犯罪対策閣僚会議。46分　北村内閣情報官。▽9時26分　外務省の秋葉次官、金杉アジア大洋州局長。59分　梅本環太平洋経済連携協定（ＴＰＰ）等政府対策本部首席交渉官、外務省の森、山崎両外務審議官、鈴木北米局長、山野内経済局長、浅川財務官、農水省の横山総括審議官、柳瀬経産審議官、田端国交審議官、真部防衛審議官。▽10時14分　ＴＰＰ等政府対策本部首席交渉官、外務省の両外務審議官、北米局長、経済局長、財務官、農水省総括審議官、経産審議官、田端国交審議官。▽11時12分　薗浦首相補佐官。▽12時36分　羽田空港。▽14時　全日空25便で伊丹空港。55分　大阪府東大阪市の東大阪市花園ラグビー場。野田義和市長出迎え。改修中の施設を視察。小学生と記念撮影。西村官房副長官、宗清皇一衆院議員ら同行。▽15時26分　同市の大昭和精機大阪工場。視察。▽16時3分　同市の兵田計器工業。工業用温度計の製造現場を視察。社員と意見交換。25分　報道各社のインタビュー。28分　社員らと記念撮影。▽17時19分　大阪市北区の天神橋筋商店街。中山泰秀衆院議員ら出迎え。練り歩き。歩行者と記念撮影。コロッケを購入。35分　同区の大阪天満宮。参拝。52分　同区の落語定席「天満天神繁昌亭」。館内見学。▽18時17分　同市天王寺区の焼肉店「小川亭とらちゃん上六本店」。左藤章自民党大阪府連会長ら府連所属の衆参議員と会食。▽19時45分　同市北区の帝国ホテル大阪。47分　宴会場「撫子の間」で自民党大阪選出地方議員と写真撮影。▽20時15分　宴会場「吉野の間」で同議員との懇談会。宿泊。 
1893,Shinzo_Abe,4月14日,2018-04-15,▽9時57分　宿泊先の大阪市北区の帝国ホテル大阪発。▽10時11分　ＪＲ新大阪駅。34分　西村官房副長官と共にのぞみ10号でＪＲ京都駅。38分　京都市下京区のホテルグランヴィア京都。故野中広務元官房長官のお別れの会に出席。弔辞。献花。二階幹事長、大島衆院議長、伊吹文明元衆院議長同席。▽12時8分　ＪＲ京都駅。30分　のぞみ317号でＪＲ新大阪駅。▽13時2分　大阪市中央区のホテルニューオータニ大阪。3分　報道各社のインタビュー。5分　宴会場「サンセット」で西村官房副長官、北川知克、宗清皇一両衆院議員らと昼食。57分　宴会場「鳳凰」で党大阪府連臨時党員大会に出席し、あいさつ。▽15時1分　伊丹空港。▽16時57分　日本航空124便で羽田空港。▽17時38分　官邸。45分　国家安全保障会議の4大臣会合。▽18時11分　報道各社のインタビュー。▽19時10分　東京都武蔵野市の吉祥寺第一ホテル。宴会場「天平」で成蹊高校卒業45周年の同窓会に出席。▽21時35分　東京・富ケ谷の私邸。 
1896,Shinzo_Abe,4月17日,2018-04-18,▽8時11分　東京・富ケ谷の私邸発。25分　官邸。35分　閣議。▽9時10分　北村内閣情報官。48分　秋葉外務次官。▽11時54分　報道各社のインタビュー。▽12時15分　羽田空港。45分　トランプ米大統領との首脳会談のため、昭恵夫人と共に政府専用機で米フロリダ州に向け出発。 
1900,Shinzo_Abe,4月21日,2018-04-22,▽7時39分　東京・富ケ谷の私邸発。48分　東京・内藤町の新宿御苑。49分　昭恵夫人と共に吉田尚正警視総監ら警視庁幹部、前田晋太郎山口県下関市長、地元の後援会関係者らと写真撮影。▽8時54分　首相主催の「桜を見る会」。あいさつ。将棋の加藤一二三・九段、スピードスケート女子の高木美帆選手、歌手のピコ太郎さんらと写真撮影。▽10時11分　報道各社のインタビュー。37分　私邸。▽11時55分　成蹊小学校時代の同級生と食事。▽17時12分　公邸。宿泊。 
1904,Shinzo_Abe,4月25日,2018-04-26,▽8時41分　東京・富ケ谷の私邸発。58分　官邸。▽9時37分　中国中央テレビのインタビュー。▽10時5分　香港フェニックステレビのインタビュー。42分　外務省の金杉アジア大洋州局長、防衛省の前田防衛政策局長。▽11時　鈴木宗男元衆院議員。24分　世耕経産相。57分　自民党の二階幹事長、林幹事長代理。▽12時45分　石川拉致問題対策本部事務局長。▽13時40分　東京・元赤坂の赤坂御苑。昭恵夫人と共に春の園遊会に出席。▽15時29分　官邸。50分　谷内国家安全保障局長、北村内閣情報官、防衛省防衛政策局長。▽16時33分　国家安全保障局長、内閣情報官、外務省の鈴木総合外交政策局長、防衛省の防衛政策局長、本松統合幕僚副長。▽17時2分　福島イノベーション・コースト構想関係閣僚会議。39分　東京・元赤坂の迎賓館。▽18時　儀仗（ぎじょう）隊による栄誉礼、儀仗。7分　スウェーデンのカール16世グスタフ国王夫妻と懇談。▽19時　首相夫妻主催の夕食会。▽20時33分　昭恵夫人と共に国王夫妻を見送り。49分　私邸。 
1905,Shinzo_Abe,4月26日,2018-04-27,▽7時25分　東京・富ケ谷の私邸発。36分　官邸。40分　西村官房副長官。▽8時16分　野上官房副長官。35分　国会。40分　衆院予算委員会。▽9時42分　麻生財務相。▽10時27分　自民党の星野国対副委員長、大西宏幸衆院議員。▽11時58分　官邸。▽12時11分　平昌冬季五輪・パラリンピック日本選手団に感謝状授与。記念撮影。懇談。50分　国会。55分　参院予算委員会。▽14時53分　官邸。54分　自民党の吉田参院幹事長、岡田参院幹事長代行、大家参院副幹事長。▽15時39分　公邸。「第20回公開憲法フォーラム」向けのビデオメッセージ収録。58分　官邸。59分　高市党サイバーセキュリティ対策本部長らから提言書受け取り。▽16時40分　カンボジアのフン・マネット軍参謀次長の表敬。▽17時6分　ハリス米太平洋軍司令官の表敬。31分　北村内閣情報官。52分　都市再生本部。▽18時25分　夕刊フジのインタビュー。▽19時6分　東京・紀尾井町のホテル「ザ・プリンスギャラリー東京紀尾井町」。レストラン「ＷＡＳＨＯＫＵ　蒼天」で菅官房長官、自民党の熊田裕通、穂坂泰両衆院議員らと会食。▽20時53分　私邸。 
1906,Shinzo_Abe,4月27日,2018-04-28,▽7時56分　東京・富ケ谷の私邸発。▽8時11分　官邸。17分　特定複合観光施設区域整備推進本部。　30分　閣議。44分　河野外相。▽9時16分　西村官房副長官。41分　外務省の森外務審議官、岡中東アフリカ局長、梨田国際協力局長、丸山外務報道官、松島農水審議官、柳瀬経産審議官、奈良平国交審議官、真部防衛審議官、武内財務省国際局長。▽10時34分　麻生財務相、岡本財務省主計局長。▽11時15分　財務相。38分　薗浦首相補佐官。48分　北村内閣情報官。▽12時53分　国会。▽13時2分　衆院本会議。▽14時14分　官邸。27分　党経済構造改革に関する特命委員会の岸田委員長、新藤幹事長らから提言書受け取り。48分　与党公文書管理改革ワーキングチームの新藤座長、佐藤座長代理らから中間報告受け取り。菅官房長官、梶山行革相同席。▽15時21分　「国際サッカー連盟（ＦＩＦＡ）ワールドカップトロフィーツアー」のサムラＦＩＦＡ事務局長、サッカー元ブラジル代表ジウベルトシウバ氏らの表敬。46分　東京・永田町の憲政記念館。▽16時19分　みどりの式典に出席。49分　記念撮影。▽17時　同式典のレセプションに出席。33分　官邸。▽18時　三村明夫日本商工会議所会頭ら日伯戦略的経済パートナーシップ賢人会議メンバー。15分　外務省の秋葉次官、金杉アジア大洋州局長。43分　報道各社のインタビュー。57分　産経新聞のインタビュー。▽19時52分　東京・外神田の鳥料理店「鳥つね自然洞」。秘書官らと食事。▽22時28分　私邸。 
1907,Shinzo_Abe,4月28日,2018-04-29,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽13時36分　私邸周辺を散歩。▽14時14分　報道各社のインタビュー。15分　私邸。▽17時50分　東京・赤坂の赤坂氷川神社。ジャーナリストの桜井よしこ氏の親族の通夜に参列。▽18時19分　私邸。▽21時5分　公邸。▽22時33分　トランプ米大統領と電話。▽23時11分　報道各社のインタビュー。28分　私邸。 
1908,Shinzo_Abe,4月29日,2018-04-30,▽9時17分　東京・富ケ谷の私邸発。29分　官邸。▽10時　韓国の文在寅大統領と電話。▽11時3分　報道各社のインタビュー。10分　韓国の徐薫国家情報院長。▽13時5分　報道各社のインタビュー。25分　羽田空港。47分　中東4カ国・地域歴訪のため、昭恵夫人と共に政府専用機でアラブ首長国連邦（ＵＡＥ）に向け出発。 
1911,Shinzo_Abe,5月1日・2日,2018-05-03,（現地時間）〈1日〉　午後　パレスチナ自治区ラマラの議長府でアッバス議長と会談。議長主催の夕食会。エルサレムの宿泊先の「キング・デービッド・エルサレム」。〈2日〉　午前　パレスチナ自治区エリコの農産加工団地視察。同行記者団のインタビュー。　午後　エルサレムのイスラエル首相府でネタニヤフ首相と会談。同行企業関係者を交えた拡大首脳会談。パレスチナ自治区のベツレヘム視察。 
1913,Shinzo_Abe,5月4日,2018-05-05,▽6時25分　宿泊先の山梨県鳴沢村の別荘発。51分　同県山中湖村のゴルフ場「富士ゴルフコース」。成蹊大の友人とゴルフ。▽15時25分　公邸。▽17時55分　中国の習近平国家主席と電話。▽18時48分　報道各社のインタビュー。▽20時23分　同県富士河口湖町の居酒屋「漁」。長谷川首相補佐官、増岡聡一郎鉄鋼ビルディング専務、昭恵夫人らと食事。▽22時45分　別荘。宿泊。 
1918,Shinzo_Abe,5月10日,2018-05-11,▽8時42分　東京・富ケ谷の私邸発。▽9時　官邸。▽10時　トランプ米大統領と電話。▽11時12分　報道各社のインタビュー。25分　東京・紀尾井町のホテルニューオータニ。37分　宴会場「麗の間」で中国の李克強首相らと共に「中国文化展示会」を鑑賞。▽12時2分　李首相らと写真撮影。3分　宴会場「鶴の間」で日中平和友好条約締結40周年記念・李首相歓迎レセプションに出席し、あいさつ。50分　官邸。▽13時39分　石川拉致問題対策本部事務局長。▽14時16分　北村内閣情報官。▽15時9分　羽田空港。▽16時56分　日本航空521便で新千歳空港。▽17時58分　札幌市東区のサッポロビール園。レストラン「ポプラ館」で吉川貴盛党北海道連会長らと会食。▽19時55分　同市中央区の札幌プリンスホテル。宿泊。 
1919,Shinzo_Abe,5月11日,2018-05-12,▽9時8分　宿泊先の札幌市中央区の札幌プリンスホテル発。18分　同区の札幌パークホテル。30分　中国の李克強首相を出迎え。記念撮影。32分　宴会場「パークホール」で李首相と共に日中知事省長フォーラムに出席。あいさつ。▽10時10分　報道各社のインタビュー。▽11時10分　北海道苫小牧市のトヨタ自動車北海道。李首相と共に電気自動車（ＥＶ）などを視察。豊田章男トヨタ自動車社長同行。▽12時27分　恵庭市のテーマパーク「えこりん村」。37分　李首相を出迎え。46分　レストラン「天満」で安倍首相主催の昼食会。▽13時25分　李首相と共に花店などを視察。49分　新千歳空港。李首相を見送り。▽15時55分　全日空66便で羽田空港。▽17時7分　東京・台場のフジテレビ。19分　報道番組に出演。▽18時33分　公邸。34分　谷内国家安全保障局長、秋葉外務次官。▽19時　国家安全保障局長、外務次官出る。宿泊。 
1925,Shinzo_Abe,5月17日,2018-05-18,▽8時12分　公邸から官邸。15分　西村官房副長官。▽9時5分　茂木経財相、内閣府の河内次官、新原、田和両政策統括官。33分　加藤厚労相、厚労省の武田医政局長、浜谷老健局長、鈴木保険局長。▽10時7分　世耕経産相、外務省の森外務審議官、正木欧州局長、柳瀬経産審議官、奈良平国交審議官、武内財務省国際局長ら。▽11時24分　ロシアのテレビ局のインタビュー。55分　甘利党知的財産戦略調査会長らから提言書受け取り。▽12時45分　福井海洋政策相、外務省の森外務審議官、金杉アジア大洋州局長、梨田国際協力局長、丸山外務報道官。西村副長官、薗浦首相補佐官同席。▽13時56分　国会。▽14時　衆院内閣委員会。▽15時24分　官邸。41分　未来投資会議。▽16時10分　麻生財務相。21分　秋葉外務次官。56分　一ノ瀬正一福島県猪苗代町商工会会長らの表敬。▽17時9分　北村内閣情報官。▽18時6分　東京・内幸町の飯野ビル。イイノホールで国家基本問題研究所創立10周年記念レセプションに出席し、あいさつ。51分　東京・赤坂の中国料理店「メゾン・ド・ユーロン」。成蹊大の友人と食事。▽21時31分　東京・富ケ谷の私邸。 
1930,Shinzo_Abe,5月22日,2018-05-23,▽8時20分　公邸から官邸。21分　報道各社のインタビュー。25分　国家安全保障会議の4大臣会合。野田総務相、世耕経産相、小此木国家公安委員長、鈴木五輪相同席。36分　閣議。50分　西村官房副長官。▽9時35分　石川拉致問題対策本部事務局長。▽10時1分　谷内国家安全保障局長、外務省の秋葉次官、森外務審議官。23分　長谷川首相補佐官、正木外務省欧州局長、柳瀬経産審議官。▽11時42分　馳党教育再生実行本部長らから提言書受け取り。57分　中川環境相。▽13時3分　北村内閣情報官。26分　野上官房副長官、長谷川首相補佐官、外務省の森外務審議官、欧州局長、経産審議官。▽14時29分　国会。30分　衆院本会議。▽17時28分　大島衆院議長から永年在職の表彰状受け取り。昭恵夫人同席。▽18時3分　党本部。党都道府県連大会に向けたビデオメッセージ収録。▽19時1分　東京・芝公園の東京プリンスホテル。宴会場「鳳凰の間」で自民党細田派のパーティーに出席し、あいさつ。39分　東京・白山の迎賓施設「白山閣」。日立製作所の中西宏明会長、東原敏昭社長と会食。▽22時2分　東京・富ケ谷の私邸。 
1932,Shinzo_Abe,5月24日,2018-05-25,（日本時間）▽9時19分　東京・富ケ谷の私邸発。36分　官邸。38分　河内内閣府次官。▽10時25分　北村内閣情報官。53分　秋葉外務次官。▽11時45分　自民党の二階幹事長、林幹事長代理ら。▽12時45分　マレーシアのマハティール首相と電話。▽13時33分　報道各社のインタビュー。▽14時5分　羽田空港。27分　ロシアのプーチン大統領との首脳会談のため、昭恵夫人と共に政府専用機でロシアに向け出発。（現地時間）　午後　ロシア・サンクトペテルブルクのプルコボ国際空港。 
1933,Shinzo_Abe,5月24日・25日,2018-05-26,（現地時間）〈24日〉　午後　ロシア・サンクトペテルブルク郊外の宿泊先、コンスタンチン宮殿。〈25日〉　午前　ホテル「パークイン・プルコフスカヤ」。報道各社のインタビュー。エルミタージュ美術館を視察。国際会議場「エキスポフォーラム」。ジャパン・パビリオン、ロシア直接投資基金（ＲＤＩＦ）パビリオンを視察。　午後　フランスのマクロン大統領と会談。サンクトペテルブルク国際経済フォーラムの全体会合に出席し、スピーチ。 
1936,Shinzo_Abe,5月28日,2018-05-29,▽7時31分　東京・富ケ谷の私邸発。43分　官邸。49分　西村、野上両官房副長官。▽8時　西村副長官。20分　国会。26分　参院予算委員会。▽12時4分　官邸。51分　国会。58分　衆院予算委員会。▽16時46分　茂木経財相、内閣府の河内次官、新原政策統括官。▽17時3分　党役員会。22分　官邸。23分　北朝鮮による拉致被害者家族会の飯塚繁雄代表、横田早紀江さんらと面会。加藤拉致問題相同席。56分　党財政再建に関する特命委員会の岸田委員長らから提言書受け取り。▽18時12分　公明党の石田祝稔政調会長らから骨太方針に向けた提言書受け取り。25分　経済財政諮問会議。▽19時37分　皇居。帰国の記帳。56分　東京・丸の内のパレスホテル東京。宴会場「萩」で黒田東彦日銀総裁、米コロンビア大関係者らと会食。▽21時11分　公邸。33分　トランプ米大統領と電話。▽22時17分　報道各社のインタビュー。34分　私邸。 
1943,Shinzo_Abe,6月4日,2018-06-05,▽8時25分　東京・富ケ谷の私邸発。38分　官邸。40分　野上官房副長官。▽9時44分　規制改革推進会議。52分　国会。▽10時6分　参院本会議。▽12時18分　官邸。38分　政府・与党連絡会議。55分　宗像、岡本両内閣官房参与。▽13時3分　宗像内閣官房参与。30分　全国商工会連合会の森義久、石沢義文新旧会長。森山裕党鹿児島県連会長同席。▽14時2分　北村内閣情報官。16分　外務省の秋葉次官、森外務審議官、金杉アジア大洋州局長、鈴木北米局長。▽15時20分　外務省の山崎外務審議官、鈴木総合外交政策局長、鈴木地球規模課題審議官、柳瀬経産審議官。53分　麻生財務相、浅川財務官。▽16時13分　未来投資会議。51分　報道各社のインタビュー。55分　国会。57分　香川県知事選立候補予定者へ推薦証渡し。▽17時2分　党役員会。30分　東京・丸の内のパレスホテル東京。宴会場「葵」で海上保安制度創設70周年記念式典に出席し、祝辞。▽18時35分　公邸。宿泊。 
